Pane,"Niche overlap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,"striped bass 0: striped bass 2-5","striped bass 0: menhaden 0","striped bass 0: menhaden 1","striped bass 0: menhaden 2","striped bass 0: menhaden 3","striped bass 0: menhaden 4","striped bass 0: menhaden 5","striped bass 0: menhaden 6+","striped bass 0: spiny dogfish","striped bass 0: bluefish juv","striped bass 0: bluefish adult","striped bass 0: weakfish juv","striped bass 0: weakfish adult","striped bass 0: Atlantic herring 0-1","striped bass 0: Atlantic herring 2+","striped bass 0: anchovies","menhaden 0: menhaden 1","menhaden 0: menhaden 2","menhaden 0: menhaden 3","menhaden 0: menhaden 4","menhaden 0: menhaden 5","menhaden 0: menhaden 6+","menhaden 0: weakfish juv","menhaden 0: weakfish adult","menhaden 0: Atlantic herring 0-1","menhaden 0: Atlantic herring 2+","menhaden 0: anchovies","menhaden 1: menhaden 2","menhaden 1: menhaden 3","menhaden 1: menhaden 4","menhaden 1: menhaden 5","menhaden 1: menhaden 6+","menhaden 1: weakfish juv","menhaden 1: weakfish adult","menhaden 1: Atlantic herring 0-1","menhaden 1: Atlantic herring 2+","menhaden 1: anchovies","menhaden 2: menhaden 3","menhaden 2: menhaden 4","menhaden 2: menhaden 5","menhaden 2: menhaden 6+","menhaden 2: weakfish juv","menhaden 2: weakfish adult","menhaden 2: Atlantic herring 0-1","menhaden 2: Atlantic herring 2+","menhaden 2: anchovies","menhaden 3: menhaden 4","menhaden 3: menhaden 5","menhaden 3: menhaden 6+","menhaden 3: weakfish juv","menhaden 3: weakfish adult","menhaden 3: Atlantic herring 0-1","menhaden 3: Atlantic herring 2+","menhaden 3: anchovies","menhaden 4: menhaden 5","menhaden 4: menhaden 6+","menhaden 4: weakfish juv","menhaden 4: weakfish adult","menhaden 4: Atlantic herring 0-1","menhaden 4: Atlantic herring 2+","menhaden 4: anchovies","menhaden 5: menhaden 6+","menhaden 5: weakfish juv","menhaden 5: weakfish adult","menhaden 5: Atlantic herring 0-1","menhaden 5: Atlantic herring 2+","menhaden 5: anchovies","menhaden 6+: weakfish juv","menhaden 6+: weakfish adult","menhaden 6+: Atlantic herring 0-1","menhaden 6+: Atlantic herring 2+","menhaden 6+: anchovies","spiny dogfish: Atlantic herring 0-1","spiny dogfish: Atlantic herring 2+","bluefish juv: bluefish adult","bluefish juv: weakfish juv","bluefish juv: weakfish adult","bluefish adult: weakfish juv","bluefish adult: weakfish adult","weakfish juv: weakfish adult","weakfish juv: Atlantic herring 0-1","weakfish juv: Atlantic herring 2+","weakfish juv: anchovies","weakfish adult: Atlantic herring 0-1","weakfish adult: Atlantic herring 2+","weakfish adult: anchovies","Atlantic herring 0-1: Atlantic herring 2+","Atlantic herring 0-1: anchovies","Atlantic herring 2+: anchovies"
0.669253051280975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289562612771988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.677015662193298,,,0.226666033267975,0.226666033267975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.682519912719727,,,,,,,,,,,,,,,,0.377580791711807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.702445387840271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.827502429485321,,,,,,,,,,,,,
0.709899067878723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.601714074611664,,,,,,,,,,,
0.720418095588684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986946761608124,,,,,,,,,
0.721704661846161,,0.190889716148376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.722011387348175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978111982345581,,,,,,,,,,,,,,,,,
0.722011864185333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978111982345581,,,,,,,,,,,,,,,,,,,,,,
0.722011983394623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978111982345581,,,,,,,0.978111982345581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.738780438899994,,,,,,,,,,,,,,,,,,,,,,0.897267580032349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.738780736923218,,,,,,,,,,,,,,,,,,,,,0.897267580032349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.738780856132507,,,,,,,,,,,,,,,,,,,0.897267580032349,0.897267580032349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
