EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 7:32:50 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

timestep,fleet,group,value
1,1,1,1.337177E-07
1,3,11,0.0004283211
2,1,1,1.359253E-07
2,3,11,0.0004283341
3,1,1,1.372061E-07
3,3,11,0.0004283411
4,1,1,1.384396E-07
4,3,11,0.0004283657
5,1,1,1.393734E-07
5,3,11,0.0004283681
6,1,1,1.401671E-07
6,3,11,0.0004283704
7,1,1,1.412052E-07
7,3,11,0.0004283716
8,1,1,1.422413E-07
8,3,11,0.0004283711
9,1,1,1.432939E-07
9,3,11,0.0004283726
10,1,1,1.444158E-07
10,3,11,0.0004283758
11,1,1,1.456385E-07
11,3,11,0.0004283797
12,1,1,1.473776E-07
12,3,11,0.0004283726
13,1,1,1.49633E-07
13,3,11,0.0002768557
14,1,1,1.512671E-07
14,3,11,0.0002768606
15,1,1,1.525887E-07
15,3,11,0.0002768708
16,1,1,1.546E-07
16,3,11,0.0002768765
17,1,1,1.572504E-07
17,3,11,0.0002768948
18,1,1,1.587806E-07
18,3,11,0.000276894
19,1,1,1.599557E-07
19,3,11,0.0002768954
20,1,1,1.610989E-07
20,3,11,0.0002768988
21,1,1,1.623598E-07
21,3,11,0.0002769032
22,1,1,1.637905E-07
22,3,11,0.0002769083
23,1,1,1.653934E-07
23,3,11,0.0002769136
24,1,1,1.67091E-07
24,3,11,0.0002769201
25,1,1,1.687765E-07
25,3,11,0.0002860929
26,1,1,1.70419E-07
26,3,11,0.0002860975
27,1,1,1.721425E-07
27,3,11,0.0002861055
28,1,1,1.737999E-07
28,3,11,0.0002861118
29,1,1,1.760667E-07
29,3,11,0.0002861109
30,1,1,1.789101E-07
30,3,11,0.0002861307
31,1,1,1.80591E-07
31,3,11,0.0002861366
32,1,1,1.819229E-07
32,3,11,0.0002861428
33,1,1,1.832967E-07
33,3,11,0.0002861495
34,1,1,1.848848E-07
34,3,11,0.0002861566
35,1,1,1.867525E-07
35,3,11,0.0002861639
36,1,1,1.893828E-07
36,3,11,0.0002861646
37,1,1,1.931809E-07
37,3,11,0.0003428377
38,1,1,1.962891E-07
38,3,11,0.0003428488
39,1,1,1.99018E-07
39,3,11,0.0003428613
40,1,1,2.014428E-07
40,3,11,0.0003428689
41,1,1,2.030589E-07
41,3,11,0.0003428826
42,1,1,2.046002E-07
42,3,11,0.0003429025
43,1,1,2.061814E-07
43,3,11,0.0003429131
44,1,1,2.080361E-07
44,3,11,0.0003429223
45,1,1,2.10219E-07
45,3,11,0.0003429315
46,1,1,2.12688E-07
46,3,11,0.000342941
47,1,1,2.153726E-07
47,3,11,0.0003429505
48,1,1,2.185076E-07
48,3,11,0.0003429571
49,1,1,2.216587E-07
49,3,11,0.0004446171
50,1,1,2.241259E-07
50,3,11,0.0004446408
51,1,1,2.264403E-07
51,3,11,0.0004446554
52,1,1,2.289348E-07
52,3,11,0.0004446746
53,1,1,2.322479E-07
53,3,11,0.0004446726
54,1,1,2.366615E-07
54,3,11,0.0004447184
55,1,1,2.3964E-07
55,3,11,0.0004447336
56,1,1,2.421507E-07
56,3,11,0.0004447524
57,1,1,2.446377E-07
57,3,11,0.0004447729
58,1,1,2.472868E-07
58,3,11,0.0004447939
59,1,1,2.501578E-07
59,3,11,0.0004448149
60,1,1,2.530299E-07
60,3,11,0.000444838
61,1,1,2.568197E-07
61,3,11,0.001380956
62,1,1,2.613011E-07
62,3,11,0.001381156
63,1,1,2.653381E-07
63,3,11,0.001381252
64,1,1,2.707541E-07
64,3,11,0.001381413
65,1,1,2.748533E-07
65,3,11,0.001381498
66,1,1,2.773934E-07
66,3,11,0.001381615
67,1,1,2.79274E-07
67,3,11,0.001381768
68,1,1,2.812839E-07
68,3,11,0.001381893
69,1,1,2.839222E-07
69,3,11,0.001382012
70,1,1,2.873261E-07
70,3,11,0.00138213
71,1,1,2.914633E-07
71,3,11,0.001382247
72,1,1,2.964499E-07
72,3,11,0.001382355
73,1,1,3.024002E-07
73,3,11,0.001150222
74,1,1,3.082952E-07
74,3,11,0.001150329
75,1,1,3.154909E-07
75,3,11,0.001150422
76,1,1,3.229623E-07
76,3,11,0.001150534
77,1,1,3.310193E-07
77,3,11,0.001150617
78,1,1,3.395618E-07
78,3,11,0.001150728
79,1,1,3.438048E-07
79,3,11,0.001150793
80,1,1,3.47324E-07
80,3,11,0.001150868
81,1,1,3.514439E-07
81,3,11,0.001150947
82,1,1,3.565533E-07
82,3,11,0.001151026
83,1,1,3.62663E-07
83,3,11,0.001151105
84,1,1,3.695203E-07
84,3,11,0.001151185
85,1,1,3.772797E-07
85,3,11,0.001499796
86,1,1,3.870136E-07
86,3,11,0.00149989
87,1,1,3.969967E-07
87,3,11,0.001500033
88,1,1,4.051502E-07
88,3,11,0.001500185
89,1,1,4.159719E-07
89,3,11,0.001500219
90,1,1,4.294837E-07
90,3,11,0.001500396
91,1,1,4.356124E-07
91,3,11,0.001500471
92,1,1,4.399311E-07
92,3,11,0.001500555
93,1,1,4.446765E-07
93,3,11,0.001500644
94,1,1,4.506041E-07
94,3,11,0.001500732
95,1,1,4.57828E-07
95,3,11,0.001500819
96,1,1,4.671016E-07
96,3,11,0.001500887
97,1,1,4.775774E-07
97,3,11,0.001848973
98,1,1,4.884883E-07
98,3,11,0.0018491
99,1,1,5.001189E-07
99,3,11,0.001849242
100,1,1,5.111077E-07
100,3,11,0.001849363
101,1,1,5.231387E-07
101,3,11,0.001849456
102,1,1,5.336962E-07
102,3,11,0.001849591
103,1,1,5.427226E-07
103,3,11,0.001849766
104,1,1,5.507997E-07
104,3,11,0.001849884
105,1,1,5.591518E-07
105,3,11,0.001849988
106,1,1,5.6823E-07
106,3,11,0.001850087
107,1,1,5.780393E-07
107,3,11,0.001850182
108,1,1,5.92266E-07
108,3,11,0.001850227
109,1,1,6.08883E-07
109,3,11,0.00173439
110,1,1,6.25503E-07
110,3,11,0.001734461
111,1,1,6.451173E-07
111,3,11,0.001734548
112,1,1,6.553077E-07
112,3,11,0.001734628
113,1,1,6.63362E-07
113,3,11,0.001734765
114,1,1,6.694152E-07
114,3,11,0.001734833
115,1,1,6.753781E-07
115,3,11,0.001734911
116,1,1,6.827252E-07
116,3,11,0.001734979
117,1,1,6.917508E-07
117,3,11,0.001735043
118,1,1,7.022375E-07
118,3,11,0.001735102
119,1,1,7.138255E-07
119,3,11,0.001735158
120,1,1,7.309644E-07
120,3,11,0.001735166
121,1,1,7.540116E-07
121,3,11,0.001967191
122,1,1,7.719538E-07
122,3,11,0.001967119
123,1,1,7.842461E-07
123,3,11,0.0019671
124,1,1,7.950339E-07
124,3,11,0.001967186
125,1,1,8.039863E-07
125,3,11,0.001967132
126,1,1,8.147441E-07
126,3,11,0.001967079
127,1,1,8.253381E-07
127,3,11,0.001967027
128,1,1,8.359E-07
128,3,11,0.001966984
129,1,1,8.467364E-07
129,3,11,0.001966945
130,1,1,8.579628E-07
130,3,11,0.001966909
131,1,1,8.695387E-07
131,3,11,0.001966873
132,1,1,8.810798E-07
132,3,11,0.001966836
133,1,1,8.940663E-07
133,3,11,0.002314025
134,1,1,9.092457E-07
134,3,11,0.00231404
135,1,1,9.216527E-07
135,3,11,0.002314068
136,1,1,9.306343E-07
136,3,11,0.002314111
137,1,1,9.443024E-07
137,3,11,0.00231409
138,1,1,9.607221E-07
138,3,11,0.00231415
139,1,1,9.689333E-07
139,3,11,0.002314182
140,1,1,9.738739E-07
140,3,11,0.002314185
141,1,1,9.782192E-07
141,3,11,0.002314184
142,1,1,9.828337E-07
142,3,11,0.00231418
143,1,1,9.877454E-07
143,3,11,0.002314175
144,1,1,9.947944E-07
144,3,11,0.00231414
145,1,1,1.001829E-06
145,3,11,0.001593966
146,1,1,1.00808E-06
146,3,11,0.001593893
147,1,1,1.013064E-06
147,3,11,0.001593858
148,1,1,1.015048E-06
148,3,11,0.001593838
149,1,1,1.02487E-06
149,3,11,0.001593709
150,1,1,1.04086E-06
150,3,11,0.001593732
151,1,1,1.039395E-06
151,3,11,0.001593648
152,1,1,1.034303E-06
152,3,11,0.001593587
153,1,1,1.030236E-06
153,3,11,0.001593535
154,1,1,1.028326E-06
154,3,11,0.001593486
155,1,1,1.028444E-06
155,3,11,0.001593436
156,1,1,1.03013E-06
156,3,11,0.001593385
157,1,1,1.032081E-06
157,3,11,0.001858585
158,1,1,1.037826E-06
158,3,11,0.001858512
159,1,1,1.047446E-06
159,3,11,0.001858532
160,1,1,1.050671E-06
160,3,11,0.001858489
161,1,1,1.051312E-06
161,3,11,0.00185845
162,1,1,1.050755E-06
162,3,11,0.001858415
163,1,1,1.050025E-06
163,3,11,0.00185838
164,1,1,1.049483E-06
164,3,11,0.001858345
165,1,1,1.049161E-06
165,3,11,0.00185831
166,1,1,1.048951E-06
166,3,11,0.001858273
167,1,1,1.048703E-06
167,3,11,0.001858237
168,1,1,1.048163E-06
168,3,11,0.0018582
169,1,1,1.052969E-06
169,3,11,0.001468462
170,1,1,1.065794E-06
170,3,11,0.001468416
171,1,1,1.069213E-06
171,3,11,0.001468346
172,1,1,1.064985E-06
172,3,11,0.001468299
173,1,1,1.057867E-06
173,3,11,0.001468266
174,1,1,1.049613E-06
174,3,11,0.001468223
175,1,1,1.041481E-06
175,3,11,0.001468165
176,1,1,1.034051E-06
176,3,11,0.001468104
177,1,1,1.027158E-06
177,3,11,0.001468043
178,1,1,1.020407E-06
178,3,11,0.001467983
179,1,1,1.013418E-06
179,3,11,0.001467924
180,1,1,1.013266E-06
180,3,11,0.001467823
181,1,1,1.016725E-06
181,3,11,0.001035668
182,1,1,1.012397E-06
182,3,11,0.001035625
183,1,1,1.002398E-06
183,3,11,0.001035586
184,1,1,1.004345E-06
184,3,11,0.001035535
185,1,1,1.015966E-06
185,3,11,0.00103556
186,1,1,1.001717E-06
186,3,11,0.001035468
187,1,1,9.82759E-07
187,3,11,0.001035411
188,1,1,9.657141E-07
188,3,11,0.001035367
189,1,1,9.521075E-07
189,3,11,0.001035327
190,1,1,9.417005E-07
190,3,11,0.001035288
191,1,1,9.338063E-07
191,3,11,0.001035248
192,1,1,9.26866E-07
192,3,11,0.001035214
193,1,1,9.318697E-07
193,3,11,0.000570194
194,1,1,9.467315E-07
194,3,11,0.0005702
195,1,1,9.506511E-07
195,3,11,0.000570138
196,1,1,9.589695E-07
196,3,11,0.0005700999
197,1,1,9.52662E-07
197,3,11,0.0005700348
198,1,1,9.416285E-07
198,3,11,0.0005699921
199,1,1,9.327508E-07
199,3,11,0.0005699606
200,1,1,9.273483E-07
200,3,11,0.0005699248
201,1,1,9.253819E-07
201,3,11,0.0005698882
202,1,1,9.260941E-07
202,3,11,0.0005698517
203,1,1,9.286716E-07
