"","projection_year_id","variable","value","fmsy_0","fmsy_1","fmsy_2","fmsy_3","fmsy_4","fmsy_5","fmsy_6","fmsy1.25_0","fmsy1.25_1","fmsy1.25_2","fmsy1.25_3","fmsy1.25_4","fmsy1.25_5","fmsy1.25_6","fmsy0.75_0","fmsy0.75_1","fmsy0.75_2","fmsy0.75_3","fmsy0.75_4","fmsy0.75_5","fmsy0.75_6"
"1",1996,"SS3",3.047005,0.0598047698283168,0.722287061826054,3.047005,2.07754906808353,0.917720358208488,0.387629035626964,0.161948963047402,0.074755962285396,0.902858827282568,3.80875625,2.59693633510441,1.14715044776061,0.484536294533705,0.202436203809252,0.0448535773712376,0.541715296369541,2.28525375,1.55816180106265,0.688290268656366,0.290721776720223,0.121461722285551
"2",1997,"SS3",3.047005,0.0598047698283168,0.722287061826054,3.047005,2.07754906808353,0.917720358208488,0.387629035626964,0.161948963047402,0.074755962285396,0.902858827282568,3.80875625,2.59693633510441,1.14715044776061,0.484536294533705,0.202436203809252,0.0448535773712376,0.541715296369541,2.28525375,1.55816180106265,0.688290268656366,0.290721776720223,0.121461722285551
"3",1998,"SS3",3.047005,0.0598047698283168,0.722287061826054,3.047005,2.07754906808353,0.917720358208488,0.387629035626964,0.161948963047402,0.074755962285396,0.902858827282568,3.80875625,2.59693633510441,1.14715044776061,0.484536294533705,0.202436203809252,0.0448535773712376,0.541715296369541,2.28525375,1.55816180106265,0.688290268656366,0.290721776720223,0.121461722285551
"4",1999,"SS3",3.047005,0.0598047698283168,0.722287061826054,3.047005,2.07754906808353,0.917720358208488,0.387629035626964,0.161948963047402,0.074755962285396,0.902858827282568,3.80875625,2.59693633510441,1.14715044776061,0.484536294533705,0.202436203809252,0.0448535773712376,0.541715296369541,2.28525375,1.55816180106265,0.688290268656366,0.290721776720223,0.121461722285551
"5",2000,"SS3",3.047005,0.0598047698283168,0.722287061826054,3.047005,2.07754906808353,0.917720358208488,0.387629035626964,0.161948963047402,0.074755962285396,0.902858827282568,3.80875625,2.59693633510441,1.14715044776061,0.484536294533705,0.202436203809252,0.0448535773712376,0.541715296369541,2.28525375,1.55816180106265,0.688290268656366,0.290721776720223,0.121461722285551
"6",1996,"amo",3.10839413461538,0.0610096786045192,0.736839245911538,3.10839413461538,2.11940621613897,0.936210009065425,0.395438740910984,0.165211808593549,0.076262098255649,0.921049057389423,3.88549266826923,2.64925777017371,1.17026251133178,0.49429842613873,0.206514760741937,0.0457572589533894,0.552629434433654,2.33129560096154,1.58955466210422,0.702157506799068,0.296579055683238,0.123908856445162
"7",1997,"amo",3.10839413461538,0.0610096786045192,0.736839245911538,3.10839413461538,2.11940621613897,0.936210009065425,0.395438740910984,0.165211808593549,0.076262098255649,0.921049057389423,3.88549266826923,2.64925777017371,1.17026251133178,0.49429842613873,0.206514760741937,0.0457572589533894,0.552629434433654,2.33129560096154,1.58955466210422,0.702157506799068,0.296579055683238,0.123908856445162
"8",1998,"amo",3.10839413461538,0.0610096786045192,0.736839245911538,3.10839413461538,2.11940621613897,0.936210009065425,0.395438740910984,0.165211808593549,0.076262098255649,0.921049057389423,3.88549266826923,2.64925777017371,1.17026251133178,0.49429842613873,0.206514760741937,0.0457572589533894,0.552629434433654,2.33129560096154,1.58955466210422,0.702157506799068,0.296579055683238,0.123908856445162
"9",1999,"amo",3.10839413461538,0.0610096786045192,0.736839245911538,3.10839413461538,2.11940621613897,0.936210009065425,0.395438740910984,0.165211808593549,0.076262098255649,0.921049057389423,3.88549266826923,2.64925777017371,1.17026251133178,0.49429842613873,0.206514760741937,0.0457572589533894,0.552629434433654,2.33129560096154,1.58955466210422,0.702157506799068,0.296579055683238,0.123908856445162
"10",2000,"amo",3.10839413461538,0.0610096786045192,0.736839245911538,3.10839413461538,2.11940621613897,0.936210009065425,0.395438740910984,0.165211808593549,0.076262098255649,0.921049057389423,3.88549266826923,2.64925777017371,1.17026251133178,0.49429842613873,0.206514760741937,0.0457572589533894,0.552629434433654,2.33129560096154,1.58955466210422,0.702157506799068,0.296579055683238,0.123908856445162
"11",1996,"pdsi",3.08070502669039,0.060466213554017,0.730275592616671,3.08070502669039,2.10052686399953,0.927870390967194,0.391916232020341,0.163740126625138,0.0755827669425212,0.912844490770838,3.85088128336299,2.62565857999941,1.15983798870899,0.489895290025426,0.204675158281422,0.0453496601655127,0.547706694462503,2.31052877001779,1.57539514799964,0.695902793225396,0.293937174015255,0.122805094968853
"12",1997,"pdsi",3.08070502669039,0.060466213554017,0.730275592616671,3.08070502669039,2.10052686399953,0.927870390967194,0.391916232020341,0.163740126625138,0.0755827669425212,0.912844490770838,3.85088128336299,2.62565857999941,1.15983798870899,0.489895290025426,0.204675158281422,0.0453496601655127,0.547706694462503,2.31052877001779,1.57539514799964,0.695902793225396,0.293937174015255,0.122805094968853
"13",1998,"pdsi",3.08070502669039,0.060466213554017,0.730275592616671,3.08070502669039,2.10052686399953,0.927870390967194,0.391916232020341,0.163740126625138,0.0755827669425212,0.912844490770838,3.85088128336299,2.62565857999941,1.15983798870899,0.489895290025426,0.204675158281422,0.0453496601655127,0.547706694462503,2.31052877001779,1.57539514799964,0.695902793225396,0.293937174015255,0.122805094968853
"14",1999,"pdsi",3.08070502669039,0.060466213554017,0.730275592616671,3.08070502669039,2.10052686399953,0.927870390967194,0.391916232020341,0.163740126625138,0.0755827669425212,0.912844490770838,3.85088128336299,2.62565857999941,1.15983798870899,0.489895290025426,0.204675158281422,0.0453496601655127,0.547706694462503,2.31052877001779,1.57539514799964,0.695902793225396,0.293937174015255,0.122805094968853
