"","projection_year_id","variable","value","fmsy_0","fmsy_1","fmsy_2","fmsy_3","fmsy_4","fmsy_5","fmsy_6","fmsy1.25_0","fmsy1.25_1","fmsy1.25_2","fmsy1.25_3","fmsy1.25_4","fmsy1.25_5","fmsy1.25_6","fmsy0.75_0","fmsy0.75_1","fmsy0.75_2","fmsy0.75_3","fmsy0.75_4","fmsy0.75_5","fmsy0.75_6"
"1",2003,"SS3",2.98722,0.0586313460353838,0.708115134969593,2.98722,2.03678567221271,0.899713852930192,0.380023402588962,0.15877137759684,0.0732891825442297,0.885143918711991,3.734025,2.54598209026589,1.12464231616274,0.475029253236202,0.19846422199605,0.0439735095265378,0.531086351227195,2.240415,1.52758925415953,0.674785389697644,0.285017551941722,0.11907853319763
"2",2004,"SS3",2.98722,0.0586313460353838,0.708115134969593,2.98722,2.03678567221271,0.899713852930192,0.380023402588962,0.15877137759684,0.0732891825442297,0.885143918711991,3.734025,2.54598209026589,1.12464231616274,0.475029253236202,0.19846422199605,0.0439735095265378,0.531086351227195,2.240415,1.52758925415953,0.674785389697644,0.285017551941722,0.11907853319763
"3",2005,"SS3",2.98722,0.0586313460353838,0.708115134969593,2.98722,2.03678567221271,0.899713852930192,0.380023402588962,0.15877137759684,0.0732891825442297,0.885143918711991,3.734025,2.54598209026589,1.12464231616274,0.475029253236202,0.19846422199605,0.0439735095265378,0.531086351227195,2.240415,1.52758925415953,0.674785389697644,0.285017551941722,0.11907853319763
"4",2006,"SS3",2.98722,0.0586313460353838,0.708115134969593,2.98722,2.03678567221271,0.899713852930192,0.380023402588962,0.15877137759684,0.0732891825442297,0.885143918711991,3.734025,2.54598209026589,1.12464231616274,0.475029253236202,0.19846422199605,0.0439735095265378,0.531086351227195,2.240415,1.52758925415953,0.674785389697644,0.285017551941722,0.11907853319763
"5",2007,"SS3",2.98722,0.0586313460353838,0.708115134969593,2.98722,2.03678567221271,0.899713852930192,0.380023402588962,0.15877137759684,0.0732891825442297,0.885143918711991,3.734025,2.54598209026589,1.12464231616274,0.475029253236202,0.19846422199605,0.0439735095265378,0.531086351227195,2.240415,1.52758925415953,0.674785389697644,0.285017551941722,0.11907853319763
"6",2003,"amo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2004,"amo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2005,"amo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2006,"amo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2007,"amo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2003,"pdsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2004,"pdsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2005,"pdsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2006,"pdsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2007,"pdsi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2003,"bassB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
