EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/2/2022 5:27:30 PM"
ModelName,"NWACS MICE 5 v2-1-6"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"ts1 tc recommended indices"
StartYear,1985

Data,Biomass

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
50,0.01610193,0.04854556,0.03367128,0.3194738,2.041512,0.2824386,0.002736764,0.07823296,0.00122341,0.01146613,0.01971811,0.3184191,0.291482,14.47764,13.52421,8.600954,12.97348
51,0.0163434,0.04902793,0.03428442,0.3210205,2.050396,0.2827556,0.002649143,0.08033678,0.001214024,0.0115027,0.01994674,0.3252748,0.2909,14.47481,13.52338,8.601122,12.9736
52,0.01657401,0.04951933,0.03491358,0.3226556,2.05865,0.2830862,0.002565847,0.08236113,0.001205474,0.01152827,0.02016547,0.3322441,0.2901961,14.47192,13.52246,8.601292,12.9737
53,0.01679314,0.0500197,0.03555876,0.3243541,2.066425,0.2834304,0.002487267,0.08430769,0.00119762,0.01154419,0.02037801,0.3393085,0.2893726,14.46896,13.52149,8.601469,12.97378
54,0.01700063,0.05052896,0.03621997,0.3261011,2.07384,0.2837882,0.002414302,0.08617753,0.001190446,0.01155159,0.02058814,0.3464489,0.2884322,14.46597,13.5205,8.601654,12.97384
55,0.01719671,0.05104704,0.03689728,0.3278892,2.080976,0.2841598,0.002348409,0.08797116,0.001184,0.01155144,0.02079962,0.3536458,0.2873777,14.46295,13.51948,8.601843,12.9739
56,0.01738197,0.05157383,0.03759073,0.3297158,2.08789,0.284545,0.002291178,0.0896891,0.001178361,0.01154453,0.02101617,0.3608799,0.2862114,14.45991,13.51847,8.602037,12.97394
57,0.01755723,0.05210923,0.03830041,0.3315808,2.094614,0.2849439,0.002244608,0.09133153,0.001173612,0.0115315,0.02124135,0.3681323,0.2849355,14.45687,13.51747,8.602234,12.97399
58,0.01772358,0.05265308,0.03902636,0.3334857,2.101161,0.2853563,0.002210887,0.09289857,0.001169837,0.01151287,0.02147854,0.375385,0.2835518,14.45382,13.51648,8.602431,12.97403
59,0.01788233,0.05320517,0.03976862,0.3354332,2.107528,0.2857823,0.002192316,0.0943902,0.001167112,0.01148902,0.0217308,0.3826212,0.2820619,14.45079,13.51551,8.602627,12.97406
60,0.01803493,0.05376527,0.04052716,0.3374267,2.113695,0.2862218,0.002191207,0.09580639,0.001165526,0.01146018,0.0220008,0.3898253,0.2804673,14.44777,13.51457,8.602821,12.9741
61,0.01819612,0.05436621,0.04136605,0.3389932,2.115105,0.2857439,0.002258203,0.09664717,0.001156602,0.01163534,0.02230884,0.3990442,0.2787701,14.44477,13.51367,8.603012,12.9741
62,0.01836751,0.05496307,0.04222753,0.3401729,2.117155,0.285293,0.002322603,0.09747983,0.001147346,0.01178727,0.0226326,0.4082472,0.2769281,14.44168,13.51276,8.60322,12.97411
63,0.01855126,0.05555562,0.04311035,0.3410122,2.119665,0.2848689,0.002384648,0.09830348,0.001137769,0.01191784,0.02297173,0.4174183,0.2749486,14.43853,13.5119,8.603439,12.97412
64,0.01874939,0.0561438,0.04401458,0.3415406,2.122488,0.2844714,0.002444313,0.09911551,0.001127998,0.01202863,0.02332555,0.4265433,0.272838,14.43532,13.5111,8.603663,12.97414
65,0.01896387,0.05672748,0.04494021,0.3417772,2.125501,0.2841002,0.002501012,0.09991404,0.001118283,0.01212099,0.02369363,0.4356095,0.2706029,14.43208,13.51037,8.603887,12.97417
66,0.01919659,0.05730658,0.04588718,0.3417351,2.128605,0.283755,0.002553439,0.1006979,0.001108975,0.01219608,0.02407613,0.4446051,0.2682497,14.4288,13.50972,8.604105,12.9742
67,0.01944934,0.05788097,0.04685536,0.3414249,2.131711,0.2834354,0.002599724,0.1014665,0.00110049,0.01225487,0.02447373,0.4535196,0.2657856,14.42549,13.50915,8.604317,12.97423
68,0.01972383,0.05845058,0.04784458,0.3408569,2.134746,0.2831412,0.002637871,0.1022193,0.001093272,0.01229824,0.02488754,0.4623434,0.263218,14.42217,13.50867,8.604521,12.97427
69,0.02002161,0.05901536,0.04885464,0.3400414,2.137647,0.282872,0.0026658,0.1029558,0.001087741,0.01232697,0.025319,0.471068,0.2605547,14.41882,13.50825,8.604715,12.9743
70,0.02034419,0.05957523,0.04988529,0.3389888,2.140362,0.2826275,0.002680931,0.1036761,0.001084254,0.01234177,0.02576979,0.4796853,0.2578037,14.41546,13.50791,8.6049,12.97433
71,0.02069295,0.06013016,0.05093627,0.3377108,2.142848,0.2824073,0.002681161,0.10438,0.001083063,0.0123433,0.02624172,0.4881883,0.2549732,14.41208,13.50764,8.605078,12.97435
72,0.02106916,0.06068008,0.0520073,0.3362206,2.145069,0.2822111,0.00266447,0.1050675,0.00108429,0.0123322,0.02673661,0.4965703,0.2520712,14.40869,13.50743,8.605247,12.97437
73,0.02145683,0.06123125,0.05307576,0.3347163,2.152759,0.2822711,0.002544796,0.1054287,0.001087029,0.01217959,0.02724098,0.5055921,0.2491057,14.40528,13.50728,8.60541,12.97443
74,0.0218571,0.06180052,0.05416755,0.3332045,2.159406,0.282354,0.002437679,0.1057508,0.001086592,0.01203689,0.02774181,0.5145264,0.2461192,14.40182,13.50712,8.605552,12.97447
75,0.02227002,0.06238771,0.05528324,0.3316944,2.1651,0.2824594,0.002341812,0.1060369,0.001083876,0.01190212,0.02823796,0.523371,0.2431107,14.39833,13.50694,8.605685,12.97449
76,0.02269574,0.06299221,0.0564227,0.3302076,2.169912,0.282587,0.002256166,0.1062889,0.001079372,0.01177368,0.02872858,0.532124,0.2400804,14.39479,13.50677,8.605818,12.97451
77,0.02313431,0.06361347,0.05758585,0.3287741,2.173902,0.2827362,0.002180072,0.1065084,0.001073316,0.01165032,0.02921319,0.5407832,0.2370292,14.39122,13.5066,8.605952,12.97451
78,0.02358577,0.06425095,0.05877266,0.3274277,2.177122,0.2829068,0.002113229,0.1066963,0.001065794,0.01153101,0.0296917,0.5493465,0.2339584,14.38762,13.50644,8.606089,12.97451
79,0.02405018,0.06490415,0.05998315,0.3262031,2.179619,0.2830983,0.002055683,0.1068537,0.001056824,0.01141494,0.03016435,0.5578116,0.2308695,14.38399,13.50628,8.60623,12.9745
80,0.02452756,0.06557257,0.06121735,0.3251319,2.181439,0.2833103,0.002007692,0.1069813,0.001046393,0.01130146,0.03063165,0.5661758,0.2277636,14.38034,13.50614,8.606374,12.9745
81,0.02501789,0.06625581,0.06247538,0.3242407,2.182628,0.2835424,0.00196958,0.1070796,0.001034491,0.01119009,0.03109431,0.5744366,0.224642,14.37667,13.506,8.606521,12.97449
82,0.02552117,0.06695341,0.06375736,0.3235492,2.183235,0.2837942,0.001941682,0.1071495,0.001021115,0.01108051,0.03155319,0.5825911,0.2215059,14.37299,13.50586,8.60667,12.97449
83,0.02603736,0.06766495,0.0650634,0.32307,2.183306,0.2840653,0.001924278,0.1071914,0.001006268,0.01097252,0.03200921,0.5906361,0.2183568,14.3693,13.50573,8.606823,12.97449
84,0.0265664,0.06839005,0.06639364,0.322808,2.182893,0.2843554,0.001917532,0.1072059,0.0009899435,0.01086608,0.03246332,0.5985684,0.2151963,14.3656,13.50559,8.606979,12.97448
85,0.02710725,0.06912868,0.06770759,0.3225921,2.193923,0.2843162,0.001953696,0.107391,0.0009770924,0.01077494,0.03291648,0.606132,0.2120268,14.36189,13.50546,8.607138,12.97456
86,0.02765881,0.06988358,0.06905048,0.3224073,2.203628,0.284298,0.001986095,0.1075638,0.0009653462,0.01068108,0.03336066,0.6135919,0.2088376,14.3582,13.50528,8.607264,12.97462
87,0.02821904,0.07065428,0.07042385,0.3222759,2.212171,0.2843003,0.002014773,0.1077231,0.0009544041,0.01058504,0.03379572,0.6209452,0.2056351,14.35452,13.50505,8.607374,12.97466
88,0.02878695,0.07144025,0.07182694,0.3222289,2.219688,0.2843226,0.002039756,0.1078682,0.0009440641,0.01048728,0.0342215,0.6281888,0.2024247,14.35084,13.5048,8.607479,12.97468
89,0.02936213,0.07224101,0.07325914,0.3223038,2.226296,0.2843644,0.002060979,0.1079991,0.0009341689,0.01038825,0.03463774,0.6353195,0.1992113,14.34718,13.50452,8.607583,12.97468
90,0.0299445,0.07305612,0.07471991,0.3225402,2.232098,0.2844253,0.002078199,0.1081159,0.0009245808,0.01028836,0.03504404,0.6423342,0.1959997,14.34352,13.50422,8.60769,12.97467
91,0.03053416,0.07388522,0.07620884,0.3229763,2.237183,0.2845049,0.00209109,0.1082189,0.0009151728,0.01018799,0.0354399,0.6492296,0.1927946,14.33987,13.50391,8.6078,12.97464
92,0.0311314,0.07472797,0.07772558,0.3236457,2.241632,0.2846025,0.00209921,0.1083091,0.0009058294,0.01008748,0.0358247,0.6560025,0.1896005,14.33623,13.50357,8.607914,12.97462
93,0.03173656,0.07558405,0.07926986,0.324575,2.245522,0.2847178,0.002102149,0.1083871,0.0008964546,0.009987127,0.03619781,0.6626496,0.1864219,14.33259,13.50323,8.60803,12.97459
94,0.03235002,0.0764532,0.0808415,0.3257822,2.24892,0.2848502,0.002099541,0.1084539,0.0008869806,0.009887174,0.03655855,0.6691678,0.1832631,14.32897,13.50286,8.60815,12.97455
95,0.03297225,0.07733513,0.08244032,0.3272766,2.251891,0.2849993,0.002091078,0.1085106,0.0008773752,0.009787797,0.0369063,0.6755538,0.1801283,14.32535,13.50247,8.608274,12.97452
96,0.0336037,0.07822955,0.0840662,0.329059,2.254492,0.2851647,0.002076512,0.1085584,0.0008676511,0.009689114,0.03724047,0.6818045,0.1770212,14.32175,13.50206,8.608398,12.97449
97,0.03424472,0.07905237,0.08561118,0.3307359,2.253575,0.2849996,0.002110314,0.1087216,0.0008585297,0.009729813,0.03756129,0.6889933,0.1739453,14.31816,13.50163,8.608526,12.97443
98,0.03489354,0.07989223,0.08718029,0.3323584,2.253036,0.2848556,0.002140659,0.1088781,0.0008490586,0.009757595,0.03787311,0.69603,0.1708769,14.31453,13.50118,8.608669,12.97438
99,0.03554939,0.08074842,0.08878015,0.3339616,2.252804,0.2847321,0.002167115,0.1090284,0.0008394349,0.00977386,0.03817626,0.7029076,0.1678206,14.31087,13.50072,8.608822,12.97434
100,0.03621187,0.08162028,0.09041048,0.3355632,2.252828,0.2846285,0.00218929,0.1091727,0.0008298559,0.009779842,0.0384716,0.7096187,0.1647809,14.30719,13.50027,8.60898,12.97431
101,0.03688081,0.08250712,0.09207092,0.3371477,2.253099,0.2845441,0.002206761,0.1093114,0.0008205229,0.009776632,0.03876042,0.7161568,0.1617624,14.30351,13.49982,8.609139,12.97428
102,0.03755625,0.08340818,0.09376103,0.3387108,2.253596,0.2844784,0.002219082,0.1094447,0.0008116358,0.009765192,0.03904437,0.7225153,0.1587696,14.29982,13.4994,8.609297,12.97425
103,0.0382383,0.08432272,0.09548022,0.3402443,2.254306,0.2844307,0.002225828,0.1095727,0.0008033856,0.009746368,0.03932535,0.7286884,0.1558069,14.29614,13.49899,8.609451,12.97423
104,0.03892721,0.08525005,0.09722786,0.3417359,2.255221,0.2844004,0.00222665,0.1096957,0.0007959431,0.009720912,0.03960544,0.7346709,0.1528785,14.29246,13.49859,8.6096,12.9742
105,0.03962325,0.08618946,0.09900318,0.3431714,2.256333,0.2843869,0.002221267,0.1098138,0.0007894489,0.009689479,0.0398868,0.7404581,0.1499882,14.28879,13.49821,8.609743,12.97418
106,0.04032673,0.08714031,0.1008053,0.3445342,2.257638,0.2843897,0.002209527,0.1099271,0.0007840056,0.009652644,0.04017158,0.7460457,0.1471394,14.28514,13.49784,8.60988,12.97415
107,0.04103795,0.08810198,0.1026333,0.3458062,2.259133,0.2844081,0.002191444,0.1100359,0.0007796736,0.009610901,0.04046185,0.7514302,0.1443352,14.28151,13.49749,8.610013,12.97411
108,0.04175717,0.08907391,0.1044861,0.3469672,2.260813,0.2844415,0.002167204,0.1101403,0.0007764703,0.009564666,0.04075951,0.7566087,0.1415778,14.27789,13.49715,8.610139,12.97408
109,0.04248746,0.09000248,0.1061711,0.3481175,2.265929,0.2846064,0.002141587,0.1102648,0.0007717094,0.009533885,0.04105045,0.7625814,0.1388692,14.27429,13.49683,8.61026,12.97406
110,0.04322813,0.09095659,0.1078646,0.3492213,2.270805,0.2847865,0.002118337,0.1103816,0.0007661586,0.009499886,0.04133285,0.7683647,0.1362077,14.27066,13.49647,8.610369,12.97404
111,0.04397789,0.09193505,0.1095767,0.3502485,2.275494,0.2849812,0.002097323,0.1104911,0.0007600597,0.009462889,0.04160669,0.773958,0.1335938,14.26702,13.49609,8.610473,12.97401
112,0.04473539,0.09293669,0.1113051,0.3511798,2.280026,0.2851899,0.002078382,0.1105933,0.0007535859,0.009423103,0.04187228,0.7793614,0.1310278,14.26336,13.49571,8.610575,12.97397
113,0.04549941,0.09396031,0.1130475,0.3520041,2.28442,0.2854119,0.002061336,0.1106885,0.0007468794,0.009380718,0.04213029,0.7845753,0.1285103,14.2597,13.49533,8.610677,12.97392
114,0.04626884,0.09500463,0.1148015,0.352717,2.288681,0.2856466,0.002046013,0.1107766,0.0007400692,0.009335907,0.04238173,0.7896004,0.1260416,14.25604,13.49496,8.610779,12.97387
115,0.04704271,0.09606843,0.1165649,0.3533182,2.292804,0.2858935,0.002032266,0.1108576,0.0007332767,0.009288836,0.04262787,0.7944378,0.1236222,14.25239,13.49463,8.610879,12.97382
116,0.04782011,0.09715046,0.1183354,0.3538103,2.296777,0.2861518,0.002019985,0.1109315,0.0007266133,0.009239662,0.0428702,0.7990887,0.1212523,14.24874,13.49431,8.610975,12.97376
117,0.04860023,0.09824949,0.1201109,0.3541972,2.300585,0.2864211,0.002009112,0.1109983,0.0007201746,0.009188548,0.0431103,0.8035548,0.1189321,14.24512,13.49403,8.61107,12.97371
118,0.04938233,0.09936432,0.1218894,0.3544837,2.304208,0.2867007,0.001999644,0.111058,0.0007140322,0.009135656,0.04334979,0.8078378,0.1166617,14.24151,13.49378,8.611161,12.97365
119,0.05016568,0.1004938,0.1236686,0.3546744,2.307625,0.2869902,0.001991635,0.1111104,0.000708228,0.009081162,0.04359031,0.8119397,0.1144409,14.23792,13.49356,8.61125,12.9736
120,0.05094958,0.1016368,0.1254465,0.3547737,2.310813,0.287289,0.001985187,0.1111554,0.0007027688,0.009025252,0.04383343,0.8158624,0.1122696,14.23436,13.49337,8.611336,12.97354
121,0.0517368,0.1027063,0.1269523,0.3546605,2.309834,0.2873572,0.002012666,0.1122329,0.0006973422,0.008976609,0.04400139,0.8134773,0.1101467,14.23082,13.49322,8.611418,12.97346
122,0.05252324,0.1037475,0.1283949,0.3543531,2.309054,0.2874201,0.002036857,0.1132333,0.0006917894,0.008926105,0.04416494,0.8110809,0.1080768,14.2276,13.49337,8.611483,12.97337
123,0.05330744,0.1047621,0.129793,0.3538649,2.308382,0.2874778,0.002058177,0.1141608,0.0006861633,0.008873982,0.04432287,0.8086826,0.1060599,14.22465,13.49373,8.611518,12.97329
124,0.05408827,0.1057526,0.1311492,0.3532049,2.307739,0.2875304,0.002076988,0.1150201,0.0006804942,0.008820459,0.0444721,0.8062916,0.1040953,14.22193,13.49421,8.611521,12.97322
125,0.05486485,0.1067209,0.132466,0.35238,2.30706,0.2875778,0.002093567,0.1158155,0.0006748037,0.008765724,0.0446079,0.8039165,0.1021821,14.21941,13.49478,8.611496,12.97314
126,0.05563624,0.1076693,0.1337459,0.3513971,2.306288,0.2876202,0.002108096,0.116551,0.0006691138,0.008709942,0.04472422,0.8015645,0.1003196,14.21705,13.49539,8.61145,12.97306
127,0.05640132,0.1085995,0.1349912,0.3502645,2.305376,0.2876575,0.002120677,0.1172307,0.00066345,0.008653253,0.04481409,0.799242,0.09850693,14.21483,13.49603,8.611389,12.97297
128,0.05715879,0.1095135,0.1362039,0.3489927,2.304285,0.2876896,0.002131365,0.1178579,0.0006578412,0.008595781,0.04487,0.7969542,0.09674314,14.21273,13.4967,8.611319,12.97288
129,0.05790705,0.110413,0.1373861,0.3475956,2.302984,0.2877166,0.002140205,0.1184359,0.0006523182,0.008537637,0.04488429,0.7947055,0.09502748,14.21074,13.49739,8.61124,12.97278
130,0.05864421,0.1112998,0.13854,0.3460904,2.30145,0.2877383,0.002147239,0.1189676,0.0006469106,0.008478927,0.04484947,0.7924994,0.09335915,14.20884,13.49809,8.611157,12.97268
131,0.05936842,0.1121753,0.1396673,0.3444978,2.299664,0.2877545,0.002152522,0.1194559,0.0006416441,0.008419755,0.04475856,0.7903387,0.09173733,14.20702,13.49881,8.611072,12.97258
132,0.06007773,0.113041,0.14077,0.3428411,2.297616,0.2877651,0.002156128,0.1199031,0.0006365376,0.008360223,0.04460529,0.7882252,0.0901612,14.20528,13.49954,8.610985,12.97248
133,0.06077784,0.1139014,0.1421371,0.3412871,2.294494,0.2874255,0.002122952,0.1200322,0.000630516,0.008254126,0.04450241,0.7879347,0.08863005,14.20362,13.50029,8.610897,12.97238
134,0.0614693,0.1147548,0.1435176,0.3398341,2.291069,0.2870882,0.002094663,0.1201349,0.0006248403,0.008152488,0.04439489,0.7875674,0.08714582,14.20194,13.50096,8.610819,12.97228
135,0.06215263,0.1156017,0.1448906,0.338491,2.287358,0.286753,0.002070706,0.1202132,0.0006194104,0.008054969,0.04428377,0.7871177,0.08570655,14.20025,13.50159,8.610752,12.97218
