EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/2/2022 5:27:30 PM"
ModelName,"NWACS MICE 5 v2-1-6"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"ts1 tc recommended indices"
StartYear,1985

Data,"Prey of anchovies"

timestep\group,benthos,zooplankton,phytoplankton,Detritus,
1,0.1009996,0.6840069,0.1549943,0.05999915
2,0.1010012,0.6839985,0.1549994,0.06000088
3,0.1010035,0.6839885,0.1550048,0.06000319
4,0.1010063,0.6839757,0.1550119,0.06000603
5,0.1010093,0.683961,0.1550205,0.06000925
6,0.1010122,0.6839451,0.1550301,0.06001271
7,0.101015,0.6839284,0.1550404,0.06001633
8,0.1010176,0.6839114,0.155051,0.06002006
9,0.1010199,0.6838944,0.1550619,0.06002381
10,0.1010219,0.6838778,0.1550728,0.06002757
11,0.1010236,0.6838617,0.1550834,0.06003125
12,0.101025,0.6838464,0.1550938,0.06003483
13,0.101026,0.683832,0.1551036,0.06003828
14,0.1010269,0.6838176,0.1551137,0.06004192
15,0.1010276,0.683803,0.1551239,0.06004554
16,0.1010279,0.6837887,0.1551342,0.06004916
17,0.1010276,0.6837751,0.1551446,0.06005272
18,0.1010268,0.683762,0.155155,0.06005622
19,0.1010254,0.6837495,0.1551654,0.06005969
20,0.1010233,0.6837378,0.1551758,0.06006311
21,0.1010206,0.6837268,0.1551861,0.0600665
22,0.1010173,0.6837165,0.1551963,0.06006985
23,0.1010133,0.6837069,0.1552065,0.06007317
24,0.1010087,0.6836981,0.1552168,0.06007648
25,0.1010034,0.68369,0.155227,0.06007961
26,0.1009971,0.6836835,0.1552372,0.06008231
27,0.1009897,0.6836786,0.1552469,0.06008488
28,0.1009815,0.6836751,0.155256,0.06008734
29,0.1009726,0.683673,0.1552647,0.06008972
30,0.1009631,0.6836719,0.1552729,0.06009203
31,0.100953,0.683672,0.1552807,0.06009428
32,0.1009425,0.6836728,0.1552882,0.06009646
33,0.1009317,0.6836745,0.1552953,0.06009857
34,0.1009205,0.6836767,0.1553021,0.06010061
35,0.100909,0.6836797,0.1553088,0.0601026
36,0.1008972,0.6836831,0.1553153,0.06010455
37,0.1008853,0.6836866,0.1553217,0.06010638
38,0.100873,0.6836905,0.1553284,0.06010803
39,0.1008605,0.6836945,0.1553353,0.06010975
40,0.1008478,0.6836982,0.1553424,0.06011156
41,0.100835,0.6837015,0.1553499,0.06011349
42,0.1008221,0.6837044,0.1553578,0.06011556
43,0.1008091,0.683707,0.1553661,0.06011776
44,0.100796,0.683709,0.1553748,0.06012007
45,0.1007828,0.6837108,0.1553839,0.06012248
46,0.1007695,0.6837122,0.1553932,0.06012499
47,0.1007561,0.6837133,0.1554029,0.06012756
48,0.1007426,0.6837142,0.1554129,0.06013021
49,0.100729,0.6837147,0.1554231,0.06013311
50,0.1007157,0.6837136,0.155434,0.06013669
51,0.1007027,0.6837111,0.1554457,0.0601405
52,0.1006898,0.6837076,0.1554582,0.06014442
53,0.1006769,0.6837035,0.1554712,0.06014835
54,0.1006641,0.6836991,0.1554845,0.06015225
55,0.1006513,0.6836945,0.155498,0.06015613
56,0.1006386,0.6836899,0.1555115,0.0601599
57,0.1006259,0.6836855,0.155525,0.06016359
58,0.1006133,0.6836813,0.1555382,0.06016716
59,0.1006007,0.6836774,0.1555513,0.0601706
60,0.1005882,0.683674,0.155564,0.06017388
61,0.1005759,0.6836709,0.1555763,0.06017694
62,0.1005631,0.6836681,0.1555889,0.06017989
63,0.1005499,0.6836661,0.1556014,0.06018269
64,0.1005362,0.6836652,0.1556134,0.06018529
65,0.100522,0.6836656,0.1556247,0.06018765
66,0.1005073,0.6836676,0.1556354,0.06018974
67,0.1004922,0.683671,0.1556453,0.06019155
68,0.1004767,0.6836759,0.1556543,0.0601931
69,0.1004609,0.6836821,0.1556627,0.06019437
70,0.1004447,0.6836897,0.1556702,0.06019538
71,0.1004281,0.6836986,0.1556771,0.06019613
72,0.1004113,0.6837087,0.1556834,0.06019667
73,0.1003941,0.6837199,0.155689,0.06019706
74,0.1003768,0.6837312,0.1556945,0.06019756
75,0.1003593,0.6837428,0.1556999,0.06019804
76,0.1003416,0.6837546,0.1557054,0.06019846
77,0.1003236,0.6837667,0.1557109,0.06019884
78,0.1003055,0.683779,0.1557164,0.06019915
79,0.1002872,0.6837915,0.1557219,0.06019943
80,0.1002687,0.6838042,0.1557274,0.06019967
81,0.1002501,0.683817,0.1557329,0.0601999
82,0.1002314,0.68383,0.1557385,0.06020011
83,0.1002126,0.683843,0.1557441,0.06020032
84,0.1001938,0.6838559,0.1557497,0.06020055
85,0.100175,0.6838687,0.1557554,0.06020093
86,0.1001564,0.6838811,0.1557608,0.06020158
87,0.1001383,0.683893,0.1557664,0.06020228
88,0.1001204,0.6839045,0.1557721,0.06020298
89,0.1001026,0.6839156,0.155778,0.06020365
90,0.1000851,0.6839265,0.1557841,0.06020432
91,0.1000676,0.683937,0.1557904,0.06020501
92,0.1000502,0.6839472,0.1557969,0.06020571
93,0.100033,0.683957,0.1558036,0.06020645
94,0.1000159,0.6839664,0.1558104,0.06020725
95,0.09999886,0.6839755,0.1558175,0.0602081
96,0.09998203,0.6839842,0.1558248,0.06020904
97,0.0999653,0.6839924,0.1558322,0.06020997
98,0.09994844,0.6840003,0.1558402,0.06021099
99,0.09993137,0.6840081,0.1558485,0.06021206
100,0.09991412,0.684016,0.1558567,0.06021314
101,0.09989672,0.6840241,0.1558649,0.06021423
102,0.0998792,0.6840325,0.155873,0.0602153
103,0.09986159,0.6840413,0.1558809,0.06021635
104,0.0998439,0.6840501,0.1558886,0.06021737
105,0.09982617,0.6840593,0.1558962,0.06021836
