EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/2/2022 5:27:31 PM"
ModelName,"NWACS MICE 5 v2-1-6"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"ts1 tc recommended indices"
StartYear,1985

Data,TotalCatch

year,value
1985,0.4885401
1986,0.4502033
1987,0.5860028
1988,0.6856864
1989,0.5005149
1990,0.5898844
1991,0.5413576
1992,0.4265859
1993,0.4799082
1994,0.4445046
1995,0.5689862
1996,0.5536959
1997,0.5949771
1998,0.6024362
1999,0.4363381
2000,0.4062378
2001,0.5156884
2002,0.3965593
2003,0.4151184
2004,0.4505725
2005,0.4600821
2006,0.4065982
2007,0.3990516
2008,0.3811814
2009,0.4108306
2010,0.3563524
2011,0.3068992
2012,0.3262731
2013,0.3138099
2014,0.3402414
2015,0.3658533
2016,0.3263576
2017,0.3385643
