EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/2/2022 5:27:30 PM"
ModelName,"NWACS MICE 5 v2-1-6"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"ts1 tc recommended indices"
StartYear,1985

Data,"Prey of striped bass 6+"

timestep\group,"striped bass 0","striped bass 2-5","menhaden juv","menhaden adult","bluefish juv","bluefish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,
1,0.001985927,0.000984477,0.07649662,0.2279544,0.0008887007,0.0009763439,0.01053395,0.0507938,0.2542303,0.1012477,0.001985702,0.002978344
2,0.002000166,0.0009795533,0.07763525,0.230642,0.0007643928,0.0009414634,0.0103331,0.05158464,0.2528327,0.09980736,0.001964912,0.002947359
3,0.00201483,0.0009746948,0.07876482,0.2330971,0.0006620296,0.0009081822,0.01013923,0.05235279,0.2516274,0.09839244,0.001944289,0.002916636
4,0.002029489,0.0009698311,0.07990245,0.235339,0.0005771137,0.0008764979,0.009951961,0.0530911,0.2505625,0.09699672,0.001923676,0.002885989
5,0.00204405,0.0009649622,0.0810552,0.2374025,0.0005065842,0.0008463358,0.009774341,0.05379561,0.2496077,0.09561922,0.001903076,0.002855402
6,0.00205844,0.0009600989,0.08222041,0.239319,0.0004482889,0.0008176304,0.009610741,0.05446336,0.2487368,0.0942601,0.00188251,0.002824897
7,0.00207262,0.0009552618,0.08338712,0.2411176,0.0004006517,0.0007903241,0.009466282,0.05509246,0.2479278,0.09292071,0.001862025,0.002794526
8,0.002086576,0.000950479,0.08453684,0.2428258,0.0003624437,0.0007643658,0.009346358,0.05568196,0.2471629,0.09160327,0.001841683,0.002764372
9,0.002100336,0.0009457849,0.08564429,0.2444694,0.0003326429,0.0007397093,0.009256298,0.05623186,0.2464278,0.0903108,0.001821562,0.002734545
10,0.002113963,0.0009412167,0.08667881,0.2460734,0.0003103561,0.0007163113,0.009201064,0.05674298,0.2457126,0.08904675,0.001801748,0.002705168
11,0.002127554,0.0009368122,0.08760532,0.2476615,0.00029478,0.0006941292,0.009185064,0.05721681,0.2450118,0.08781474,0.001782333,0.002676373
12,0.002141242,0.0009326081,0.08838601,0.2492566,0.0002851835,0.0006731203,0.009212045,0.05765538,0.2443234,0.08661842,0.001763408,0.002648292
13,0.00214699,0.0009241636,0.08864292,0.2521176,0.0002800102,0.0006160822,0.009664563,0.05837272,0.2426793,0.08516354,0.001738571,0.002611307
14,0.002153354,0.0009157499,0.08848156,0.2553639,0.0002759257,0.0005623891,0.01012064,0.05921208,0.2412661,0.08363416,0.001713808,0.002574428
15,0.002160407,0.0009078485,0.08819101,0.2584315,0.0002725275,0.0005149167,0.01058862,0.06010844,0.2398965,0.0821653,0.001689937,0.002538882
16,0.002168204,0.0009003988,0.0877975,0.2613151,0.0002696547,0.0004728462,0.01106532,0.0610712,0.2385627,0.08075219,0.001666884,0.002504559
17,0.002176835,0.0008933555,0.08731295,0.2640195,0.0002670703,0.0004354954,0.01154458,0.06211074,0.2372613,0.07939109,0.001644599,0.002471378
18,0.002186399,0.0008866757,0.08676114,0.2665409,0.0002645037,0.0004022731,0.01201721,0.06323752,0.2359887,0.07807817,0.001623021,0.002439249
19,0.002197009,0.0008803232,0.08616465,0.268875,0.0002616872,0.0003726688,0.0124714,0.06446245,0.2347435,0.07680989,0.001602101,0.002408095
20,0.002208795,0.0008742691,0.08554325,0.2710183,0.0002583827,0.000346242,0.01289332,0.06579684,0.233525,0.07558317,0.001581792,0.002377849
