EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"3/7/2022 8:32:05 PM"
ModelName,"NWACS AM 7ages base run"
EcosimScenario,base_run1
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Biomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,0.008982441,0.03733152,0.01978893,0.3920705,1.056896,0.7093509,0.2661378,0.09451028,0.03693024,0.03039879,0.2715812,0.00276403,0.199327,0.001237046,0.01285754,0.008165443,0.1596752,0.273012,14.54419,13.51761,8.59732,12.97183
1986,0.0100241,0.03924873,0.02216945,0.2833808,0.9304464,0.7786842,0.2650075,0.08307404,0.03593205,0.03052221,0.273101,0.002164259,0.1383351,0.001250605,0.01250084,0.0108703,0.1833764,0.278985,14.53888,13.57048,8.597198,12.97616
1987,0.01138588,0.04097579,0.02510668,0.285147,0.7414606,0.6539748,0.3027131,0.08933003,0.03421691,0.03139488,0.2761855,0.001261303,0.09117349,0.001243641,0.01246148,0.01141566,0.2316856,0.2869473,14.51848,13.59965,8.590224,12.9719
1988,0.01282928,0.0447076,0.02850042,0.4425903,0.9006796,0.5380898,0.233448,0.09547719,0.03490682,0.03017171,0.2799446,0.002264362,0.07479376,0.001290157,0.01184325,0.01616743,0.2810085,0.2953451,14.49264,13.5766,8.591519,12.96991
1989,0.01481181,0.04945032,0.03445936,0.4347072,1.327261,0.581014,0.1823812,0.0697968,0.035288,0.02903517,0.2841051,0.002451126,0.08672655,0.001226544,0.01177815,0.02076019,0.3512212,0.2926249,14.46269,13.49691,8.60246,12.96951
1990,0.01746315,0.05477739,0.04397094,0.3719811,1.217051,0.9040824,0.20018,0.05208066,0.02498631,0.02822267,0.283744,0.002586109,0.1016342,0.00114479,0.01241409,0.02441827,0.4506286,0.2718084,14.43058,13.48323,8.609784,12.9752
1991,0.02208528,0.06092156,0.05633513,0.3377819,1.203751,0.856311,0.3312992,0.06010594,0.01950865,0.02449486,0.2830713,0.002169188,0.1072231,0.001081134,0.0117272,0.02999293,0.556298,0.2362552,14.39319,13.47633,8.614235,12.98033
1992,0.02787556,0.06914049,0.07060549,0.286092,1.004019,0.8722522,0.3324418,0.1085352,0.02394764,0.02119479,0.2845171,0.002050096,0.1074732,0.0009358101,0.01029307,0.0353875,0.6495304,0.1972918,14.35106,13.51761,8.612591,12.98128
1993,0.03460434,0.07923637,0.0863008,0.3198014,1.003947,0.7450808,0.3563955,0.1151731,0.04450765,0.02157402,0.2845499,0.002141136,0.1072012,0.0008158269,0.009628541,0.03949731,0.7300953,0.1599727,14.30526,13.51531,8.610911,12.97764
1994,0.04166342,0.09116896,0.1033257,0.3148589,0.9627993,0.7823783,0.307782,0.1266242,0.04758902,0.03036871,0.2859196,0.001967563,0.1071723,0.000738516,0.009122826,0.04285264,0.7991548,0.1275343,14.26324,13.51865,8.613154,12.97741
1995,0.05066242,0.1025738,0.1215147,0.5453468,1.221572,0.7092416,0.3164511,0.105369,0.04996052,0.03493283,0.2878639,0.002107103,0.1143604,0.0006817966,0.008885113,0.04499914,0.8122227,0.102107,14.2307,13.44825,8.617982,12.97664
1996,0.05805556,0.1122909,0.1370191,0.3557011,1.313586,0.8122357,0.2852344,0.1081215,0.04176687,0.03741696,0.28612,0.001993656,0.1189024,0.0006260611,0.00795239,0.04446894,0.7995608,0.0832755,14.21444,13.46618,8.619382,12.97671
1997,0.06466662,0.1202669,0.149297,0.3466601,1.096578,0.9486213,0.3235969,0.09996319,0.0436502,0.03490451,0.2869206,0.001974064,0.1134029,0.0005533185,0.006844897,0.0434262,0.7810462,0.06974236,14.19853,13.47561,8.619262,12.97643
1998,0.06763141,0.1258249,0.1520778,0.302731,1.066449,0.8025506,0.369903,0.1094146,0.03979548,0.0338399,0.2889298,0.002137529,0.1086811,0.0005049068,0.005878458,0.04262759,0.7534676,0.0605414,14.19292,13.50427,8.616017,12.97573
1999,0.06679032,0.1280738,0.1467972,0.2756592,0.9719748,0.80444,0.3217608,0.1292469,0.043864,0.03179241,0.2909509,0.002008834,0.1118657,0.0004604648,0.005055875,0.04138951,0.7224168,0.05416224,14.19769,13.53749,8.611164,12.97471
2000,0.06234058,0.1261546,0.1474912,0.3818541,1.022169,0.7595577,0.3354588,0.1134009,0.05047332,0.03195703,0.2964996,0.002073409,0.1143733,0.0004345131,0.004457628,0.03963664,0.6992843,0.04973769,14.21659,13.51782,8.609775,12.97244
2001,0.05733422,0.1209157,0.1540687,0.317666,1.122197,0.7583542,0.3155441,0.1167016,0.04389933,0.03412573,0.3056962,0.001931145,0.1117325,0.0004197081,0.004389371,0.03856998,0.6657238,0.04653239,14.2454,13.51971,8.610893,12.97344
2002,0.05630653,0.1141575,0.1594995,0.3581342,1.045596,0.8441098,0.3122998,0.1101081,0.04489027,0.03203692,0.3152037,0.001913389,0.113511,0.0004257298,0.004370179,0.03620564,0.6315368,0.04437247,14.2677,13.51954,8.609548,12.97318
2003,0.05406567,0.1091302,0.161953,0.2534444,1.012681,0.7893215,0.3506776,0.10999,0.04265547,0.03110938,0.3244188,0.00196019,0.1151882,0.0004223202,0.00448517,0.03481955,0.5930002,0.04274875,14.28692,13.54138,8.607791,12.97401
2004,0.0522591,0.1027394,0.1607772,0.3531959,0.9079934,0.7832271,0.3247546,0.1219777,0.04195279,0.02965875,0.3323987,0.001803264,0.1104031,0.0004385321,0.004930811,0.03296216,0.5526769,0.04180684,14.3058,13.55011,8.602063,12.97105
2005,0.04944969,0.09875678,0.1607848,0.3331038,1.096111,0.6876029,0.3191417,0.1114328,0.0453543,0.02843218,0.3380481,0.001736598,0.1086362,0.0004733006,0.005313761,0.0310061,0.5198788,0.04156879,14.32891,13.53549,8.604557,12.97072
2006,0.04778751,0.09410106,0.1522829,0.325018,0.9209061,0.8129724,0.2791213,0.108336,0.04096482,0.02930067,0.3414639,0.001626788,0.1051494,0.0004820174,0.005334846,0.02784736,0.4841449,0.0419358,14.34972,13.56401,8.600473,12.97107
2007,0.04578655,0.08949288,0.1396258,0.3112113,1.012081,0.6998705,0.3326129,0.09393086,0.0400101,0.02840172,0.3421841,0.001629023,0.09891731,0.0004848116,0.005206954,0.02684407,0.4436706,0.04320011,14.372,13.56812,8.59847,12.97006
2008,0.0420262,0.08558351,0.1266602,0.3429521,0.9949639,0.7830977,0.2941501,0.1152607,0.03629187,0.02839027,0.3413542,0.001539042,0.09307504,0.0004845897,0.005330905,0.02556513,0.4218438,0.04511252,14.39325,13.55352,8.598171,12.96825
2009,0.03772815,0.08094416,0.1177831,0.3684691,1.105468,0.7703474,0.3306741,0.1031828,0.04423109,0.02709425,0.3400578,0.001529556,0.09158876,0.0005127006,0.005633503,0.02459841,0.3870105,0.04754373,14.41949,13.53401,8.600482,12.97045
2010,0.03528007,0.07600929,0.1129951,0.4191816,1.167313,0.8226965,0.3174984,0.1138517,0.0396097,0.02958593,0.3382912,0.001422187,0.08878481,0.0005357022,0.006169539,0.02276532,0.3894001,0.05042117,14.44131,13.50576,8.603348,12.97168
2011,0.0339457,0.0731306,0.1146498,0.3330746,1.171149,0.8466682,0.340074,0.1088141,0.04335522,0.02901935,0.3351086,0.001363182,0.08820712,0.0005762568,0.00677356,0.02364869,0.4136892,0.05311291,14.44666,13.52413,8.604375,12.97552
2012,0.03547068,0.07094965,0.1121229,0.3226254,1.051273,0.8774796,0.3569633,0.1185183,0.04230895,0.03045649,0.3304731,0.001246106,0.08802092,0.0005875026,0.006837204,0.02522669,0.4256019,0.05535283,14.43721,13.53549,8.602662,12.97408
2013,0.03587299,0.072021,0.1088159,0.3292807,1.07103,0.8243033,0.3765254,0.1270054,0.04706103,0.03103854,0.328136,0.001297424,0.09007173,0.0005876542,0.006828879,0.02503429,0.4419699,0.05727524,14.42694,13.52822,8.60283,12.9729
2014,0.03564728,0.07345702,0.1049314,0.3175288,1.08957,0.8328822,0.3494172,0.13253,0.05013719,0.03320936,0.3262437,0.001315178,0.09477577,0.0005933397,0.007027668,0.02607027,0.4583191,0.058821,14.42121,13.53288,8.604054,12.97445
2015,0.03586687,0.07496106,0.1007349,0.3247031,1.074807,0.8417401,0.3429706,0.1200371,0.05184235,0.03549064,0.324792,0.001518332,0.09638054,0.0006035312,0.00716947,0.0276639,0.4785488,0.05978826,14.41373,13.52228,8.605632,12.97498
2016,0.03607149,0.07591324,0.09095645,0.3118211,0.950184,0.8215975,0.349396,0.1181956,0.04793139,0.03774928,0.3232528,0.001370791,0.09839311,0.0005995635,0.007153305,0.02859171,0.4984953,0.06030886,14.40154,13.54403,8.601922,12.97266
2017,0.03498862,0.07648218,0.08447904,0.3356933,0.9930348,0.7605679,0.3491348,0.1228385,0.04821497,0.03767397,0.3214469,0.001299296,0.09282569,0.0006023439,0.007171067,0.02913527,0.5085363,0.06094646,14.39425,13.54901,8.601459,12.97238
