"S/R plot"
"striped bass 0 (striped bass 6+)"
x,1,1.10580432415009,1.25722646713257,1.53018605709076,1.65264475345612,2.036780834198,2.58291673660278,3.28796792030334,4.15039110183716,5.14546775817871,6.15230369567871,6.8490047454834,7.59621238708496,8.13776016235352,8.11167144775391,7.90539360046387,8.259765625,8.48807430267334,8.79675388336182,8.84961032867432,8.9045238494873,8.69680881500244,8.22662258148193,7.52953767776489,6.98142337799072,6.22286987304688,6.08089017868042,6.02209758758545,6.08699226379395,5.95833206176758,5.77107048034668,5.47952175140381
y,1.18662691116333,1.31440532207489,1.48383951187134,1.77671790122986,2.01595878601074,2.29812431335449,2.81089210510254,3.48748779296875,4.30645847320557,5.21610641479492,6.14305639266968,6.89763450622559,7.35224342346191,7.66267251968384,7.52102518081665,6.97909545898438,6.64213848114014,6.46650648117065,6.26406097412109,6.10584306716919,5.92232894897461,5.72395515441895,5.46863079071045,5.05826950073242,4.65433740615845,4.25549602508545,3.96052598953247,3.96342396736145,4.07531833648682,4.19414186477661,4.27919960021973,4.30932140350342
"striped bass 2-5 (striped bass 6+)"
x,1,1.10580432415009,1.25722646713257,1.53018605709076,1.65264475345612,2.036780834198,2.58291673660278,3.28796792030334,4.15039110183716,5.14546775817871,6.15230369567871,6.8490047454834,7.59621238708496,8.13776016235352,8.11167144775391,7.90539360046387,8.259765625,8.48807430267334,8.79675388336182,8.84961032867432,8.9045238494873,8.69680881500244,8.22662258148193,7.52953767776489,6.98142337799072,6.22286987304688,6.08089017868042,6.02209758758545
y,1.30875968933105,1.44984686374664,1.60799717903137,1.83640468120575,1.92644596099854,1.95567357540131,2.05080032348633,2.15700817108154,2.28131175041199,2.41491842269897,2.52087140083313,2.58547401428223,2.61656188964844,2.64707541465759,2.54876017570496,2.3494975566864,2.19106101989746,2.06653022766113,1.95923280715942,1.86954748630524,1.80131340026855,1.80335557460785,1.82821536064148,1.82147514820099,1.78276717662811,1.70157694816589,1.61456787586212,1.61383509635925
"menhaden 0 (menhaden 6+)"
x,1,1.04160070419312,1.15686297416687,1.18328714370728,1.18152415752411,1.17801368236542,1.16365087032318,1.12292432785034,1.13614857196808,1.20029973983765,1.3069874048233,1.38877475261688,1.43126630783081,1.4224773645401,1.3938285112381,1.3712385892868,1.32021856307983,1.24472224712372,1.21578288078308,1.21206676959991,1.20192718505859,1.18394982814789,1.15957641601563,1.13622891902924,1.13291597366333,1.16248881816864,1.20912659168243,1.25557625293732,1.27483475208282,1.30441796779633,1.35409080982208,1.41195821762085,1.46169030666351
y,1.06566286087036,1.07541334629059,1.10857319831848,1.05329632759094,1.02041888237,1.01256465911865,1.01849246025085,1.03763210773468,1.0493415594101,1.04398083686829,1.02160108089447,0.988419651985168,1.00140714645386,1.01181411743164,1.03355479240417,1.05205631256104,1.02420461177826,0.977447688579559,0.960936784744263,0.972879767417908,0.997462391853333,1.02095127105713,1.01339244842529,1.00180232524872,0.987450480461121,0.981472194194794,0.993476688861847,1.01630437374115,1.02438914775848,1.0112224817276,0.985537111759186,0.982308745384216,1.00810086727142
"menhaden 1 (menhaden 6+)"
