EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:26:23 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TL

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,3.367067,3.588867,3.837528,2.582243,2.74496,2.74496,2.910566,2.910566,2.910566,2.903563,3.448064,3.998116,3.946109,3.672312,3.731456,3.368373,3.368214,3.062935,2.18031,2.379902,1,1
1986,3.372397,3.601734,3.859135,2.580797,2.744101,2.744101,2.909702,2.909702,2.909702,2.886937,3.469816,4.00099,3.990964,3.678511,3.736658,3.368821,3.368651,3.062171,2.18012,2.379395,1,1
1987,3.377252,3.624886,3.892638,2.581296,2.743057,2.743057,2.908652,2.908652,2.908652,2.863336,3.504386,4.003272,4.042812,3.685719,3.741483,3.369319,3.36843,3.061228,2.17982,2.378771,1,1
1988,3.380696,3.656773,3.936184,2.57716,2.743136,2.743137,2.908727,2.908727,2.908727,2.861076,3.543718,4.006614,4.084077,3.689677,3.747732,3.370326,3.369519,3.061229,2.17955,2.378795,1,1
1989,3.376306,3.701489,3.985591,2.576555,2.743508,2.743508,2.909099,2.909099,2.909099,2.856837,3.592376,4.006173,4.098832,3.696305,3.744389,3.370826,3.369879,3.061476,2.179191,2.379001,1,1
1990,3.360109,3.766863,4.045828,2.576016,2.743517,2.743517,2.909105,2.909105,2.909106,2.851882,3.650781,3.998936,4.110825,3.679467,3.726598,3.370138,3.368629,3.061416,2.178701,2.378993,1,1
1991,3.333797,3.83545,4.099365,2.576688,2.743184,2.743184,2.908768,2.908768,2.908768,2.861958,3.708089,3.983367,4.122396,3.639078,3.693542,3.368135,3.366604,3.06107,2.178139,2.378783,1,1
1992,3.30557,3.894355,4.13438,2.577397,2.742595,2.742595,2.908174,2.908174,2.908174,2.873584,3.753422,3.959007,4.136633,3.596259,3.648559,3.365522,3.364147,3.06051,2.177538,2.378424,1,1
1993,3.279943,3.943711,4.155158,2.577526,2.741966,2.741966,2.907539,2.907539,2.907539,2.861591,3.78872,3.925923,4.148799,3.544276,3.596645,3.362818,3.361552,3.059915,2.176939,2.378039,1,1
1994,3.259479,3.983758,4.167774,2.576716,2.741671,2.741671,2.907239,2.907239,2.907239,2.828771,3.816124,3.891107,4.154435,3.489747,3.54414,3.360508,3.359387,3.059601,2.176371,2.377849,1,1
1995,3.244559,4.001483,4.1679,2.57548,2.741944,2.741944,2.907511,2.907511,2.907511,2.785053,3.822091,3.863803,4.15028,3.444133,3.495482,3.358728,3.357998,3.059779,2.175941,2.377994,1,1
1996,3.235081,4.007848,4.160712,2.574681,2.742563,2.742563,2.908133,2.908133,2.908133,2.752957,3.817784,3.850497,4.137721,3.41053,3.454142,3.357657,3.357056,3.060291,2.175749,2.378355,1,1
1997,3.229765,4.009689,4.149987,2.576107,2.742836,2.742836,2.908407,2.908407,2.908407,2.741719,3.811177,3.842024,4.131992,3.388323,3.421079,3.3568,3.356224,3.060515,2.175627,2.378517,1,1
1998,3.226749,4.006029,4.139022,2.577342,2.74308,2.74308,2.908653,2.908653,2.908653,2.745734,3.80119,3.834377,4.124017,3.373785,3.396698,3.356189,3.355741,3.060731,2.175628,2.378663,1,1
1999,3.226484,3.997678,4.123323,2.578973,2.743022,2.743022,2.908597,2.908597,2.908597,2.752951,3.788669,3.824216,4.094739,3.364439,3.379569,3.355584,3.355202,3.060707,2.175705,2.378639,1,1
2000,3.227106,3.98961,4.106873,2.579219,2.742692,2.742692,2.908266,2.908266,2.908266,2.764911,3.77686,3.794639,4.068417,3.357886,3.36679,3.355006,3.354548,3.060473,2.175896,2.378452,1,1
2001,3.225732,3.976982,4.092615,2.57702,2.742877,2.742877,2.908452,2.908452,2.908452,2.788944,3.760381,3.768247,4.053586,3.352898,3.358529,3.354697,3.35435,3.06069,2.176214,2.378561,1,1
2002,3.223816,3.963438,4.080609,2.575087,2.74359,2.74359,2.90917,2.90917,2.90917,2.807875,3.742703,3.754655,4.042235,3.348821,3.353759,3.354802,3.354358,3.061361,2.176571,2.378986,1,1
2003,3.222711,3.945739,4.064692,2.575143,2.744169,2.744169,2.909754,2.909754,2.909754,2.809686,3.723785,3.736187,4.023165,3.346659,3.351383,3.354828,3.35446,3.061909,2.176878,2.379335,1,1
2004,3.222904,3.923436,4.045705,2.576694,2.744455,2.744455,2.910044,2.910043,2.910043,2.805965,3.703091,3.727327,4.005482,3.344501,3.35318,3.354733,3.354393,3.062206,2.177171,2.379515,1,1
2005,3.224032,3.902675,4.029132,2.578397,2.744441,2.744441,2.910031,2.910031,2.910031,2.808707,3.685153,3.720266,3.992142,3.342681,3.356491,3.354562,3.354163,3.062242,2.177425,2.379518,1,1
2006,3.225632,3.878332,4.012052,2.579341,2.744314,2.744313,2.909905,2.909904,2.909905,2.817251,3.663855,3.711833,3.978215,3.342553,3.358802,3.354326,3.353711,3.062181,2.177674,2.379451,1,1
2007,3.226536,3.849371,3.995987,2.578464,2.744376,2.744376,2.909969,2.909969,2.909969,2.83305,3.641871,3.702261,3.970359,3.343954,3.359961,3.354215,3.353781,3.062292,2.177997,2.379496,1,1
2008,3.227334,3.830849,3.987822,2.577605,2.744461,2.744461,2.910055,2.910055,2.910055,2.844229,3.628403,3.690452,3.970176,3.346593,3.363189,3.354271,3.353812,3.062417,2.178285,2.379552,1,1
2009,3.227789,3.800759,3.973216,2.576718,2.744694,2.744694,2.91029,2.91029,2.91029,2.843555,3.607815,3.676064,3.962667,3.349116,3.368269,3.354313,3.353985,3.062666,2.17859,2.379693,1,1
2010,3.228697,3.797232,3.976119,2.57683,2.744933,2.744933,2.910531,2.910532,2.910532,2.825458,3.605852,3.668019,3.974857,3.353141,3.37601,3.354751,3.354084,3.062917,2.178878,2.379841,1,1
2011,3.230554,3.809123,3.986847,2.577645,2.744783,2.744783,2.910381,2.910381,2.910381,2.803566,3.618749,3.661282,4.000446,3.356298,3.386171,3.355023,3.354291,3.062798,2.178938,2.379755,1,1
2012,3.232525,3.809867,3.988892,2.578555,2.744363,2.744363,2.909959,2.909959,2.909959,2.789771,3.626698,3.666534,4.01437,3.359429,3.394624,3.355036,3.354483,3.062434,2.178894,2.379509,1,1
2013,3.233479,3.815784,3.995583,2.578222,2.743969,2.743969,2.909562,2.909562,2.909562,2.784847,3.635018,3.67712,4.026255,3.362836,3.400116,3.355093,3.354346,3.06208,2.178781,2.379273,1,1
2014,3.233084,3.824733,4.006797,2.576945,2.743923,2.743923,2.909515,2.909515,2.909515,2.772166,3.6447,3.68896,4.034024,3.36524,3.404492,3.35528,3.354563,3.062017,2.178668,2.37924,1,1
2015,3.23202,3.838845,4.022201,2.575664,2.744179,2.744179,2.909771,2.909771,2.909771,2.751404,3.656778,3.694745,4.046975,3.366597,3.406905,3.355596,3.354979,3.062207,2.178557,2.379384,1,1
2016,3.231892,3.852473,4.035337,2.57607,2.744277,2.744277,2.90987,2.90987,2.90987,2.732391,3.667555,3.700314,4.049274,3.367782,3.408481,3.355791,3.355136,3.062266,2.178422,2.37944,1,1
2017,3.233256,3.859046,4.038833,2.577518,2.743963,2.743963,2.909554,2.909554,2.909554,2.720406,3.673167,3.700052,4.056093,3.368839,3.410878,3.355712,3.355049,3.061981,2.178314,2.379256,1,1
