EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:26:23 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Landings

timestep,fleet,group,value
1,1,1,1.332478E-07
1,3,11,0.0004283337
2,1,1,1.344781E-07
2,3,11,0.000428339
3,1,1,1.357151E-07
3,3,11,0.0004283443
4,1,1,1.36967E-07
4,3,11,0.0004283495
5,1,1,1.382367E-07
5,3,11,0.0004283545
6,1,1,1.395234E-07
6,3,11,0.0004283593
7,1,1,1.408244E-07
7,3,11,0.0004283639
8,1,1,1.421355E-07
8,3,11,0.0004283685
9,1,1,1.434524E-07
9,3,11,0.0004283729
10,1,1,1.447705E-07
10,3,11,0.0004283773
11,1,1,1.460857E-07
11,3,11,0.0004283816
12,1,1,1.473948E-07
12,3,11,0.0004283857
13,1,1,1.487032E-07
13,3,11,0.0002768584
14,1,1,1.500144E-07
14,3,11,0.0002768628
15,1,1,1.513286E-07
15,3,11,0.0002768673
16,1,1,1.526457E-07
16,3,11,0.000276872
17,1,1,1.539666E-07
17,3,11,0.0002768768
18,1,1,1.552929E-07
18,3,11,0.0002768819
19,1,1,1.566272E-07
19,3,11,0.0002768871
20,1,1,1.57973E-07
20,3,11,0.0002768925
21,1,1,1.593343E-07
21,3,11,0.0002768982
22,1,1,1.607156E-07
22,3,11,0.0002769039
23,1,1,1.621216E-07
23,3,11,0.0002769098
24,1,1,1.635573E-07
24,3,11,0.0002769158
25,1,1,1.650649E-07
25,3,11,0.0002860877
26,1,1,1.666181E-07
26,3,11,0.0002860945
27,1,1,1.682306E-07
27,3,11,0.0002861014
28,1,1,1.699093E-07
28,3,11,0.0002861084
29,1,1,1.7166E-07
29,3,11,0.0002861153
30,1,1,1.73489E-07
30,3,11,0.0002861222
31,1,1,1.754033E-07
31,3,11,0.000286129
32,1,1,1.774113E-07
32,3,11,0.000286136
33,1,1,1.795225E-07
33,3,11,0.0002861429
34,1,1,1.817478E-07
34,3,11,0.0002861499
35,1,1,1.840992E-07
35,3,11,0.000286157
36,1,1,1.865894E-07
36,3,11,0.0002861643
37,1,1,1.891798E-07
37,3,11,0.0003428355
38,1,1,1.918712E-07
38,3,11,0.0003428449
39,1,1,1.946674E-07
39,3,11,0.0003428546
40,1,1,1.9757E-07
40,3,11,0.0003428647
41,1,1,2.005787E-07
41,3,11,0.0003428753
42,1,1,2.036908E-07
42,3,11,0.0003428861
43,1,1,2.06901E-07
43,3,11,0.0003428973
44,1,1,2.102024E-07
44,3,11,0.0003429087
45,1,1,2.135856E-07
45,3,11,0.0003429202
46,1,1,2.170394E-07
46,3,11,0.0003429318
47,1,1,2.205514E-07
47,3,11,0.0003429434
48,1,1,2.241075E-07
48,3,11,0.0003429547
49,1,1,2.27577E-07
49,3,11,0.0004446131
50,1,1,2.309378E-07
50,3,11,0.0004446337
51,1,1,2.341723E-07
51,3,11,0.0004446545
52,1,1,2.372674E-07
52,3,11,0.0004446754
53,1,1,2.402147E-07
53,3,11,0.0004446963
54,1,1,2.430106E-07
54,3,11,0.0004447171
55,1,1,2.456563E-07
55,3,11,0.0004447378
56,1,1,2.48157E-07
56,3,11,0.0004447586
57,1,1,2.505214E-07
57,3,11,0.0004447791
58,1,1,2.527618E-07
58,3,11,0.0004447995
59,1,1,2.548928E-07
59,3,11,0.0004448197
60,1,1,2.569315E-07
60,3,11,0.0004448397
61,1,1,2.590988E-07
61,3,11,0.001380986
62,1,1,2.614183E-07
62,3,11,0.001381114
63,1,1,2.639092E-07
63,3,11,0.001381241
64,1,1,2.665927E-07
64,3,11,0.001381368
65,1,1,2.6949E-07
65,3,11,0.001381494
66,1,1,2.726225E-07
66,3,11,0.001381619
67,1,1,2.760104E-07
67,3,11,0.001381743
68,1,1,2.796738E-07
68,3,11,0.001381866
69,1,1,2.836317E-07
69,3,11,0.001381988
70,1,1,2.879023E-07
70,3,11,0.001382109
71,1,1,2.925022E-07
