EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:26:49 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Timestep,"catch (predicted)SDF landings","catch (observed) SDF landings","catch (predicted)SB 2-5 C","catch (observed) SB 2-5 C","catch (predicted)SB adult C","catch (observed) SB adult C","catch (predicted)AM adult C 1","catch (observed) AM adult C 1","catch (predicted)AM adult C 2","catch (observed) AM adult C 2","catch (predicted)AM adult C 3","catch (observed) AM adult C 3","catch (predicted)AM adult C 4","catch (observed) AM adult C 4","catch (predicted)AM adult C 5","catch (observed) AM adult C 5","catch (predicted)AM adult C 6","catch (observed) AM adult C 6","catch (predicted)BF adult C","catch (observed) BF adult C","catch (predicted)WF juv C","catch (observed) WF juv C","catch (predicted)WF adult C","catch (observed) WF adult C","catch (predicted)AH adult landings","catch (observed) AH adult landings","catch (predicted)AM juv C","catch (observed) AM juv C","catch (predicted)BF juv C","catch (observed) BF juv C","catch (predicted)AH juv landings","catch (observed) AH juv landings",
61,0.01657184,,0.0004865377,,0.0009893221,,0.06990622,,0.3900358,,0.1919062,,0.04534208,,0.01434017,,0.003942681,,0.04178729,,9.59644E-05,,0.002193838,,0.08163506,,0.001421892,,0.0009782792,,0.0001978163,,
62,0.01657337,,0.0004912574,,0.001008611,,0.07002077,,0.3906673,,0.1921255,,0.04508755,,0.01422785,,0.003943367,,0.04213189,,9.520239E-05,,0.002221996,,0.08352744,,0.001418594,,0.001006107,,0.0002007178,,
63,0.0165749,,0.0004959551,,0.001028425,,0.07011013,,0.3911532,,0.1921978,,0.04495887,,0.01410146,,0.00394226,,0.04247271,,9.441547E-05,,0.002246088,,0.08541404,,0.001415956,,0.001032838,,0.0002037545,,
64,0.01657642,,0.000500632,,0.001048767,,0.0701697,,0.3915854,,0.1921643,,0.04492562,,0.0139657,,0.003939698,,0.04280857,,9.361452E-05,,0.002266435,,0.08729187,,0.001414029,,0.001058471,,0.0002069208,,
65,0.01657793,,0.0005052895,,0.001069638,,0.07019737,,0.3920237,,0.1920694,,0.0449587,,0.01382337,,0.003935963,,0.04313868,,9.282004E-05,,0.002283314,,0.08915828,,0.001412862,,0.001082767,,0.0002102135,,
66,0.01657943,0.0166,0.0005099288,0.0011,0.001091041,0.00339,0.07019333,0.04758841,0.3925019,0.2806679,0.1919508,0.0590819,0.04503583,0.0200084,0.01367594,0.01219478,0.003931284,0.004182115,0.04346256,0.0452,9.206101E-05,6.59E-05,0.002296962,0.0014,0.09101087,0.0934,0.001412482,0.002003009,0.001105178,0.00131986,0.0002136345,0.0006041509,
67,0.01658092,,0.0005145511,,0.00111298,,0.07015965,,0.3930341,,0.1918404,,0.04513998,,0.01352401,,0.003925847,,0.04377997,,9.137213E-05,,0.002307585,,0.09284745,,0.001412878,,0.001124904,,0.0002171901,,
68,0.01658239,,0.0005191575,,0.001135458,,0.0700997,,0.3936211,,0.1917653,,0.04525815,,0.01336763,,0.003919804,,0.04409075,,9.079042E-05,,0.002315366,,0.09466609,,0.001414005,,0.001141096,,0.0002208903,,
69,0.01658386,,0.0005237486,,0.001158479,,0.07001758,,0.3942544,,0.1917478,,0.04538041,,0.01320647,,0.003913278,,0.0443948,,9.035144E-05,,0.00232047,,0.09646501,,0.001415787,,0.001152811,,0.0002247479,,
70,0.01658531,,0.0005283251,,0.001182044,,0.06991775,,0.3949206,,0.1918064,,0.04549913,,0.01304001,,0.003906373,,0.0446922,,9.008577E-05,,0.002323044,,0.09824263,,0.001418117,,0.001158985,,0.0002287776,,
71,0.01658674,,0.0005328874,,0.001206158,,0.06980456,,0.3956037,,0.1919443,,0.04561812,,0.01286766,,0.003899176,,0.04498291,,9.001575E-05,,0.002323227,,0.09999747,,0.00142087,,0.001158723,,0.0002329954,,
72,0.01658816,,0.0005374359,,0.001230822,,0.06968188,,0.3962879,,0.1921699,,0.04573629,,0.01268882,,0.003891768,,0.04526696,,9.015294E-05,,0.002321147,,0.1017282,,0.001423916,,0.001151161,,0.0002374175,,
73,0.01380271,,0.0007486002,,0.001547934,,0.07407683,,0.3718554,,0.1604419,,0.03552496,,0.009078413,,0.002799149,,0.04840895,,3.455792E-05,,0.003895815,,0.09464024,,0.001539773,,0.002125104,,0.0001033772,,
74,0.01380385,,0.0007551736,,0.001579056,,0.07402031,,0.3726068,,0.1612096,,0.03575558,,0.009085314,,0.00279671,,0.0485433,,3.456023E-05,,0.003850652,,0.09632602,,0.001542564,,0.002035182,,0.0001052892,,
75,0.01380496,,0.0007619867,,0.001610935,,0.07399862,,0.3731031,,0.1618442,,0.03594626,,0.009114014,,0.002792254,,0.0486613,,3.449131E-05,,0.003808238,,0.09799557,,0.001545082,,0.001954757,,0.0001071832,,
76,0.01380605,,0.0007690293,,0.00164357,,0.07400601,,0.3733654,,0.162402,,0.03610665,,0.0091591,,0.002786254,,0.04876402,,3.436665E-05,,0.003768034,,0.09964856,,0.001547372,,0.001882949,,0.0001090561,,
77,0.01380712,,0.0007762914,,0.001676961,,0.07403733,,0.3734168,,0.1629213,,0.03624716,,0.009215209,,0.002779013,,0.04885235,,3.419357E-05,,0.003729605,,0.1012846,,0.001549528,,0.001819177,,0.0001109064,,
78,0.01380817,0.0138,0.0007837635,0.00164,0.001711106,0.00502,0.0740876,0.06835943,0.3732843,0.1796649,0.163426,0.1313839,0.03637693,0.0146213,0.009278215,0.004585242,0.002770713,0.002765114,0.04892694,0.0404,3.39746E-05,6.67E-05,0.003692596,0.00286,0.1029034,0.104,0.001551672,0.003189001,0.001763172,0.001280753,0.0001127335,0.0002254066,
79,0.0138092,,0.0007914367,,0.001746007,,0.07415184,,0.3729979,,0.1639291,,0.03650387,,0.009344971,,0.002761448,,0.04898831,,3.370988E-05,,0.003656724,,0.1045046,,0.001553948,,0.001714956,,0.0001145386,,
80,0.01381021,,0.0007993032,,0.001781662,,0.0742251,,0.372589,,0.164436,,0.03663485,,0.009413084,,0.002751253,,0.04903686,,3.339862E-05,,0.003621759,,0.1060877,,0.001556497,,0.001674741,,0.0001163235,,
81,0.0138112,,0.0008073552,,0.001818071,,0.0743026,,0.3720885,,0.1649465,,0.03677575,,0.009480747,,0.002740124,,0.04907297,,3.303998E-05,,0.003587528,,0.1076522,,0.001559451,,0.0016428,,0.000118091,,
82,0.01381216,,0.0008155854,,0.001855234,,0.07437983,,0.3715251,,0.1654573,,0.03693159,,0.009546597,,0.002728029,,0.04909698,,3.263335E-05,,0.003553905,,0.1091976,,0.001562926,,0.001619414,,0.0001198442,,
83,0.01381311,,0.0008239869,,0.001893146,,0.0744527,,0.3709244,,0.1659638,,0.03710385,,0.009611659,,0.002714924,,0.0491092,,3.217833E-05,,0.003520817,,0.1107234,,0.001567013,,0.001604827,,0.0001215868,,
84,0.01381403,,0.0008325538,,0.001931804,,0.07451773,,0.3703068,,0.1664606,,0.03729511,,0.009675911,,0.002700767,,0.04910989,,3.167425E-05,,0.003488234,,0.112229,,0.001571783,,0.001599186,,0.0001233223,,
85,0.01799741,,0.0008769389,,0.00253087,,0.04358204,,0.2427801,,0.1271546,,0.03053579,,0.007988906,,0.002107831,,0.04728429,,1.614614E-05,,0.003264847,,0.1168584,,0.0009041324,,0.001181929,,2.75903E-05,,
86,0.01799875,,0.0008862365,,0.002580799,,0.04368345,,0.2442833,,0.1282851,,0.03078095,,0.008044971,,0.002106326,,0.04735456,,1.596031E-05,,0.003237704,,0.1183167,,0.0009055328,,0.001201544,,2.796484E-05,,
87,0.01800006,,0.000895729,,0.002631756,,0.04377675,,0.2456163,,0.1293003,,0.03101529,,0.008093912,,0.002106791,,0.04741868,,1.578695E-05,,0.003209785,,0.1197549,,0.000906473,,0.001218894,,2.833163E-05,,
88,0.01800134,,0.0009054106,,0.002683714,,0.0438615,,0.2467983,,0.130213,,0.03124561,,0.008137644,,0.002108778,,0.04747638,,1.562276E-05,,0.003181233,,0.1211724,,0.0009071142,,0.00123395,,2.869065E-05,,
89,0.01800258,,0.0009152756,,0.002736646,,0.04393761,,0.2478437,,0.1310367,,0.03147637,,0.008178279,,0.002111789,,0.0475275,,1.54652E-05,,0.003152181,,0.1225687,,0.0009076164,,0.00124667,,2.904181E-05,,
90,0.0180038,0.018,0.0009253192,0.00225,0.002790532,0.00757,0.04400525,0.05795778,0.2487623,0.1697517,0.131786,0.06731799,0.03171005,0.03116549,0.008217667,0.003982298,0.002115424,0.001562154,0.04757204,0.0355,1.531207E-05,2.64E-05,0.003122756,0.00255,0.1239433,0.125,0.0009081312,0.0008170169,0.001256933,0.0002004232,2.938485E-05,2.744747E-05,
91,0.01800499,,0.0009355376,,0.002845351,,0.0440648,,0.2495605,,0.1324764,,0.03194762,,0.00825742,,0.002119361,,0.04761013,,1.516132E-05,,0.00309307,,0.1252956,,0.0009087941,,0.001264539,,2.971934E-05,,
92,0.01800615,,0.0009459276,,0.002901088,,0.04411683,,0.2502417,,0.1331236,,0.03218887,,0.00829892,,0.002123343,,0.04764199,,1.501105E-05,,0.003063225,,0.1266252,,0.000909715,,0.001269208,,3.004478E-05,,
93,0.01800727,,0.000956486,,0.002957728,,0.04416203,,0.2508075,,0.1337427,,0.03243291,,0.008343359,,0.002127161,,0.04766792,,1.485966E-05,,0.003033305,,0.1279314,,0.0009109724,,0.001270673,,3.036058E-05,,
94,0.01800837,,0.0009672102,,0.003015259,,0.04420124,,0.2512582,,0.1343476,,0.03267837,,0.008391746,,0.002130648,,0.04768821,,1.470597E-05,,0.00300338,,0.1292138,,0.0009126086,,0.001268692,,3.066614E-05,,
95,0.01800944,,0.000978097,,0.003073669,,0.04423543,,0.2515935,,0.1349506,,0.03292366,,0.008444312,,0.002133892,,0.04770323,,1.454939E-05,,0.002973496,,0.1304716,,0.0009146289,,0.00126306,,3.096092E-05,,
96,0.01801047,,0.0009891435,,0.003132946,,0.04426559,,0.2518136,,0.1355615,,0.03316723,,0.008501543,,0.002136867,,0.04771335,,1.439002E-05,,0.002943685,,0.1317044,,0.0009170026,,0.001253606,,3.12444E-05,,
97,0.02218716,,0.001950423,,0.004505408,,0.04797715,,0.2242003,,0.09674123,,0.02063423,,0.00462842,,0.001173403,,0.04648682,,5.78539E-06,,0.001297247,,0.1199051,,0.001018112,,0.0007885464,,9.589105E-05,,
98,0.02218882,,0.001970661,,0.004586678,,0.04799465,,0.224818,,0.09762264,,0.02090202,,0.004682969,,0.001178099,,0.04654333,,5.721751E-06,,0.001300891,,0.1211544,,0.001019172,,0.0007993247,,9.669686E-05,,
99,0.02219043,,0.001991315,,0.004669745,,0.04801278,,0.225382,,0.09839974,,0.02115215,,0.004735898,,0.001182909,,0.04659673,,5.656799E-06,,0.00130291,,0.1223773,,0.001019612,,0.0008085732,,9.748076E-05,,
100,0.022192,,0.002012366,,0.004754531,,0.0480325,,0.2258785,,0.09908576,,0.02138629,,0.004788247,,0.001187841,,0.04664689,,5.591848E-06,,0.001303468,,0.1235723,,0.001019559,,0.0008161422,,9.824525E-05,,
101,0.02219353,,0.002033795,,0.004840968,,0.0480541,,0.2262996,,0.09969099,,0.02160638,,0.004840699,,0.001192913,,0.04669368,,5.528248E-06,,0.001302709,,0.1247383,,0.001019157,,0.0008218719,,9.899391E-05,,
102,0.02219501,0.0222,0.002055587,0.00207,0.004928988,0.00675,0.04807734,0.03622047,0.2266422,0.2096818,0.1002233,0.08228867,0.02181471,0.01370678,0.00489364,0.00550231,0.001198152,0.000828459,0.046737,0.0325,5.467359E-06,1.12E-05,0.001300766,0.000874,0.1258741,0.108,0.001018562,0.001291414,0.0008255789,0.0005670511,9.973105E-05,7.820228E-05,
