EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/3/2022 11:26:23 AM"
ModelName,"NWACS AM 7ages"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FIB

year,value
1985,0.05785567
1986,0.01494096
1987,0.03276304
1988,0.05421267
1989,0.05844629
1990,0.03937972
1991,0.03401585
1992,0.01297682
1993,0.008540854
1994,0.006224121
1995,0.01933803
1996,0.009525696
1997,0.0168859
1998,0.02633295
1999,0.01021767
2000,0.0004615343
2001,0.008529857
2002,0.004390453
2003,0.004234856
2004,0.005989046
2005,0.008347758
2006,0.006555232
2007,0.003429219
2008,-0.001935931
2009,0.00290969
2010,0.004652548
2011,0.0004546439
2012,-0.004017669
2013,-0.005256424
2014,-0.0001757906
2015,0.004560925
2016,0.001133687
2017,-0.003781688
