EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:27:35 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FIB

year,value
1985,0.01841186
1986,-0.001188029
1987,-0.004106719
1988,-0.004810941
1989,-0.004043332
1990,-0.005146063
1991,-0.00622948
1992,-0.007438016
1993,-0.007650278
1994,-0.007753566
1995,-0.007351832
1996,-0.007640932
1997,-0.007402917
1998,-0.007159753
1999,-0.007621981
2000,-0.0079077
2001,-0.007671061
2002,-0.007798061
2003,-0.007729431
2004,-0.00764692
2005,-0.007565393
2006,-0.007569627
2007,-0.007654851
2008,-0.007828758
2009,-0.007481433
2010,-0.007723214
2011,-0.007802483
2012,-0.007916213
2013,-0.007984398
2014,-0.007832759
2015,-0.007669372
2016,-0.007738953
2017,-0.01184012
