EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:27:35 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

year,fleet,group,value
1985,1,1,1.657716E-06
1985,3,11,0.005140377
1986,1,1,1.786063E-06
1986,3,11,0.00332287
1987,1,1,1.857514E-06
1987,3,11,0.003433695
1988,1,1,1.940099E-06
1988,3,11,0.004114471
1989,1,1,2.014414E-06
1989,3,11,0.005334772
1990,1,1,2.040177E-06
1990,3,11,0.01656348
1991,1,1,2.124305E-06
1991,3,11,0.01378446
1992,1,1,2.140002E-06
1992,3,11,0.01795959
1993,1,1,2.058029E-06
1993,3,11,0.02212394
1994,1,1,1.898722E-06
1994,3,11,0.0207403
1995,1,1,1.690374E-06
1995,3,11,0.02350818
1996,1,1,1.46508E-06
1996,3,11,0.02764624
1997,1,1,1.279209E-06
1997,3,11,0.01905491
1998,1,1,1.159817E-06
1998,3,11,0.02221991
1999,1,1,1.093455E-06
1999,3,11,0.01756972
2000,1,1,1.118672E-06
2000,3,11,0.01240538
2001,1,1,1.256472E-06
2001,3,11,0.006837783
2002,1,1,1.438925E-06
2002,3,11,0.006476403
2003,1,1,1.580055E-06
2003,3,11,0.003171128
2004,1,1,1.674255E-06
2004,3,11,0.003791035
2005,1,1,1.709034E-06
2005,3,11,0.003799939
2006,1,1,1.709822E-06
2006,3,11,0.004799463
2007,1,1,1.6785E-06
2007,3,11,0.006008167
2008,1,1,1.62377E-06
2008,3,11,0.006037427
2009,1,1,1.562492E-06
2009,3,11,0.005616386
2010,1,1,1.509329E-06
2010,3,11,0.005596243
2011,1,1,1.473202E-06
2011,3,11,0.009779076
2012,1,1,1.49482E-06
2012,3,11,0.01089573
2013,1,1,1.523637E-06
2013,3,11,0.007415507
2014,1,1,1.545024E-06
2014,3,11,0.01079649
2015,1,1,1.540978E-06
2015,3,11,0.008733143
2016,1,1,1.530856E-06
2016,3,11,0.01219072
2017,1,1,1.500521E-06
2017,3,11,0.01109496
