EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:27:34 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TL

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,3.355627,3.565851,3.845158,1,2.748452,2.748452,2.914141,2.914141,2.914141,2.914141,3.448393,4.003404,3.953419,3.671438,3.730716,3.37037,3.370452,3.06608,2.180636,2.382345,1,1
1986,3.364236,3.597066,3.896035,1,2.751686,2.751686,2.917455,2.917455,2.917455,2.917455,3.473836,4.014521,3.99183,3.688509,3.751084,3.374297,3.374174,3.068998,2.180903,2.384648,1,1
1987,3.377326,3.622748,3.926324,1,2.754011,2.754011,2.919837,2.919837,2.919837,2.919837,3.502374,4.025157,4.014576,3.716909,3.778883,3.37814,3.378189,3.071076,2.181002,2.386304,1,1
1988,3.394051,3.652309,3.947134,1,2.754756,2.754756,2.920598,2.920598,2.920598,2.920598,3.527038,4.033454,4.034093,3.743782,3.806221,3.381989,3.381769,3.07171,2.180925,2.386826,1,1
1989,3.400918,3.66539,3.957172,1,2.754806,2.754806,2.920648,2.920648,2.920648,2.920648,3.546492,4.036473,4.041838,3.755424,3.816281,3.383881,3.38352,3.071723,2.180778,2.386857,1,1
1990,3.398626,3.6648,3.96101,1,2.75525,2.75525,2.921103,2.921103,2.921103,2.921103,3.561794,4.036265,4.046885,3.752065,3.812514,3.384227,3.383943,3.072109,2.180727,2.387175,1,1
1991,3.394571,3.662771,3.964703,1,2.755828,2.755828,2.921696,2.921696,2.921696,2.921696,3.574758,4.035603,4.052182,3.745552,3.807992,3.384524,3.384241,3.072624,2.180726,2.387589,1,1
1992,3.392465,3.661082,3.965909,1,2.756116,2.756116,2.921991,2.921991,2.921991,2.921991,3.581743,4.035024,4.055417,3.743111,3.805536,3.384699,3.384405,3.072877,2.180716,2.387794,1,1
1993,3.391487,3.659308,3.965472,1,2.756174,2.756174,2.92205,2.92205,2.92205,2.92205,3.587176,4.034024,4.05864,3.740129,3.802542,3.384641,3.384355,3.072926,2.180707,2.387834,1,1
1994,3.389763,3.655892,3.964293,1,2.75623,2.75623,2.922106,2.922106,2.922106,2.922106,3.59186,4.032541,4.059412,3.73425,3.797441,3.384355,3.384078,3.072978,2.180724,2.387874,1,1
1995,3.387634,3.649417,3.959502,1,2.756296,2.756296,2.922175,2.922175,2.922175,2.922175,3.584129,4.030753,4.055682,3.728341,3.791985,3.383736,3.383422,3.073045,2.180768,2.387922,1,1
1996,3.384812,3.642968,3.954421,1,2.756346,2.756346,2.922225,2.922225,2.922225,2.922225,3.578116,4.028683,4.05155,3.722188,3.786125,3.382998,3.3827,3.073102,2.180838,2.387958,1,1
1997,3.383616,3.640638,3.952635,1,2.75641,2.75641,2.922291,2.922291,2.922291,2.922291,3.57701,4.027606,4.050271,3.719644,3.78336,3.382787,3.382467,3.073174,2.180918,2.388004,1,1
1998,3.384476,3.642411,3.953495,1,2.756497,2.756497,2.922381,2.922381,2.922381,2.922381,3.578051,4.027561,4.051939,3.720241,3.784013,3.382923,3.382579,3.073264,2.180989,2.388067,1,1
1999,3.383466,3.641918,3.953499,1,2.756539,2.756539,2.922424,2.922424,2.922424,2.922424,3.577456,4.027001,4.049825,3.719022,3.78253,3.382827,3.382468,3.073313,2.181041,2.388098,1,1
2000,3.380692,3.640401,3.953696,1,2.756546,2.756546,2.922431,2.922431,2.922431,2.922431,3.578313,4.025886,4.04992,3.716194,3.77942,3.382531,3.382211,3.073325,2.181074,2.388104,1,1
2001,3.378114,3.638201,3.953538,1,2.756542,2.756543,2.922427,2.922427,2.922427,2.922427,3.57501,4.025175,4.048728,3.714329,3.7769,3.382332,3.381985,3.073324,2.181083,2.388102,1,1
2002,3.376254,3.636348,3.953222,1,2.756514,2.756514,2.922398,2.922398,2.922398,2.922398,3.571799,4.024808,4.048219,3.712502,3.775366,3.381978,3.381697,3.073295,2.181065,2.388081,1,1
2003,3.372338,3.62956,3.951475,1,2.756483,2.756483,2.922366,2.922366,2.922366,2.922366,3.565968,4.023267,4.047036,3.707578,3.770106,3.381473,3.381172,3.073261,2.181031,2.388059,1,1
2004,3.36909,3.622464,3.948409,1,2.756486,2.756486,2.92237,2.92237,2.92237,2.92237,3.557718,4.021954,4.043374,3.70245,3.765254,3.380853,3.380569,3.073259,2.181003,2.388061,1,1
2005,3.367718,3.618559,3.946644,1,2.756482,2.756482,2.922366,2.922366,2.922366,2.922366,3.552091,4.02137,4.040385,3.699786,3.763083,3.380517,3.380231,3.073252,2.180982,2.388058,1,1
2006,3.367251,3.615382,3.942928,1,2.756486,2.756486,2.922369,2.922369,2.922369,2.922369,3.54289,4.021104,4.037489,3.698956,3.762277,3.379997,3.379809,3.073252,2.180972,2.38806,1,1
2007,3.367789,3.614339,3.941378,1,2.756491,2.75649,2.922374,2.922374,2.922374,2.922374,3.53652,4.021281,4.036481,3.699957,3.763074,3.380018,3.379754,3.073258,2.180977,2.388064,1,1
2008,3.368732,3.614884,3.941055,1,2.756479,2.756479,2.922363,2.922363,2.922363,2.922363,3.534124,4.021625,4.036382,3.701556,3.764368,3.380072,3.379801,3.073249,2.180982,2.388056,1,1
2009,3.369275,3.612499,3.936116,1,2.75645,2.75645,2.922333,2.922333,2.922333,2.922333,3.521409,4.021724,4.032254,3.701817,3.76491,3.379862,3.379511,3.073225,2.18099,2.388036,1,1
2010,3.369544,3.61426,3.937631,1,2.756415,2.756415,2.922297,2.922297,2.922297,2.922297,3.527258,4.021744,4.032933,3.701761,3.76497,3.379758,3.379539,3.073196,2.181006,2.38801,1,1
2011,3.370805,3.619234,3.942847,1,2.756347,2.756347,2.922228,2.922228,2.922228,2.922228,3.539776,4.022241,4.036474,3.702828,3.766609,3.380228,3.379994,3.073134,2.180992,2.387962,1,1
2012,3.371507,3.621548,3.94439,1,2.756303,2.756303,2.922182,2.922182,2.922182,2.922182,3.543356,4.022584,4.036954,3.703539,3.767708,3.3804,3.380156,3.073092,2.180976,2.387931,1,1
2013,3.371433,3.622401,3.945204,1,2.756248,2.756248,2.922127,2.922126,2.922127,2.922126,3.545554,4.022535,4.038443,3.703671,3.767751,3.38032,3.380139,3.073041,2.180961,2.387892,1,1
2014,3.370368,3.62154,3.946009,1,2.756174,2.756174,2.92205,2.92205,2.92205,2.92205,3.547709,4.021963,4.0392,3.702068,3.766177,3.380267,3.380065,3.072972,2.180946,2.387838,1,1
2015,3.368938,3.620059,3.946641,1,2.756119,2.756119,2.921994,2.921994,2.921994,2.921994,3.549523,4.021083,4.042595,3.699635,3.763899,3.380187,3.379953,3.072922,2.180936,2.387799,1,1
2016,3.367835,3.617728,3.94574,1,2.756104,2.756104,2.921979,2.921979,2.921979,2.921979,3.547586,4.020555,4.039132,3.69785,3.762097,3.379996,3.37976,3.072908,2.180935,2.387788,1,1
2017,3.370776,3.61693,3.923989,2.588331,2.754214,2.754214,2.920041,2.920041,2.920041,2.920041,3.542577,4.016892,4.021566,3.697813,3.760656,3.378788,3.378545,3.071188,2.180787,2.386427,1,1
