"S/R plot"
"striped bass 0 (striped bass 6+)"
x,1,1.05729973316193,1.11902499198914,1.25080561637878,1.26760196685791,1.45824503898621,1.6511572599411,1.80000030994415,1.89401745796204,1.94618630409241,1.93556654453278,1.89937698841095,1.92608785629272,1.90017771720886,1.76037728786469,1.59646725654602,1.51956224441528,1.41751611232758,1.34485983848572,1.24792218208313,1.17998600006104,1.12213289737701,1.08462929725647,1.05368089675903,1.04963183403015,1.01771211624146,1.05764746665955,1.07606220245361,1.095951795578,1.07022154331207,1.04407751560211,1.00768935680389
y,1.15363097190857,1.24256694316864,1.27496027946472,1.34369885921478,1.3468759059906,1.38308441638947,1.44430756568909,1.43839693069458,1.36634397506714,1.25051081180573,1.1026200056076,0.953916788101196,0.849965214729309,0.779866576194763,0.746305108070374,0.791439890861511,0.911862254142761,1.01994919776917,1.10457134246826,1.14820384979248,1.16273486614227,1.15596985816956,1.13117682933807,1.08863306045532,1.05418133735657,1.01373398303986,1.00741446018219,1.02674376964569,1.04817926883698,1.05361783504486,1.04946863651276,1.04670631885529
"striped bass 2-5 (striped bass 6+)"
x,1,1.05729973316193,1.11902499198914,1.25080561637878,1.26760196685791,1.45824503898621,1.6511572599411,1.80000030994415,1.89401745796204,1.94618630409241,1.93556654453278,1.89937698841095,1.92608785629272,1.90017771720886,1.76037728786469,1.59646725654602,1.51956224441528,1.41751611232758,1.34485983848572,1.24792218208313,1.17998600006104,1.12213289737701,1.08462929725647,1.05368089675903,1.04963183403015,1.01771211624146,1.05764746665955,1.07606220245361
y,1.40388476848602,1.54625678062439,1.5765153169632,1.62660539150238,1.58636713027954,1.60781002044678,1.66105592250824,1.64783680438995,1.59814608097076,1.51448476314545,1.36664235591888,1.20088303089142,1.07788622379303,0.968273460865021,0.890310823917389,0.904935717582703,0.989638566970825,1.05412888526917,1.11323630809784,1.13533341884613,1.14374363422394,1.14090073108673,1.12732744216919,1.1038955450058,1.07483839988708,1.03340327739716,1.01914846897125,1.02555549144745
"menhaden 0 (menhaden 6+)"
x,1,0.956194937229156,1.01089406013489,0.993770778179169,0.959583222866058,0.944850027561188,0.728900909423828,0.500803172588348,0.394763737916946,0.398942291736603,0.421696335077286,0.421595335006714,0.419714748859406,0.41655644774437,0.408325105905533,0.407182574272156,0.406550675630569,0.396325409412384,0.399767696857452,0.420248448848724,0.430827915668488,0.428072869777679,0.424698650836945,0.416170239448547,0.408078372478485,0.413872867822647,0.430576860904694,0.444463700056076,0.44456735253334,0.450389266014099,0.474589020013809,0.503419816493988,0.510839939117432
y,0.151950314640999,1.69028454427567E-11,5.34616008447426E-22,1.54499583104801E-27,1.59252547095956E-27,1.55316379623866E-27,1.51137179052093E-27,1.52343793421551E-27,1.52218694642014E-27,1.51018291396626E-27,1.51700330597482E-27,1.52518311563462E-27,1.51322058697105E-27,1.5199338009782E-27,1.52427600263081E-27,1.5083668583252E-27,1.50696247020976E-27,1.51626711925358E-27,1.51187484342241E-27,1.51121646427092E-27,1.51757058863994E-27,1.52027825354875E-27,1.51583243686513E-27,1.50849888082289E-27,1.50832968787728E-27,1.51736249190945E-27,1.51955728167407E-27,1.50912153397391E-27,1.50414319766066E-27,1.51129253850372E-27,1.52076975087056E-27,1.51879461341609E-27,0.435519397258759
"menhaden 1 (menhaden 6+)"
