"S/R plot"
x,1,0.956194937229156,1.01089406013489,0.993770778179169,0.959583222866058,0.944850027561188,0.728900909423828,0.500803172588348,0.394763737916946,0.398942291736603,0.421696335077286,0.421595335006714,0.419714748859406,0.41655644774437,0.408325105905533,0.407182574272156,0.406550675630569,0.396325409412384,0.399767696857452,0.420248448848724,0.430827915668488,0.428072869777679,0.424698650836945,0.416170239448547,0.408078372478485,0.413872867822647,0.430576860904694,0.444463700056076,0.44456735253334,0.450389266014099,0.474589020013809,0.503419816493988
y,0.704846799373627,0.327144950628281,0.342797368764877,0.40635484457016,0.359735101461411,0.283562183380127,0.25935772061348,0.261573314666748,0.253606587648392,0.249305918812752,0.253936618566513,0.247966587543488,0.240050181746483,0.241611689329147,0.238681256771088,0.23454974591732,0.240280821919441,0.245121881365776,0.244707480072975,0.248283848166466,0.251573801040649,0.251200586557388,0.24831135571003,0.249697133898735,0.255681753158569,0.26189461350441,0.260895520448685,0.260322004556656,0.267355293035507,0.277105867862701,0.280216991901398,0.271707594394684
"menhaden 2 (menhaden 6+)"
x,1,0.956194937229156,1.01089406013489,0.993770778179169,0.959583222866058,0.944850027561188,0.728900909423828,0.500803172588348,0.394763737916946,0.398942291736603,0.421696335077286,0.421595335006714,0.419714748859406,0.41655644774437,0.408325105905533,0.407182574272156,0.406550675630569,0.396325409412384,0.399767696857452,0.420248448848724,0.430827915668488,0.428072869777679,0.424698650836945,0.416170239448547,0.408078372478485,0.413872867822647,0.430576860904694,0.444463700056076,0.44456735253334,0.450389266014099,0.474589020013809
y,0.71504533290863,0.307409912347794,0.305403351783752,0.37516850233078,0.347468167543411,0.293635815382004,0.286065518856049,0.293592721223831,0.278894573450089,0.274030596017838,0.276894450187683,0.256969451904297,0.25478321313858,0.276405781507492,0.273844331502914,0.26598909497261,0.274136453866959,0.27743524312973,0.272040575742722,0.276839643716812,0.286517679691315,0.294532299041748,0.291342824697495,0.285111457109451,0.293515145778656,0.310742378234863,0.315821051597595,0.310170710086823,0.308606117963791,0.320323199033737,0.334431409835815
"menhaden 3 (menhaden 6+)"
x,1,0.956194937229156,1.01089406013489,0.993770778179169,0.959583222866058,0.944850027561188,0.728900909423828,0.500803172588348,0.394763737916946,0.398942291736603,0.421696335077286,0.421595335006714,0.419714748859406,0.41655644774437,0.408325105905533,0.407182574272156,0.406550675630569,0.396325409412384,0.399767696857452,0.420248448848724,0.430827915668488,0.428072869777679,0.424698650836945,0.416170239448547,0.408078372478485,0.413872867822647,0.430576860904694,0.444463700056076,0.44456735253334,0.450389266014099
y,0.585383892059326,0.227127149701118,0.222055271267891,0.290462017059326,0.292039602994919,0.268171370029449,0.274941474199295,0.27142721414566,0.256553828716278,0.257329344749451,0.252628326416016,0.239376157522202,0.247098982334137,0.267242699861526,0.266231626272202,0.263917595148087,0.268837720155716,0.268518269062042,0.257360547780991,0.26096972823143,0.279513448476791,0.292784601449966,0.283373415470123,0.273197591304779,0.288523942232132,0.314084887504578,0.313762664794922,0.294125974178314,0.288055598735809,0.308412581682205
"menhaden 4 (menhaden 6+)"
x,1,0.956194937229156,1.01089406013489,0.993770778179169,0.959583222866058,0.944850027561188,0.728900909423828,0.500803172588348,0.394763737916946,0.398942291736603,0.421696335077286,0.421595335006714,0.419714748859406,0.41655644774437,0.408325105905533,0.407182574272156,0.406550675630569,0.396325409412384,0.399767696857452,0.420248448848724,0.430827915668488,0.428072869777679,0.424698650836945,0.416170239448547,0.408078372478485,0.413872867822647,0.430576860904694,0.444463700056076,0.44456735253334
y,0.596434056758881,0.219914183020592,0.226852491497993,0.316361576318741,0.338118195533752,0.325236916542053,0.321282237768173,0.315677314996719,0.307143360376358,0.305887967348099,0.303923606872559,0.290200799703598,0.298290103673935,0.325755089521408,0.330937504768372,0.324885100126266,0.325436443090439,0.313766002655029,0.29860058426857,0.311992943286896,0.340483129024506,0.350700080394745,0.334262877702713,0.328494995832443,0.359815090894699,0.392098009586334,0.381903797388077,0.356453984975815,0.356260269880295
"menhaden 5 (menhaden 6+)"
x,1,0.956194937229156,1.01089406013489,0.993770778179169,0.959583222866058,0.944850027561188,0.728900909423828,0.500803172588348,0.394763737916946,0.398942291736603,0.421696335077286,0.421595335006714,0.419714748859406,0.41655644774437,0.408325105905533,0.407182574272156,0.406550675630569,0.396325409412384,0.399767696857452,0.420248448848724,0.430827915668488,0.428072869777679,0.424698650836945,0.416170239448547,0.408078372478485,0.413872867822647,0.430576860904694,0.444463700056076
y,0.557769119739532,0.215085968375206,0.234609752893448,0.34388142824173,0.383019596338272,0.362612903118134,0.357034206390381,0.357505738735199,0.347784370183945,0.348606616258621,0.346438825130463,0.330205380916595,0.341451615095139,0.376444876194,0.380132764577866,0.368949919939041,0.361166477203369,0.348457723855972,0.338729470968246,0.356927067041397,0.384748071432114,0.393448084592819,0.380223482847214,0.384106069803238,0.423142820596695,0.456855982542038,0.446335107088089,0.42039567232132
"bluefish juv (bluefish adult)"
x,1,0.801629245281219,0.450138837099075,0.277950078248978,0.205807074904442,0.253194779157639,0.275215566158295,0.280389368534088,0.286567956209183,0.305904477834702,0.329672157764435,0.38213187456131,0.410430729389191,0.402020037174225,0.426941633224487,0.4845230281353,0.504364490509033,0.49260225892067,0.547698259353638,0.565421581268311,0.558005213737488,0.565160930156708,0.555721163749695,0.538460433483124,0.533505380153656,0.539365828037262,0.519038200378418,0.525953888893127,0.540978789329529,0.568429708480835,0.602608442306519,0.591126322746277,0.6224445104599
y,0.687625169754028,0.652628540992737,0.427204549312592,0.583184480667114,0.721566796302795,0.623988211154938,0.598246514797211,0.635957419872284,0.819530308246613,0.862707018852234,0.893416583538055,0.887821018695831,0.883408188819885,1.00532162189484,1.00262832641602,1.03790724277496,1.04156029224396,1.07139587402344,1.12404549121857,1.06920647621155,0.996674537658691,0.983074426651001,1.03248775005341,1.07208001613617,1.08845043182373,1.01583433151245,0.941003739833832,0.870968639850616,0.877863109111786,0.881456851959229,0.99973464012146,0.930947184562683,0.831175029277802
"weakfish juv (weakfish adult)"
x,1,0.990241527557373,0.961610317230225,1.07200050354004,1.02978277206421,1.12155616283417,1.29350328445435,1.24593687057495,1.23697912693024,1.35863089561462,1.40495657920837,1.41034328937531,1.33133256435394,1.24300146102905,1.16832709312439,1.07079064846039,0.979826629161835,1.02995526790619,1.00136172771454,1.04974174499512,1.13876438140869,1.14235532283783,1.10130906105042,1.05076229572296,1.10288727283478,1.12190461158752,1.21641778945923,1.29219174385071,1.26793658733368,1.26753306388855,1.29533183574677,1.27949440479279,1.28314673900604
y,0.996157288551331,1.03721952438354,1.15507280826569,1.3254052400589,1.36559045314789,1.3224538564682,1.33574104309082,1.32301962375641,1.31016623973846,1.28877007961273,1.26004779338837,1.22755908966064,1.20731925964355,1.22986662387848,1.22454810142517,1.21237635612488,1.18321228027344,1.18035650253296,1.13485264778137,1.1050614118576,1.09903979301453,1.093621134758,1.09512937068939,1.09246325492859,1.10323464870453,1.10353004932404,1.12550830841064,1.13938927650452,1.13914716243744,1.13004577159882,1.11851012706757,1.10785639286041,1.12230479717255
"Atlantic herring 0-1 (Atlantic herring 2+)"
x,1,1.08945858478546,1.22598028182983,1.387335896492,1.47133922576904,1.56266629695892,1.66257429122925,1.72414040565491,1.74928963184357,1.78065407276154,1.80500876903534,1.71215438842773,1.70411646366119,1.69337844848633,1.69963991641998,1.68326783180237,1.70483553409576,1.66613709926605,1.66743278503418,1.62188625335693,1.58348560333252,1.5609884262085,1.50615906715393,1.47690331935883,1.47198283672333,1.35659790039063,1.49141132831573,1.52841746807098,1.53606498241425,1.55639016628265,1.56401944160461,1.57457745075226,1.5502622127533
y,0.972226977348328,1.16760396957397,1.11836528778076,1.28115153312683,1.34888243675232,1.3419417142868,1.33571863174438,1.33385026454926,1.32994210720062,1.32452082633972,1.31510770320892,1.31651973724365,1.32115459442139,1.3333203792572,1.33388388156891,1.32758891582489,1.32708358764648,1.30756640434265,1.30744242668152,1.29556405544281,1.29725575447083,1.24548506736755,1.2824866771698,1.28396451473236,1.29813349246979,1.28379595279694,1.29010486602783,1.29023122787476,1.26424145698547,1.27375388145447,1.28416955471039,1.27754521369934,1.27528023719788
