EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:27:34 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,FeedingTime

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,1.04284,1,1,2,1,1,1,1,1,1,1,0.9043343,1,1.003559,1,0.9856749,1,1,1,1,1,1
1986,1.144012,1,1,2,1,1,1,1,1,1,1,0.756371,1,0.9868979,1,1.135035,1,1,1,1,1,1
1987,1.193123,1,1,2,1,1,1,1,1,1,1,0.5810236,1,0.9598487,1,1.166849,1,1,1,1,1,1
1988,1.220879,1,1,2,1,1,1,1,1,1,1,0.4676487,1,0.9683893,1,1.345392,1,1,1,1,1,1
1989,1.254595,1,1,2,1,1,1,1,1,1,1,0.4062771,1,0.9320558,1,1.506192,1,1,1,1,1,1
1990,1.28995,1,1,2,1,1,1,1,1,1,1,0.4038772,1,0.9546978,1,1.524734,1,1,1,1,1,1
1991,1.38935,1,1,2,1,1,1,1,1,1,1,0.42609,1,1.036117,1,1.586279,1,1,1,1,1,1
1992,1.430701,1,1,2,1,1,1,1,1,1,1,0.4399877,1,1.036551,1,1.624709,1,1,1,1,1,1
1993,1.342491,1,1,2,1,1,1,1,1,1,1,0.446375,1,1.04598,1,1.645469,1,1,1,1,1,1
1994,1.192191,1,1,2,1,1,1,1,1,1,1,0.4538116,1,1.100497,1,1.664109,1,1,1,1,1,1
1995,1.042196,1,1,2,1,1,1,1,1,1,1,0.4678239,1,1.130275,1,1.658011,1,1,1,1,1,1
1996,0.9205605,1,1,2,1,1,1,1,1,1,1,0.499183,1,1.137028,1,1.611735,1,1,1,1,1,1
1997,0.8418556,1,1,2,1,1,1,1,1,1,1,0.5199735,1,1.106163,1,1.618498,1,1,1,1,1,1
1998,0.7970231,1,1,2,1,1,1,1,1,1,1,0.5257304,1,1.081731,1,1.626189,1,1,1,1,1,1
1999,0.7765262,1,1,2,1,1,1,1,1,1,1,0.5348812,1,1.050633,1,1.632866,1,1,1,1,1,1
2000,0.7901905,1,1,2,1,1,1,1,1,1,1,0.5580508,1,1.013629,1,1.613893,1,1,1,1,1,1
2001,0.8449063,1,1,2,1,1,1,1,1,1,1,0.5783223,1,0.9798239,1,1.620779,1,1,1,1,1,1
2002,0.9240077,1,1,2,1,1,1,1,1,1,1,0.5804135,1,0.9947066,1,1.576346,1,1,1,1,1,1
2003,1.001794,1,1,2,1,1,1,1,1,1,1,0.6142764,1,0.9832013,1,1.568822,1,1,1,1,1,1
2004,1.063882,1,1,2,1,1,1,1,1,1,1,0.6347759,1,1.005187,1,1.530351,1,1,1,1,1,1
2005,1.091481,1,1,2,1,1,1,1,1,1,1,0.6347033,1,1.040872,1,1.509465,1,1,1,1,1,1
2006,1.091929,1,1,2,1,1,1,1,1,1,1,0.644125,1,1.042849,1,1.434287,1,1,1,1,1,1
2007,1.069469,1,1,2,1,1,1,1,1,1,1,0.6480224,1,1.025446,1,1.433816,1,1,1,1,1,1
2008,1.031862,1,1,2,1,1,1,1,1,1,1,0.639389,1,1.005302,1,1.432231,1,1,1,1,1,1
2009,0.9937121,1,1,2,1,1,1,1,1,1,1,0.6303664,1,1.024794,1,1.424011,1,1,1,1,1,1
2010,0.9634509,1,1,2,1,1,1,1,1,1,1,0.6235439,1,1.038135,1,1.368811,1,1,1,1,1,1
2011,0.9457821,1,1,2,1,1,1,1,1,1,1,0.608975,1,1.083602,1,1.436124,1,1,1,1,1,1
2012,0.9548244,1,1,2,1,1,1,1,1,1,1,0.6102499,1,1.115928,1,1.453914,1,1,1,1,1,1
2013,0.9708297,1,1,2,1,1,1,1,1,1,1,0.622076,1,1.109644,1,1.437914,1,1,1,1,1,1
2014,0.9825887,1,1,2,1,1,1,1,1,1,1,0.6426561,1,1.110818,1,1.454397,1,1,1,1,1,1
2015,0.983121,1,1,2,1,1,1,1,1,1,1,0.6721339,1,1.120634,1,1.479435,1,1,1,1,1,1
2016,0.9785023,1,1,2,1,1,1,1,1,1,1,0.675204,1,1.11756,1,1.477738,1,1,1,1,1,1
2017,0.961791,1,1,0.8415332,1,1,1,1,1,1,1,0.6597965,1,1.122051,1,1.461938,1,1,1,1,1,1
