EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:27:35 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,KemptonsQ

year,value
1985,1.510841
1986,1.614791
1987,1.629759
1988,1.795162
1989,1.768547
1990,1.711795
1991,1.695357
1992,1.707261
1993,1.724993
1994,1.694898
1995,1.658986
1996,1.614686
1997,1.598583
1998,1.611685
1999,1.575974
2000,1.581489
2001,1.59516
2002,1.611483
2003,1.61964
2004,1.610764
2005,1.59885
2006,1.606031
2007,1.624758
2008,1.628118
2009,1.629691
2010,1.604077
2011,1.579117
2012,1.562796
2013,1.563348
2014,1.55329
2015,1.579806
2016,1.548022
2017,1.550402
