EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/9/2022 12:27:35 PM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,CatchFleetGroup

timestep,fleet,group,value
1,1,1,1.331875E-07
1,3,11,0.0004283373
2,1,1,1.341821E-07
2,3,11,0.0004283451
3,1,1,1.350003E-07
3,3,11,0.0004283458
4,1,1,1.358101E-07
4,3,11,0.0004283511
5,1,1,1.366566E-07
5,3,11,0.000428357
6,1,1,1.375445E-07
6,3,11,0.0004283625
7,1,1,1.384679E-07
7,3,11,0.0004283676
8,1,1,1.394189E-07
8,3,11,0.0004283724
9,1,1,1.403895E-07
9,3,11,0.0004283772
10,1,1,1.413713E-07
10,3,11,0.0004283819
11,1,1,1.423553E-07
11,3,11,0.0004283868
12,1,1,1.433318E-07
12,3,11,0.000428392
13,1,1,1.442961E-07
13,3,11,0.0002768641
14,1,1,1.452493E-07
14,3,11,0.0002768713
15,1,1,1.461831E-07
15,3,11,0.0002768788
16,1,1,1.470885E-07
16,3,11,0.0002768864
17,1,1,1.479569E-07
17,3,11,0.0002768942
18,1,1,1.487799E-07
18,3,11,0.0002769022
19,1,1,1.495496E-07
19,3,11,0.0002769101
20,1,1,1.502588E-07
20,3,11,0.000276918
21,1,1,1.509008E-07
21,3,11,0.0002769257
22,1,1,1.514699E-07
22,3,11,0.000276933
23,1,1,1.519607E-07
23,3,11,0.0002769397
24,1,1,1.523688E-07
24,3,11,0.0002769459
25,1,1,1.527405E-07
25,3,11,0.0002861179
26,1,1,1.530678E-07
26,3,11,0.0002861233
27,1,1,1.533911E-07
27,3,11,0.0002861282
28,1,1,1.537237E-07
28,3,11,0.0002861326
29,1,1,1.540718E-07
29,3,11,0.0002861366
30,1,1,1.5444E-07
30,3,11,0.0002861402
31,1,1,1.548326E-07
31,3,11,0.0002861437
32,1,1,1.552543E-07
32,3,11,0.0002861471
33,1,1,1.5571E-07
33,3,11,0.0002861505
34,1,1,1.562048E-07
34,3,11,0.0002861542
