"","x"
"1",1.58600202498602
"2",1.58600202498602
"3",1.58600202498602
"4",1.58600202498602
"5",1.58600202498602
"6",1.58600202498602
"7",1.58600202498602
"8",1.58600202498602
"9",1.58600202498602
"10",1.58600202498602
"11",1.58600202498602
"12",1.58600202498602
"13",0.971075353194471
"14",0.971075353194471
"15",0.971075353194471
"16",0.971075353194471
"17",0.971075353194471
"18",0.971075353194471
"19",0.971075353194471
"20",0.971075353194471
"21",0.971075353194471
"22",0.971075353194471
"23",0.971075353194471
"24",0.971075353194471
"25",0.865533326170261
"26",0.865533326170261
"27",0.865533326170261
"28",0.865533326170261
"29",0.865533326170261
"30",0.865533326170261
"31",0.865533326170261
"32",0.865533326170261
"33",0.865533326170261
"34",0.865533326170261
"35",0.865533326170261
"36",0.865533326170261
"37",1.6249497626313
"38",1.6249497626313
"39",1.6249497626313
"40",1.6249497626313
"41",1.6249497626313
"42",1.6249497626313
"43",1.6249497626313
"44",1.6249497626313
"45",1.6249497626313
"46",1.6249497626313
"47",1.6249497626313
"48",1.6249497626313
"49",0.990202322076
"50",0.990202322076
"51",0.990202322076
"52",0.990202322076
"53",0.990202322076
"54",0.990202322076
"55",0.990202322076
"56",0.990202322076
"57",0.990202322076
"58",0.990202322076
"59",0.990202322076
"60",0.990202322076
"61",1.62811434239442
"62",1.62811434239442
"63",1.62811434239442
"64",1.62811434239442
"65",1.62811434239442
"66",1.62811434239442
"67",1.62811434239442
"68",1.62811434239442
"69",1.62811434239442
"70",1.62811434239442
"71",1.62811434239442
"72",1.62811434239442
"73",1.71643557424294
"74",1.71643557424294
"75",1.71643557424294
"76",1.71643557424294
"77",1.71643557424294
"78",1.71643557424294
"79",1.71643557424294
"80",1.71643557424294
"81",1.71643557424294
"82",1.71643557424294
"83",1.71643557424294
"84",1.71643557424294
"85",1.33345684245104
"86",1.33345684245104
"87",1.33345684245104
"88",1.33345684245104
"89",1.33345684245104
"90",1.33345684245104
"91",1.33345684245104
"92",1.33345684245104
"93",1.33345684245104
"94",1.33345684245104
"95",1.33345684245104
"96",1.33345684245104
"97",1.11972688176227
"98",1.11972688176227
"99",1.11972688176227
"100",1.11972688176227
"101",1.11972688176227
"102",1.11972688176227
"103",1.11972688176227
"104",1.11972688176227
"105",1.11972688176227
"106",1.11972688176227
"107",1.11972688176227
"108",1.11972688176227
"109",1.43656335185537
"110",1.43656335185537
"111",1.43656335185537
"112",1.43656335185537
"113",1.43656335185537
"114",1.43656335185537
"115",1.43656335185537
"116",1.43656335185537
"117",1.43656335185537
"118",1.43656335185537
"119",1.43656335185537
"120",1.43656335185537
"121",0.852455304447065
"122",0.852455304447065
"123",0.852455304447065
"124",0.852455304447065
"125",0.852455304447065
"126",0.852455304447065
"127",0.852455304447065
"128",0.852455304447065
"129",0.852455304447065
"130",0.852455304447065
"131",0.852455304447065
"132",0.852455304447065
"133",0.753584593348069
"134",0.753584593348069
"135",0.753584593348069
"136",0.753584593348069
"137",0.753584593348069
"138",0.753584593348069
"139",0.753584593348069
"140",0.753584593348069
"141",0.753584593348069
"142",0.753584593348069
"143",0.753584593348069
"144",0.753584593348069
"145",0.745466710274795
"146",0.745466710274795
"147",0.745466710274795
"148",0.745466710274795
"149",0.745466710274795
"150",0.745466710274795
"151",0.745466710274795
"152",0.745466710274795
"153",0.745466710274795
"154",0.745466710274795
"155",0.745466710274795
"156",0.745466710274795
"157",1.30169101505941
"158",1.30169101505941
"159",1.30169101505941
"160",1.30169101505941
"161",1.30169101505941
"162",1.30169101505941
"163",1.30169101505941
"164",1.30169101505941
"165",1.30169101505941
"166",1.30169101505941
"167",1.30169101505941
"168",1.30169101505941
"169",0.961271665052639
"170",0.961271665052639
"171",0.961271665052639
"172",0.961271665052639
"173",0.961271665052639
"174",0.961271665052639
"175",0.961271665052639
"176",0.961271665052639
"177",0.961271665052639
"178",0.961271665052639
"179",0.961271665052639
"180",0.961271665052639
"181",0.672832275207703
"182",0.672832275207703
"183",0.672832275207703
"184",0.672832275207703
"185",0.672832275207703
"186",0.672832275207703
"187",0.672832275207703
"188",0.672832275207703
"189",0.672832275207703
"190",0.672832275207703
"191",0.672832275207703
"192",0.672832275207703
"193",0.937722271161359
"194",0.937722271161359
"195",0.937722271161359
"196",0.937722271161359
"197",0.937722271161359
"198",0.937722271161359
"199",0.937722271161359
"200",0.937722271161359
"201",0.937722271161359
"202",0.937722271161359
"203",0.937722271161359
"204",0.937722271161359
"205",1.01127754744149
"206",1.01127754744149
"207",1.01127754744149
"208",1.01127754744149
"209",1.01127754744149
"210",1.01127754744149
"211",1.01127754744149
"212",1.01127754744149
"213",1.01127754744149
"214",1.01127754744149
"215",1.01127754744149
"216",1.01127754744149
"217",0.822120089758515
"218",0.822120089758515
"219",0.822120089758515
"220",0.822120089758515
"221",0.822120089758515
"222",0.822120089758515
"223",0.822120089758515
"224",0.822120089758515
"225",0.822120089758515
"226",0.822120089758515
"227",0.822120089758515
"228",0.822120089758515
"229",0.771434199394737
"230",0.771434199394737
"231",0.771434199394737
"232",0.771434199394737
"233",0.771434199394737
"234",0.771434199394737
"235",0.771434199394737
"236",0.771434199394737
"237",0.771434199394737
"238",0.771434199394737
"239",0.771434199394737
"240",0.771434199394737
"241",1.30445717971459
"242",1.30445717971459
"243",1.30445717971459
"244",1.30445717971459
"245",1.30445717971459
"246",1.30445717971459
"247",1.30445717971459
"248",1.30445717971459
"249",1.30445717971459
"250",1.30445717971459
"251",1.30445717971459
"252",1.30445717971459
"253",1.21894264679081
"254",1.21894264679081
"255",1.21894264679081
"256",1.21894264679081
"257",1.21894264679081
"258",1.21894264679081
"259",1.21894264679081
"260",1.21894264679081
"261",1.21894264679081
"262",1.21894264679081
"263",1.21894264679081
"264",1.21894264679081
"265",0.762258303321198
"266",0.762258303321198
"267",0.762258303321198
"268",0.762258303321198
"269",0.762258303321198
"270",0.762258303321198
"271",0.762258303321198
"272",0.762258303321198
"273",0.762258303321198
"274",0.762258303321198
"275",0.762258303321198
"276",0.762258303321198
"277",1.14034266434588
"278",1.14034266434588
"279",1.14034266434588
"280",1.14034266434588
"281",1.14034266434588
"282",1.14034266434588
"283",1.14034266434588
"284",1.14034266434588
"285",1.14034266434588
"286",1.14034266434588
"287",1.14034266434588
"288",1.14034266434588
"289",1.0557077657435
"290",1.0557077657435
"291",1.0557077657435
"292",1.0557077657435
"293",1.0557077657435
"294",1.0557077657435
"295",1.0557077657435
"296",1.0557077657435
"297",1.0557077657435
"298",1.0557077657435
"299",1.0557077657435
"300",1.0557077657435
"301",2.00635070043543
"302",2.00635070043543
"303",2.00635070043543
"304",2.00635070043543
"305",2.00635070043543
