"","0","1","2","3","4","5","6"
"1985",0.005436241,0.06752375,0.1681429,0.04613868,0.03472481,0.008039044,0.004539933
"1986",0.002613981,0.03694161,0.1675308,0.04395798,0.005666759,0.003656303,0.0009904898
"1987",0.003007399,0.03206667,0.1826588,0.1134515,0.0187305,0.002501237,0.001608549
"1988",0.007681405,0.03513732,0.1496791,0.1119206,0.04151691,0.007461612,0.001414162
"1989",0.006727977,0.0847539,0.1286274,0.07458661,0.03909473,0.01742983,0.002986915
"1990",0.007601374,0.04758841,0.2806679,0.0590819,0.0200084,0.01219478,0.004182115
"1991",0.01211128,0.06835943,0.1796649,0.1313839,0.0146213,0.004585242,0.002765114
"1992",0.003099798,0.05795778,0.1697517,0.06731799,0.03116549,0.003982298,0.001562154
"1993",0.004895556,0.03622047,0.2096818,0.08228867,0.01370678,0.00550231,0.0008284587
"1994",0.003021779,0.0385211,0.133593,0.09540255,0.02242725,0.002571834,0.0005190126
"1995",0.001923861,0.05536883,0.1581742,0.1072056,0.0472564,0.01018794,0.0005975149
"1996",0.001122335,0.02333309,0.1976971,0.07009039,0.0267088,0.008186844,0.0008880297
"1997",0.002509313,0.02530458,0.1240076,0.1177372,0.02157502,0.00598491,0.0015367
"1998",0.01143725,0.03391346,0.1238408,0.07054224,0.03659395,0.005661868,0.002137576
"1999",0.003599449,0.05590659,0.08316008,0.04135975,0.01478165,0.006124056,0.001322541
"2000",0.0009684164,0.02357006,0.1193521,0.03903703,0.01331097,0.004148722,0.0008435283
"2001",0.0042329,0.02402406,0.1341849,0.0891225,0.01418901,0.003100134,0.0009793536
"2002",0.00273718,0.03411827,0.08388108,0.06136388,0.02607004,0.003206342,0.0006934922
"2003",0.003101269,0.03195978,0.1077479,0.03736742,0.0145495,0.00479495,0.0007955131
"2004",0.001492651,0.02550693,0.1144229,0.05366027,0.01397469,0.00497831,0.001278581
"2005",0.001003647,0.01830916,0.09635344,0.05632986,0.01534053,0.003511276,0.001882176
"2006",0.0008354616,0.02901851,0.0709911,0.05304249,0.0261129,0.005809216,0.0009817626
"2007",0.0006243957,0.02964466,0.1262488,0.03958522,0.01641686,0.005094514,0.0007851417
"2008",0.0007384297,0.01388602,0.09753968,0.06145553,0.01218385,0.003519871,0.0006946937
"2009",0.0008994656,0.02611244,0.07426434,0.05995686,0.01923867,0.002640641,0.0009723236
"2010",0.002144861,0.0316799,0.1132609,0.04557053,0.02679249,0.00649323,0.0009014698
"2011",0.001292764,0.04692223,0.09674361,0.06127319,0.01463799,0.006040501,0.0009468721
"2012",0.0005232127,0.01984166,0.1368012,0.04642762,0.01917976,0.002591382,0.0008040279
"2013",0.0004491826,0.01255667,0.06553813,0.07782613,0.01032183,0.001762436,0.0002351415
"2014",0.0006150824,0.01720493,0.06960387,0.05511026,0.02902323,0.001929638,0.000523104
"2015",0.001658804,0.02259361,0.09396116,0.04911814,0.01831294,0.004685491,0.0004534813
"2016",0.0009363286,0.0307357,0.08294153,0.05914958,0.01099587,0.002154995,0.0006411489
"2017",0.0001845962,0.01632647,0.09977549,0.04568835,0.0117678,0.0009549156,0.0004343351
