"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0.0111405982905983,0.0436666666666667,0.0721376222139715,NA,NA,NA,NA,NA,NA,NA,0.00075017094017094,NA,0.0249403846153846,NA,0.00972425781411289,NA,NA,NA,NA,NA
"2",0.00875940170940171,0.0343333333333333,0.0567188938018249,NA,NA,NA,NA,NA,NA,NA,0.00058982905982906,NA,0.0196096153846154,NA,0.00764579049506586,NA,NA,NA,NA,NA
"3",0,0.000282131661442006,0.0279715158576123,NA,NA,NA,NA,NA,NA,NA,0.000189028213166144,NA,0.00139655172413793,NA,0.000121302984871201,NA,NA,NA,NA,NA
"4",0,0.000253918495297806,0.0251743642718511,NA,NA,NA,NA,NA,NA,NA,0.00017012539184953,NA,0.00125689655172414,NA,0.000109172686384081,NA,NA,NA,NA,NA
"5",0,0.000238244514106583,0.0236203911686504,NA,NA,NA,NA,NA,NA,NA,0.000159623824451411,NA,0.00117931034482759,NA,0.000102433631669014,NA,NA,NA,NA,NA
"6",0,0.000225705329153605,0.0223772126860898,NA,NA,NA,NA,NA,NA,NA,0.000151222570532915,NA,0.00111724137931034,NA,9.70423878969606e-05,NA,NA,NA,NA,NA
