0,1,2,3,4,5,6
75.38462,7.921573,7.177157,2.619404,0.4901214,0.1868376,0.1651701
86.46115,7.975899,6.940102,2.488497,0.4661246,0.1801208,0.1705688
102.168,9.897974,8.115812,2.805632,0.5525312,0.2128872,0.1631649
95.28708,9.492613,8.205707,2.941943,0.5399421,0.2015062,0.1655583
86.60254,7.81396,6.811315,2.455671,0.4639645,0.1813352,0.1760706
233.4066,23.93848,17.06189,6.077303,1.263765,0.4929615,0.3439373
264.1632,23.86697,16.81044,6.156953,1.190974,0.454815,0.3469179
116.2736,10.51354,8.608711,3.042854,0.5566394,0.2083515,0.1708554
77.71732,7.287974,6.468597,2.357013,0.4508521,0.1794055,0.1791942
77.71732,7.287974,6.468597,2.357013,0.4508521,0.1794055,0.1791942
197.9759,20.43114,14.84035,5.293772,1.106034,0.4321554,0.3083365
193.769,16.65156,11.71507,4.08317,0.8371306,0.3309783,0.2530968
96.4164,9.93877,8.278199,2.872836,0.5681236,0.2172848,0.1631594
110.5409,9.046547,7.443016,2.613926,0.4847459,0.1862868,0.1715726
91.71648,9.52732,8.291455,2.980413,0.5481284,0.2027392,0.1629731
149.0494,11.62587,8.60281,2.868848,0.5629055,0.2194256,0.1749879
79.92626,7.346898,6.456956,2.351056,0.4495507,0.1788166,0.1828125
179.3135,14.58852,10.72289,3.792763,0.7150792,0.271581,0.222872
179.3135,14.58852,10.72289,3.792763,0.7150792,0.271581,0.222872
73.48373,7.477189,6.773917,2.468687,0.4663359,0.1823976,0.1733407
156.6404,14.93069,11.43831,4.172882,0.797203,0.3026203,0.2412743
257.5125,25.90096,18.07721,6.392443,1.33514,0.5168685,0.3603876
124.7441,11.09384,8.935677,3.144402,0.5789535,0.2153281,0.1764736
164.7398,15.08483,11.34225,4.090739,0.7795577,0.2952877,0.2351916
182.7077,18.14885,13.71604,5.050696,0.9777558,0.3729227,0.2880485
72.50735,7.454665,6.818478,2.48917,0.4710625,0.1825573,0.1733571
98.36895,10.03973,8.281192,2.873108,0.5681919,0.2173068,0.1631654
139.8234,11.22745,8.739205,3.028356,0.5541608,0.2071909,0.1733408
139.8234,11.22745,8.739205,3.028356,0.5541608,0.2071909,0.1733408
266.7153,24.97249,17.15681,6.045046,1.256035,0.4945699,0.3519153
74.73155,7.850088,7.113175,2.59143,0.4837947,0.1860639,0.1683468
230.0215,21.8751,15.69065,5.729378,1.100776,0.4141455,0.3091572
230.0215,21.8751,15.69065,5.729378,1.100776,0.4141455,0.3091572
118.9013,9.86284,8.005536,2.790466,0.5131276,0.1943035,0.1687041
70.73244,7.26609,6.643997,2.437675,0.4642457,0.1815459,0.1727913
83.96298,7.892311,6.946996,2.516024,0.4725144,0.1831532,0.1735371
117.2861,9.269406,7.476678,2.544468,0.4526267,0.1664064,0.1418224
119.7936,9.83632,7.985993,2.782438,0.5114413,0.1935947,0.1698104
119.7936,9.83632,7.985993,2.782438,0.5114413,0.1935947,0.1698104
104.1087,8.68281,7.216627,2.546507,0.4746675,0.1839114,0.173689
76.26782,8.18658,7.411935,2.693931,0.50135,0.189563,0.1635964
76.26782,8.18658,7.411935,2.693931,0.50135,0.189563,0.1635964
106.6341,9.187407,7.623033,2.690895,0.4963472,0.189278,0.1702338
106.6341,9.187407,7.623033,2.690895,0.4963472,0.189278,0.1702338
170.0182,16.70811,12.24322,4.338789,0.8951434,0.3520245,0.2614877
106.6954,10.13776,8.224781,2.819141,0.5556615,0.214152,0.1640951
106.6954,10.13776,8.224781,2.819141,0.5556615,0.214152,0.1640951
71.08852,7.775537,7.18207,2.623193,0.490793,0.1871125,0.1654717
103.8102,9.523221,8.02761,2.833442,0.5220975,0.1960939,0.1646875
71.81364,7.614718,6.96704,2.554946,0.4807554,0.1848238,0.1674651
82.16638,8.131143,7.225741,2.611302,0.4885871,0.186135,0.1681137
82.16638,8.131143,7.225741,2.611302,0.4885871,0.186135,0.1681137
88.97313,8.115669,7.009127,2.514708,0.4722249,0.182958,0.1732355
248.4709,24.96837,17.46303,6.224726,1.296366,0.5062165,0.353264
146.3097,11.29279,8.620048,2.950123,0.5373057,0.2000427,0.1671695
146.3097,11.29279,8.620048,2.950123,0.5373057,0.2000427,0.1671695
75.05193,7.033947,6.294928,2.304755,0.4435359,0.1780448,0.1868632
114.7,9.748335,8.002836,2.73186,0.4824915,0.173316,0.1378786
92.61361,7.969966,6.734032,2.399868,0.4461157,0.17317,0.166048
139.4311,11.69785,9.120211,3.183246,0.5877898,0.2189122,0.1813858
83.03957,8.222266,7.046187,2.488426,0.4926953,0.1944945,0.164379
96.17257,8.520898,7.218219,2.576201,0.4811032,0.1848182,0.1706355
279.3052,28.09816,19.57689,6.950595,1.447145,0.5626254,0.3844168
86.92614,7.763123,6.765364,2.435519,0.4594163,0.18123,0.1783791
79.63834,8.751536,7.889634,2.871678,0.5296741,0.1973216,0.1624847
282.5547,28.56486,20.76686,7.642874,1.486173,0.5563721,0.3946013
126.3119,10.07064,7.788026,2.614728,0.5171929,0.201438,0.1667115
222.9746,19.02476,13.48974,4.848433,0.9351027,0.3590697,0.2888197
228.5026,20.88384,14.49333,5.100673,1.06256,0.4183363,0.3073427
80.37923,7.259902,6.370761,2.294309,0.4312547,0.1702829,0.1697297
80.37923,7.259902,6.370761,2.294309,0.4312547,0.1702829,0.1697297
