0.08765586,0.6671836,-0.1257716,1.561992,-0.3327007,-0.6378978,-0.5585461,-0.3422612,-0.632757,-0.1138499,-0.1164855,0.1331729,-0.6833628,-0.372734,-0.2259566,-0.9387506,-0.1477321,-0.1994689,-0.009824082,0.3846668,0.7060291,0.3490896,0.3180501,-0.02121699,0.2152362,-0.1245653,0.2421609,-0.5742851,0.1332731,0.6258774,0.4142707,-0.1152944,-0.2265472,0.4228063,-0.04748178,0.3917006,0.470183,0.2473541,0.02135698,0.2305659,-0.264545,-0.383132,-0.3567312,0.1893012,-0.05228898,-0.3960933,-0.09551654,-0.01594945,-0.2245988,-0.2795602,0.2616951,0.1793145,-0.3315221,0.09632221,0.01060471,0.6139587,-0.01633571,-0.2687735,0.003409556,-0.02768193,0.4838715,0.3856026,-0.5864866
0.4194223,0.9219969,0.06402303,1.735753,-0.2224095,-0.5535534,-0.5377084,-0.3975372,-0.7752472,-0.3233974,-0.3772818,-0.1724839,-1.04015,-0.7312291,-0.5672845,-1.256328,-0.4842839,-0.5719363,-0.3454287,0.1906898,0.634534,0.3620188,0.4202945,0.1368599,0.4071956,0.04747967,0.4100005,-0.4524506,0.1949144,0.6221008,0.461815,-0.02746211,-0.1376822,0.4883045,-0.006536262,0.4890532,0.539027,0.2861069,0.1166752,0.3639049,-0.1577196,-0.2818295,-0.2922883,0.2623537,-0.0430328,-0.3968679,-0.06576048,0.007357738,-0.1985159,-0.2605955,0.2632586,0.1943296,-0.2734467,0.1303333,0.05361924,0.6971714,-0.0214372,-0.2815081,-0.01371609,-0.03578822,0.5571449,0.4778466,-0.6526883
0.4271108,0.9116795,0.05141584,1.714666,-0.2432331,-0.5705294,-0.5611278,-0.4029967,-0.7771001,-0.3316807,-0.3854716,-0.1725838,-1.037869,-0.7267358,-0.5564091,-1.24561,-0.4740504,-0.5728039,-0.3487584,0.1848874,0.6330474,0.36532,0.4242395,0.1517376,0.425136,0.06165528,0.4216262,-0.4397631,0.2012607,0.6258496,0.4671976,-0.01399518,-0.1314338,0.4917567,-0.006678979,0.4867352,0.5385176,0.2874835,0.1163174,0.3655462,-0.1551566,-0.2781538,-0.2924564,0.2607687,-0.04169205,-0.3985898,-0.0665738,0.006784239,-0.1984084,-0.2632974,0.2603167,0.1921579,-0.2743282,0.1302001,0.05308276,0.6952424,-0.02397672,-0.2834941,-0.01508018,-0.03898517,0.5530293,0.4772219,-0.6529667
0.4010471,0.9171943,0.06230171,1.742745,-0.2224661,-0.5620464,-0.5393154,-0.3821022,-0.7508315,-0.2804551,-0.3241004,-0.1143465,-0.9814386,-0.6777834,-0.5333995,-1.237081,-0.4580295,-0.5273318,-0.2960994,0.222318,0.6469248,0.3589338,0.4009445,0.1048392,0.3681622,0.008754977,0.3692297,-0.4896673,0.1799914,0.62827,0.4563149,-0.05156086,-0.1589695,0.4749603,-0.0302649,0.4311779,0.5234887,0.3112316,0.09577134,0.3239969,-0.1813247,-0.302983,-0.3005177,0.2285514,-0.02278854,-0.3826443,-0.06679742,0.02082985,-0.1927993,-0.2686737,0.2696302,0.1912515,-0.3160766,0.128892,0.03841737,0.6460794,0.003008798,-0.2387613,0.03714143,-0.01131039,0.5081825,0.44544,-0.6440561
0.3973116,0.9123967,0.05659406,1.735425,-0.2280554,-0.5666412,-0.5441585,-0.3902376,-0.7609292,-0.2933701,-0.3388353,-0.1307758,-0.9985892,-0.6947952,-0.5478778,-1.249421,-0.4709046,-0.5412009,-0.30951,0.2126557,0.6406722,0.3555083,0.3999873,0.1049633,0.3689974,0.0104472,0.3723854,-0.4867831,0.1772031,0.6221455,0.4557244,-0.04431771,-0.1553717,0.4782924,-0.00794717,0.4884958,0.5384036,0.2837994,0.1089319,0.355127,-0.1671272,-0.2914372,-0.2972647,0.262728,-0.04367516,-0.3943433,-0.0656792,0.009871396,-0.197525,-0.2570984,0.2677197,0.1997996,-0.2712943,0.1298792,0.05162101,0.6953796,-0.01934074,-0.2810385,-0.01262073,-0.02947691,0.5651846,0.4761203,-0.6461275
0.4318482,0.9228048,0.06627455,1.731261,-0.2211831,-0.5446716,-0.5369813,-0.4018288,-0.7788038,-0.3357816,-0.3916557,-0.1836927,-1.049615,-0.7382955,-0.5630045,-1.251262,-0.4780997,-0.5801322,-0.3562557,0.1815841,0.6309773,0.3646415,0.4271425,0.1530699,0.4249569,0.06209769,0.4246742,-0.4406207,0.1999905,0.6223688,0.465032,-0.01694405,-0.1315901,0.4914495,-0.01087265,0.4846452,0.5375331,0.2867833,0.1161169,0.3651992,-0.1554764,-0.2780035,-0.2934086,0.2593697,-0.04221544,-0.4010602,-0.06763106,0.005222143,-0.1998722,-0.2653061,0.2595112,0.1904536,-0.2759979,0.1289824,0.05367834,0.6954605,-0.02474176,-0.2842251,-0.01545933,-0.04061973,0.5502582,0.4770239,-0.6551023
0.1081078,0.6783271,-0.1178168,1.566458,-0.3280547,-0.6329506,-0.5576027,-0.345748,-0.6382356,-0.1237959,-0.1273779,0.1223362,-0.6944855,-0.3861052,-0.243308,-0.9544644,-0.1665551,-0.2181718,-0.02569915,0.3748944,0.7019274,0.3500623,0.3236183,-0.01185654,0.2255495,-0.116315,0.2489342,-0.5710453,0.1316161,0.6203423,0.412867,-0.1128437,-0.2240037,0.4236606,-0.04777734,0.3926934,0.4720436,0.2502611,0.02691721,0.2378022,-0.2572845,-0.3759975,-0.3519509,0.1926287,-0.04995255,-0.3946205,-0.09316539,-0.01403768,-0.2225421,-0.2787906,0.2617919,0.1799731,-0.3293148,0.09910019,0.01307473,0.6173841,-0.01509265,-0.2672285,0.004302177,-0.02808891,0.4846319,0.3881348,-0.5871613
0.1177826,0.6845175,-0.1136854,1.568819,-0.3279214,-0.6327175,-0.562545,-0.3543946,-0.6478668,-0.1346057,-0.1390413,0.1107705,-0.7086896,-0.4007827,-0.2564084,-0.9721968,-0.1778817,-0.2315794,-0.03527135,0.3695787,0.7005388,0.3514274,0.3266251,-0.007632173,0.2291234,-0.1143214,0.2527546,-0.5721955,0.1299149,0.6197246,0.4179538,-0.1016711,-0.2195392,0.427863,-0.03112698,0.4405503,0.4813408,0.2177967,0.03231416,0.2654192,-0.2482811,-0.3690094,-0.3550993,0.2234402,-0.07489712,-0.413886,-0.09749281,-0.02882706,-0.2316502,-0.2721344,0.2585054,0.1874436,-0.2887633,0.09697646,0.02507039,0.665066,-0.04252629,-0.3146681,-0.04696784,-0.04534717,0.5448256,0.4194266,-0.5939455
0.3881491,0.9045293,0.05106627,1.730036,-0.232081,-0.5701494,-0.5474326,-0.3885378,-0.754154,-0.2824084,-0.3237611,-0.1117613,-0.9778204,-0.6752757,-0.5315424,-1.238677,-0.4562385,-0.5243961,-0.2922298,0.2218749,0.6431106,0.3536018,0.3922285,0.09517908,0.3565955,-0.002503245,0.3591991,-0.4991997,0.1700338,0.6219201,0.4533836,-0.04866561,-0.1622508,0.4738697,-0.01097171,0.4854133,0.5365607,0.2819771,0.103983,0.3501223,-0.1717841,-0.2954998,-0.3011769,0.2609313,-0.04416837,-0.3951262,-0.06703365,0.009178049,-0.1982937,-0.2577955,0.267777,0.2000409,-0.271856,0.1282223,0.05007566,0.6930415,-0.02037418,-0.2828997,-0.01371173,-0.0291356,0.5654868,0.4743944,-0.6430703
0.4332958,0.9190315,0.06308549,1.724455,-0.2225225,-0.5407319,-0.5346453,-0.4038772,-0.7815821,-0.3447866,-0.4028239,-0.1947043,-1.057811,-0.7436247,-0.5602298,-1.241577,-0.470226,-0.5783242,-0.3582038,0.1807179,0.632678,0.3695741,0.435785,0.1655959,0.4394281,0.07681236,0.4403606,-0.425638,0.2073105,0.6217497,0.4664202,-0.01037803,-0.1248774,0.4944976,-0.01110365,0.4819726,0.5340911,0.2837598,0.1162938,0.3649051,-0.1547025,-0.2770727,-0.2943358,0.2561433,-0.04449554,-0.4040054,-0.07020102,0.0003421257,-0.2032994,-0.2690602,0.2552538,0.1853737,-0.2790188,0.1268348,0.05258503,0.6942094,-0.02795635,-0.287133,-0.0188441,-0.0461758,0.543618,0.4742869,-0.6564987
