SSB2017,R0
2832574,75.87087
2599610,74.73758
2007157,104.8121
2007157,104.8121
2688007,89.18915
2688007,89.18915
2688007,89.18915
2981077,91.73522
1907047,76.77373
3049832,85.65505
4640764,193.4704
3707127,128.8336
2865593,119.2961
3152320,75.9875
3136143,80.165
2802983,107.472
3525462,127.7514
3464037,112.0022
2755598,114.6552
2584859,84.70223
3215333,73.1832
6112589,233.9572
2594571,97.36566
6396813,200.986
2678518,86.95067
2381734,100.1243
2916590,77.70201
2172044,70.22054
2217344,74.80058
3628155,86.37375
2365769,75.09522
2136690,96.26645
3964777,139.9964
2231265,84.22519
11648940,350.1199
6064755,188.7333
2658630,87.32195
4957196,243.1909
3204284,92.70384
2578364,80.04001
3492642,104.4631
2286443,74.6068
8327077,281.3026
4272122,102.2972
4272122,102.2972
3550119,110.4855
3399851,89.22765
3322046,83.9991
3123494,75.39863
3123494,75.39863
2656275,108.3703
5724792,276.3706
2765135,104.8122
2765135,104.8122
2765135,104.8122
2765135,104.8122
2012562,83.25228
2463919,148.5708
2790026,71.35308
2414121,82.14223
2301971,80.83237
2573415,85.20314
3552902,134.1887
3939943,147.1272
2680446,92.95748
3435099,108.89
3252900,76.96322
1946650,97.27844
1946650,97.27844
3276271,99.3504
3124297,90.3458
4046311,117.7377
4046311,117.7377
2802292,113.8802
4377127,124.6956
2754052,111.1269
2141991,125.8252
4687212,147.9955
2520037,80.04004
7325325,267.4523
3218135,115.6488
3407068,88.31323
7352804,221.6399
2635030,121.5761
2502242,73.99467
2343624,73.39961
2414428,118.4507
2114842,75.17132
3264845,113.1354
2751582,98.37705
5506310,165.0567
2720170,80.95612
3371905,120.7213
2258965,91.10559
3796274,178.2594
7950334,258.9316
2209974,89.69092
2209974,89.69092
1947353,73.46581
3941952,105.8229
2973606,82.14222
4356866,152.737
5642287,178.9847
2062627,84.64184
6107059,244.3469
3068813,91.78079
3006125,125.2498
3006125,125.2498
2798305,98.01569
3742044,118.2937
2176632,76.34214
3939954,195.0044
1880104,73.74673
4170901,252.921
4170901,252.921
4170901,252.921
3323179,99.33575
3323179,99.33575
2795679,86.58159
2795679,86.58159
2597305,98.44626
1888248,80.04004
7755520,238.6274
3484255,114.08
6164636,194.1619
3173025,81.07243
2544121,74.02088
3878179,97.15816
5079734,208.8636
3205134,83.94099
3127659,96.48064
6138230,290.5862
2080630,92.17042
3621755,87.05511
2027266,111.5457
3046465,126.1766
2656068,75.60606
2861225,80.75673
2714362,71.61896
3270254,119.2823
1917062,96.14512
3170055,79.43657
1863320,88.94959
4290896,148.4244
4290896,148.4244
2573066,80.83236
2573066,80.83236
1718460,86.0633
2494576,72.46811
4187993,105.6373
2304082,95.4611
2428078,83.1755
6571510,196.4624
3743444,100.5908
2666809,74.80056
2165429,96.27948
3130270,118.2937
4406487,180.3762
3569127,94.87311
2103173,84.9551
6661475,166.0568
2005202,83.06365
3776622,105.4157
3258956,161.683
3467753,91.8653
3031906,74.37805
3386130,89.55422
2083840,69.12349
8053747,336.4817
3423833,81.39381
2837198,84.12154
3449790,88.80051
4907499,251.6084
2156848,88.84033
6328953,224.3468
2010313,84.80981
2939282,74.64674
2853459,73.22008
2853459,73.22008
2853459,73.22008
3299773,139.9964
2818263,91.57239
2384713,89.4967
2618115,111.9714
2600348,95.33914
2663243,115.11
3713850,75.84556
2769786,123.5096
3555912,113.6417
3533160,109.8283
3533160,109.8283
1888332,78.8734
2242366,80.11494
2242366,80.11494
5261373,191.1875
3205079,133.7626
3850873,112.9019
5187358,188.0172
2294908,86.53415
2311516,102.337
2395985,103.397
1775173,87.34039
6156328,185.7187
2998684,108.2898
8646381,302.9549
8646381,302.9549
8646381,302.9549
3395598,115.3261
2916400,90.22955
3394407,71.78706
2338843,67.16307
4951504,155.7378
2341658,113.2964
3393140,89.95757
2864772,83.50794
2142577,76.20541
6057881,199.9642
6057881,199.9642
2654250,87.98162
3176300,107.7596
4179160,164.6722
2308769,72.73072
3675036,70.37734
1930415,88.11977
5328482,256.36
2492183,80.16157
4649236,234.7348
4649236,234.7348
6656105,286.3351
4510968,205.7307
4873550,149.4399
3251431,152.9812
2368907,90.68836
4685143,192.8746
2439473,105.1838
2238780,75.69725
3044237,116.9264
13646170,352.3735
2945222,84.36544
2541033,95.54032
3886425,112.2263
5483623,183.5622
2344151,124.9127
5026193,203.306
5559724,263.3536
5655665,202.5393
2820212,75.06485
3432178,114.4039
3255680,129.3724
2036039,104.7254
2023872,75.31424
2260650,89.07405
2260650,89.07405
2066824,105.2715
3193177,140.5954
3193177,140.5954
2492229,72.88593
2644988,76.82492
9858378,279.1844
3293758,90.12884
3828994,100.1126
2684234,72.59297
10316590,327.4601
2908293,79.55555
7432933,252.9203
2775653,101.3257
2339414,110.9098
5697042,227.3694
3986180,168.4101
5595515,231.7317
2511747,72.82337
2511747,72.82337
3472657,192.714
2615176,125.9911
7569990,240.9242
4407735,127.1057
2883387,101.1673
2896343,83.358
9714386,246.7272
3565273,119.5814
2259732,79.08562
3467820,73.18315
2857863,115.1451
3622476,99.28918
2200589,94.28225
2200589,94.28225
4124905,177.3109
2946769,96.14512
2354981,81.00951
2463980,139.1665
2072942,96.41008
6482010,233.0374
4370601,194.7129
2986953,99.5506
3241782,104.0797
3241782,104.0797
3241782,104.0797
4689921,201.7567
2852216,73.92345
6861357,240.1155
3989453,91.52462
3989453,91.52462
2627328,91.68905
3079051,99.3036
1890507,74.92833
2816153,69.82447
3270739,76.82492
3532533,95.80437
2207526,76.73773
4481029,202.6953
7833353,321.1003
5970295,272.9668
2132523,88.50726
5386553,192.7148
2746831,85.54123
2037776,88.20923
2568750,103.1899
3831800,119.2726
2399740,99.15896
2402147,148.4243
2402147,148.4243
1923054,96.48064
2959592,114.0064
3576939,104.3625
2556788,70.4082
1814254,93.73853
3132077,98.34605
2946166,77.72469
2776115,112.9536
2066335,69.82446
4563944,185.2111
7243928,192.6732
2625453,82.2122
2103612,76.40205
2240616,83.98617
5758873,240.9247
2442484,99.3721
3164402,77.72463
2148312,76.1061
2806274,130.9026
2852334,73.31745
2200946,73.27117
2200946,73.27117
3557517,110.9098
3839838,100.1126
6564799,157.5405
2726270,98.66648
7131927,218.5442
2097695,91.78363
3109811,152.7342
5001808,245.6131
3096968,73.12549
3096968,73.12549
3096968,73.12549
4173923,120.6871
9037194,300.6609
2449912,98.82335
3246687,145.5916
3017819,86.58166
2432422,89.24194
3118675,92.95749
2877767,87.63685
3411960,89.5542
3411960,89.5542
3044139,76.60019
2358365,78.24314
3001673,79.30144
2378482,75.39862
2378482,75.39862
2851818,83.25004
2851818,83.25004
1789316,85.89418
1789316,85.89418
8314595,299.5731
2809223,103.6051
2960611,86.30455
8744293,245.8668
3330734,110.7087
3648551,200.8191
3648551,200.8191
2712660,127.2562
5657262,257.5248
2976902,150.1327
2547982,84.67509
3277544,96.38499
2004806,77.7247
2868686,73.34687
2485281,119.0019
2666580,94.64822
3278853,180.1107
3444857,82.36104
8191276,286.1978
2388965,113.4899
2759456,71.20254
1938182,82.02967
10845560,379.1488
4219967,191.1914
2127630,90.90891
2127630,90.90891
2434843,81.92492
7492052,220.2818
7041116,234.3263
3672646,84.81069
3728419,98.48329
3728419,98.48329
3728419,98.48329
4143917,163.5634
6565980,193.1558
3124705,76.22363
6419498,219.3018
9635143,330.618
3006701,88.50723
1741120,90.66146
3641600,105.3832
3056887,76.24429
2723555,91.91578
2814003,102.3276
8481493,297.2554
8481493,297.2554
3016649,77.273
6721785,250.5548
6721785,250.5548
6864573,280.6673
3480891,100.7998
2994097,79.30144
2994097,79.30144
5764373,279.7289
3292058,106.9077
5991043,298.3394
5841157,202.1827
2793239,78.49385
2307705,105.3831
2628325,88.94952
2760972,83.16063
2320998,89.69317
2220947,77.51758
5653679,231.9172
3284859,100.1618
4234586,178.2339
2811424,103.7074
2811424,103.7074
2811424,103.7074
3184684,132.3551
2304374,79.47175
2304374,79.47175
2215674,76.93524
3381603,103.9605
2213781,81.92494
5900163,242.1439
5900163,242.1439
2811250,83.98618
4063440,113.8024
2234559,120.7213
4210566,148.0455
3506550,125.504
3179263,111.1975
2468773,89.75258
2121435,79.55555
3284793,96.14457
2927852,94.2837
2607850,82.02975
2069724,77.34701
5011215,191.1917
2233638,79.4468
2125610,74.64671
5118538,245.8667
2852859,98.20589
4640024,239.8551
3460775,138.6628
3460775,138.6628
2733932,71.07121
6124360,197.0699
2694677,69.04341
2740699,98.68385
4284222,89.69092
2702198,89.95766
2525796,104.3625
7951163,257.6981
2398558,91.78361
3337653,95.97331
3538234,102.3494
3175825,166.4298
2903537,73.90514
2018310,72.73335
2983533,73.90513
3475964,72.60476
2188583,78.2109
3938216,107.6817
3938216,107.6817
9334734,287.4407
1917514,77.15904
2770245,132.5573
2020863,89.074
2403869,80.70864
2830803,149.3126
3366015,98.19791
2394588,108.8899
2209929,93.35795
3097110,73.59548
3063633,81.59244
1714528,75.31424
3569266,104.2558
2714657,77.69529
3022554,85.73112
2383389,71.20253
2383389,71.20253
3202761,105.3481
3312561,86.17101
3055438,74.06967
5882891,232.7186
2415038,104.4631
3095900,85.73113
3095900,85.73113
3095900,85.73113
2360911,79.19455
8152181,263.1179
9939548,363.9802
4372016,117.1957
2461910,90.90888
6226821,303.3926
2256979,83.00042
2895009,83.88995
4372442,224.3471
2871116,100.5908
3462678,102.3371
3062740,78.72706
2220100,72.88593
8618148,255.0458
1953383,80.04004
4219084,232.474
3008671,85.52876
2295209,107.8594
1923791,79.3451
3067913,94.16518
3684167,87.20769
1784107,73.66081
2243532,99.36899
2678138,138.0323
3053726,124.2782
3053726,124.2782
2891081,130.3032
2068386,84.18565
6942224,201.8275
2763593,89.69166
2707379,83.12628
3019657,80.75672
2581331,89.83116
3753394,168.4104
3552308,120.7213
2699686,120.6873
1930759,88.28679
2763699,96.67934
2763699,96.67934
1999139,75.13398
2117893,97.41296
2039350,71.35309
6176048,292.3881
2882923,87.09239
2206785,93.35801
7369927,172.2556
2411915,88.5859
4279969,113.6416
6587490,204.2554
3148810,82.02975
3257368,80.7045
11502790,355.7609
2983876,112.2262
4117654,92.93216
2799596,117.899
2799596,117.899
3521448,77.79416
5238435,237.0228
2033660,76.58991
3048795,90.34785
5754041,232.917
3372755,77.48617
2348107,71.32628
2866667,112.8376
2514546,102.1328
2216960,72.63833
2749518,113.0828
3012123,112.1452
2633597,107.6544
5969016,278.67
2226056,102.2805
2226056,102.2805
2133675,77.05063
2259008,101.1674
2259008,101.1674
3451550,109.8453
3153664,92.23586
2971085,99.37207
2182656,74.50929
2265090,89.24383
2265090,89.24383
2184434,113.8802
2703734,69.68766
4477744,136.5747
3047713,85.72324
2606531,80.04003
2599454,71.92697
4076054,137.2473
4153735,173.876
2122701,129.9047
3120468,81.55485
2475341,79.37491
2712952,66.03553
3453254,76.01601
2870729,91.73524
3543921,98.0193
8590009,240.9182
3145542,109.8284
3390969,97.36557
6153835,198.1252
2755209,138.403
2755209,138.403
2755209,138.403
4931992,214.5961
3266128,107.2342
3384940,112.1451
6142795,260.5473
5072014,111.5017
2270942,115.3636
6428873,192.7231
3320616,111.9714
3687774,131.4
2554407,76.59172
5895955,185.2111
6644224,248.6907
3328983,84.3655
2109865,94.24797
7209695,235.1401
3236789,135.5541
6152445,162.0147
6745259,191.1918
2597071,67.95593
2827609,94.58074
6264567,257.5251
4150438,120.7367
2852007,96.52546
2721509,86.49065
2125507,74.92833
2283187,106.026
2081679,100.5957
2610656,72.76263
2879487,72.96358
2635617,81.00953
4923015,164.5174
2411592,116.1105
2951334,75.47688
3335612,148.1456
3335612,148.1456
3076956,79.08228
3076956,79.08228
7884820,250.7589
7884820,250.7589
7884820,250.7589
7884820,250.7589
6575310,232.8847
5034693,156.1712
2530357,74.01166
1997697,119.2961
6111059,189.39
3713323,113.49
3610094,199.5361
2663300,92.51108
2196644,142.1375
2196644,142.1375
3074020,90.04776
4910095,149.1472
4910095,149.1472
4910095,149.1472
3299134,114.9848
1752051,75.11993
2577089,92.95747
1920510,83.25006
2527223,91.54945
2333146,85.21767
2598403,74.6068
1794294,71.17736
2572335,97.72254
2572335,97.72254
2489066,79.36242
4924280,192.4637
1965604,74.39487
8051928,289.1008
3343919,90.05976
2974733,100.3457
3348591,82.59583
3998584,95.94605
3402647,110.938
9645888,311.3254
3421745,71.10387
3421745,71.10387
10505330,294.8672
2053828,83.15293
3491086,101.501
3931290,139.1783
3931290,139.1783
8706593,261.7125
2638150,99.95363
1893766,73.28412
3055789,74.37811
1731925,80.13167
2202343,117.9322
2215810,93.83071
8036259,289.819
3796777,114.6552
2719659,108.1679
3312030,72.0467
6728739,256.7509
2520619,78.1022
3563765,80.83237
3571276,90.94732
3557864,75.84556
2294899,141.484
5095531,266.0689
2004215,81.40007
1982350,81.73951
10147800,294.7999
2543724,108.2235
6686683,265.1353
3448327,107.2342
2477165,80.04003
2518699,93.61095
4000093,188.7333
3478346,89.72264
3478346,89.72264
3478346,89.72264
2938600,97.62934
3856059,129.7506
3856059,129.7506
2901017,80.25089
2116316,73.91492
1872773,76.33699
2439988,95.15954
2648987,85.64606
3623767,124.9127
3623767,124.9127
3196045,113.1986
3622526,74.3805
2768437,81.00627
2916796,71.20255
2130194,77.89741
2809989,77.72469
2809989,77.72469
7334400,249.3159
1907392,92.39113
2804147,94.42687
3391667,130.2227
3391667,130.2227
2531889,71.07121
2535768,89.07482
6075786,201.8017
2109682,76.78861
2911194,83.16063
2911194,83.16063
2080559,121.0598
2555479,83.58479
9469210,288.4642
4298930,195.8803
3921463,119.7986
3151126,75.47688
2691635,78.37131
3145475,77.00651
2699806,89.25343
3453955,93.39532
7548611,314.5671
3355586,114.0117
2418887,96.14512
3640985,102.3276
3640985,102.3276
2801214,72.59298
4246609,88.90796
2354065,96.38496
2354065,96.38496
2354065,96.38496
5693051,149.1472
2346596,75.44801
2837305,89.27226
2572888,78.34078
2520708,73.18317
3161074,94.87306
6044167,290.7427
3470936,119.0018
2902523,82.27223
2902523,82.27223
5524540,282.9452
3857357,157.9611
5786939,192.128
2921749,69.88071
2970947,94.54974
2970947,94.54974
3758391,105.4154
3036709,117.0709
5177842,177.311
5774404,191.1919
3019754,103.8058
3106337,77.81427
3828414,178.8422
2779729,72.60962
4120846,125.3282
2608241,147.1272
2608241,147.1272
2785526,76.28727
5035637,199.7652
8507514,216.4592
1996397,87.30403
2901037,71.927
3228311,81.88507
3228311,81.88507
1603077,73.27343
5574848,234.9619
5213144,217.2126
5492882,199.5926
3177151,90.83858
2708030,82.61954
3737289,116.6548
3737289,116.6548
3145740,73.16578
2174648,107.11
2616805,85.71983
2869965,69.68766
5209305,241.2135
2449268,96.45568
2953243,155.7376
2039690,108.1115
6039618,194.3949
3088106,84.9164
2959157,86.60087
2682639,70.40735
2929372,108.7631
3743637,85.56417
2634842,95.80433
3338621,85.73123
2307329,96.14513
2307329,96.14513
2478268,78.23643
2742241,90.97648
4281405,185.2112
3286572,96.67934
2086871,77.36375
7887908,256.0563
3913864,103.1399
3923568,193.6823
3801739,108.2578
1892437,79.91079
7920490,232.122
2452784,80.13165
2794387,130.3035
3169715,99.16793
2708482,84.9551
2708482,84.9551
2837517,71.32376
2738595,82.58965
5327174,172.0775
3312675,85.47643
2129439,75.11993
3045467,100.6615
2432952,82.47114
2432952,82.47114
3745055,95.94606
4893355,181.7782
3208723,113.1986
1933947,82.51145
1758347,75.60606
3233676,81.92492
5376259,152.4903
2558477,78.87179
2558477,78.87179
3016286,90.68459
2483975,78.6199
7377793,224.347
3523030,122.1234
3523030,122.1234
2684468,134.2299
3341709,69.82446
4071517,184.4783
4071517,184.4783
2686943,106.0264
9088949,286.334
2702748,82.27224
2790412,102.7639
2790412,102.7639
3531619,99.41379
4429759,123.5096
4003964,122.6426
2060884,88.61694
3180808,95.03895
3779508,119.6493
2243888,75.54064
2418145,73.12548
5932737,208.3969
5932737,208.3969
3260814,137.5101
8354525,279.1836
1958213,73.27343
2438981,72.50349
3085833,78.10215
4006758,89.6909
2719662,73.02268
2719662,73.02268
2719662,73.02268
2134093,103.742
8038622,230.8219
6707562,230.8218
6707562,230.8218
3981014,100.1123
3111879,119.2726
3193611,88.80053
2280968,103.3105
3508462,121.8065
2540638,69.88071
2540638,69.88071
4172771,127.1768
2149342,91.2203
2593476,97.45518
2821774,102.7639
5572676,221.9978
5572676,221.9978
5572676,221.9978
2897918,73.74673
3285667,75.44801
3004247,77.69529
2324810,110.8736
2876773,119.4793
10191850,303.9157
4770600,165.0568
3201630,140.0328
3521981,112.9019
3197177,93.35802
3433484,105.1838
3636009,134.9678
3932995,102.1546
2820506,75.45297
3416939,100.2759
7703782,230.8215
2402665,100.2192
2195649,94.87321
2572713,86.60113
3122325,110.8736
2768996,103.3106
1840952,74.75357
4425907,152.491
3234863,134.2299
7344976,193.1557
3063663,118.8205
2127383,83.76373
2257269,88.71839
3011665,74.9261
1921719,79.37039
2920964,123.3646
4601233,208.3956
7488856,288.2472
3062250,102.0209
3199467,79.66343
2797448,84.70945
2797448,84.70945
2163453,96.41009
9687007,297.0928
3507005,85.89047
3507005,85.89047
3191526,73.18318
6682471,243.2153
6682471,243.2153
2783179,72.50349
7019242,244.3458
3331322,121.0598
2425396,83.40157
2994528,97.22069
2402930,75.39862
7799014,265.647
2052282,70.22055
4793730,182.7363
4793730,182.7363
2386287,87.61215
7077435,197.4142
2371181,83.16063
2264017,74.19339
4758681,172.0929
4073937,114.3102
2622088,85.72321
3809873,158.3223
3101476,115.1224
2823355,84.88915
2215851,72.62883
2260908,115.3262
7181910,210.4004
3252984,115.3931
9104008,327.4592
2592049,102.1546
3918014,121.8065
2189577,141.3779
3334705,89.17142
3353274,84.36543
4991022,265.1123
4991022,265.1123
2444007,73.46579
3058095,91.78072
7861547,258.5112
7861547,258.5112
2783185,82.73816
3085293,75.34419
4733271,203.5232
2684026,81.1198
4392224,216.2394
5877514,195.5291
2227457,87.58215
7200654,202.4927
7200654,202.4927
2495422,91.90887
3501935,117.5075
3796108,149.4395
6296825,216.6687
4216052,149.4399
5722888,175.9754
5019926,188.7333
7254639,239.8542
7254639,239.8542
2082311,72.59295
2842530,82.44165
2266532,87.16726
2266532,87.16726
3338001,105.4157
3193232,84.99935
3098620,96.41714
3193490,72.09462
9035755,294.8672
3559636,81.84559
2853797,119.5814
3747195,195.0013
3747195,195.0013
3554343,127.7787
3554343,127.7787
3656441,81.84455
3149085,126.1766
5836367,169.8804
2881676,87.82526
4424235,225.2796
2199910,86.76954
2335797,95.71854
1966737,78.91375
3444871,106.2239
3387263,136.3867
2381370,117.6189
2133050,82.24916
2660410,100.5908
2279958,73.0227
3425902,129.0323
3425902,129.0323
3445172,84.96504
4233711,157.9639
3089714,96.14457
5588841,185.211
2679819,73.90511
3497975,81.17418
3149921,83.81559
2737626,88.83108
2847215,93.62217
2173922,85.67862
9337499,246.4981
2165131,106.3957
2165131,106.3957
2165131,106.3957
2991213,125.5724
2854844,74.30408
2854844,74.30408
3165493,78.14278
2653612,81.07242
3278331,80.16158
5533372,160.2552
2843880,100.1243
3479735,81.84529
3669654,157.1234
3099633,121.0218
4190196,191.5637
4341669,258.6646
3477810,78.90955
2159492,120.0541
3053456,71.61896
6810033,243.2671
2035209,85.64366
4422937,193.1558
2517690,92.44157
3559859,135.8082
3696248,117.6378
7869057,211.2088
2106379,79.43653
2202819,94.58074
2636013,80.11492
3033887,78.61993
3408988,78.8808
4931012,220.2811
2555044,97.12169
3142582,89.07477
3347462,133.6652
2654999,118.2937
2532512,90.7411
2467738,83.55755
2467738,83.55755
2467738,83.55755
1815916,87.16723
3466947,105.3807
3466947,105.3807
2780257,91.88873
3777068,90.43949
2564403,117.8989
2564403,117.8989
3357780,95.14189
2386413,116.2298
5640205,201.8017
5640205,201.8017
2240334,73.29546
5485214,258.2539
2372605,91.60294
3687550,150.7461
3687550,150.7461
2805539,99.81533
9862482,298.0878
9862482,298.0878
9862482,298.0878
3321771,77.54923
2194443,104.583
2276457,77.996
3371266,107.641
3812972,150.7468
3049946,98.20587
2192067,112.0314
2508389,81.84454
2508389,81.84454
2408367,113.1987
2757628,90.4395
2738339,74.50929
4105766,105.3481
1687437,75.69317
1687437,75.69317
2629169,82.47113
2728934,80.95611
2786406,74.87614
3324520,81.66543
3400392,115.1224
2823015,82.36106
2823015,82.36106
2241060,74.76662
2504511,74.76662
3000328,104.4099
3399444,97.26392
2273224,135.4026
1951306,93.35798
2583829,120.0541
2883408,84.07753
2247036,105.1838
2805721,91.51219
2805721,91.51219
2659100,97.67452
2095825,80.25089
5091664,195.6024
3132951,137.1338
3941969,206.7542
2917822,99.49763
2699331,109.8453
2699331,109.8453
2717662,83.92412
2520387,114.6553
2740346,97.09942
2324148,81.55488
2535722,87.34461
9060429,302.1854
2632647,89.69091
1883036,71.31952
2117611,102.726
2228248,92.95748
3090305,91.8653
2069744,115.7492
2952398,79.92928
2787914,84.18837
3058674,113.1986
4868622,243.2528
6566559,173.8771
2137583,71.92243
2137583,71.92243
3510104,96.48762
3115330,73.74673
2266022,73.16578
3137859,81.85744
2170365,113.326
2791305,125.3282
1853191,82.55688
3483375,113.1354
2836887,83.08925
2182722,71.90206
2560642,73.92345
2264903,96.63841
2291148,71.79406
2882639,85.67861
2598167,116.5809
4007455,135.8791
2751755,98.18465
2073262,79.23841
2108675,87.34461
2436310,92.69127
2059394,108.8781
2961963,102.6722
3178737,89.18526
4999191,197.4139
2243515,97.15819
2243515,97.15819
1854687,79.91074
5346614,207.4596
3226624,79.65173
2402130,82.73816
6060030,289.8191
3245318,80.72506
3557066,84.82739
3100456,122.3364
2527443,111.9743
2527443,111.9743
2817136,99.07707
5671003,156.8922
3885061,104.5831
2692648,81.70847
9712645,301.3707
2805530,86.9158
5097993,206.6038
1962756,89.50873
1920028,83.06365
3890381,144.7129
3398731,167.1889
2843005,92.39114
2137739,69.82027
2902227,112.6973
4409646,199.536
5585291,178.8423
1899901,69.71952
6159383,212.118
3176170,117.3625
2735361,107.6544
3356253,79.49258
3603573,130.3035
3281462,142.0935
2674770,78.09685
4687782,194.1019
3178235,106.7059
1992351,87.82839
1992351,87.82839
5101392,133.7861
2911947,86.30455
3409767,104.9853
3409767,104.9853
2947701,85.20312
2947701,85.20312
2947701,85.20312
2947701,85.20312
2315301,90.42019
3373882,100.5908
2689326,111.015
2702599,71.79407
3749055,99.30841
5496642,185.2111
9613322,273.4838
1978701,82.27668
2279797,70.5391
3048590,108.7579
2811360,99.8103
2532635,77.159
4955810,188.9698
7112120,212.2725
3894536,197.5559
3675358,106.6612
2470373,121.5527
8000835,244.3468
2018003,80.08354
2592400,150.1327
1982047,96.48762
2949832,93.35774
2872289,112.7671
6015547,208.365
2516129,82.73817
2999031,94.51919
2410770,103.6631
2386700,80.62766
2287051,103.8841
2344701,74.30604
2892497,71.06752
2892497,71.06752
3625838,113.0949
2706325,85.7198
3011946,86.35337
2768548,71.09169
2816588,132.3848
4102339,124.6955
2952496,136.4699
3200721,149.4396
3944507,129.7064
3944507,129.7064
6113642,197.4142
4314686,212.7383
4314686,212.7383
4314686,212.7383
1736342,77.81426
2961304,74.80056
2961304,74.80056
2695333,80.64609
2661572,133.2687
4337464,123.6949
1867304,72.65783
6608867,247.7432
6369696,191.1922
2287259,80.47287
2611971,98.07933
2425781,123.2405
3507864,131.6397
3199544,102.1546
7328233,215.1278
2212404,75.23638
5939912,163.564
2881207,117.3268
2811268,100.3457
3678530,97.77079
3678179,99.03697
2481678,92.19195
2972626,93.35802
3362380,142.0736
2512466,102.1111
2350443,105.4915
2350443,105.4915
3370577,118.5813
5477858,251.1143
3119561,98.98671
2250581,112.902
2250581,112.902
3234858,96.38501
6230549,218.5441
3429994,112.902
3159909,111.8077
3453043,83.11771
3169553,71.62693
3171719,72.63834
3193010,77.72468
3193010,77.72468
2250943,80.13167
2250943,80.13167
2150529,81.92493
2360303,79.14972
3380365,99.55061
3380365,99.55061
4040237,185.2112
8869182,288.247
2585443,105.6373
5854118,225.4626
6990284,283.6005
3670694,115.7928
2001063,73.2663
2312186,112.7672
3063681,110.3417
1854608,73.46582
3292752,133.8085
3057216,112.0033
2024176,98.0157
2605462,73.46582
2566678,73.27118
2038831,85.21766
2127016,81.70234
3407759,97.26395
3407759,97.26395
2348446,73.18319
6375471,153.6051
5221821,225.8323
2212488,114.6552
3691988,116.5809
3327597,105.5832
3327597,105.5832
3067189,102.3373
2544288,78.10598
2578311,87.58209
3395386,108.8654
2642165,71.34276
2434304,83.47148
2435930,101.367
2696330,89.07405
3141635,80.13167
4776848,152.7239
4776848,152.7239
4776848,152.7239
2009406,90.60456
2060436,76.23966
2866609,93.15987
2120014,90.65216
2490466,114.8922
3327847,76.19327
2056975,114.2328
4653655,171.0787
2162366,72.88594
2140941,73.18318
2604511,71.90204
2272757,113.2904
8700238,272.822
3744546,94.8731
6405444,210.4003
2216221,70.22055
3138523,107.11
3279690,88.32937
3323658,102.431
2952277,99.29828
4154170,143.5052
11111980,352.3732
2683562,140.14
4362756,141.7078
6086988,182.6282
2046438,79.2384
2357289,106.6612
2771903,119.8555
4268803,121.9066
3919768,96.385
2325079,97.05443
2198590,89.03137
5863973,234.2534
2861108,87.88293
6630824,294.8
3756566,203.9434
3756566,203.9434
3455590,103.4757
5495568,226.4613
3456710,108.9629
4115368,95.25216
1962431,75.11994
3527523,202.539
3224062,187.929
3098173,96.29169
2451198,71.22277
7226523,223.1205
2324408,130.863
2450153,84.28962
2226713,114.791
3866522,101.799
9111954,222.5235
4013405,148.0042
3538146,132.6905
4354142,149.1473
4354142,149.1473
4354142,149.1473
3857475,139.2163
3857475,139.2163
3857475,139.2163
3446646,129.125
3804311,102.1866
6185487,251.1143
2846319,80.16155
3358664,80.04004
9431184,272.4845
2117818,71.17732
7690829,291.5068
2671361,72.95305
3145586,109.7968
9399675,294.8545
6422982,303.5705
2880659,73.36405
1895216,74.03014
5900578,193.1558
3121137,83.16064
3767838,120.6816
2739911,122.1307
2387734,71.88162
2623427,109.9529
1749194,71.61599
2069903,92.51107
2540668,135.8956
3837287,122.4341
2347766,85.54927
2542236,89.62165
4729421,168.6193
3148475,87.25661
4874500,149.1472
2557069,88.78935
6299061,293.481
4596809,126.2774
3275407,136.446
1871229,75.03917
3493376,157.9631
3346023,131.6405
3730761,116.6158
3250402,77.83921
3749016,135.9893
5003547,179.24
4936974,261.602
2180204,114.6277
5494955,254.3693
5494955,254.3693
1655688,75.93242
3309914,109.9527
4802052,173.4644
3077886,83.85288
3077886,83.85288
3361605,78.34078
4060321,186.2562
7221718,198.1254
2139884,72.49753
3999516,134.0677
2952965,87.79553
3054606,132.6129
2935730,82.46312
2167135,71.58212
2167135,71.58212
4166047,206.4135
12060910,349.0144
12060910,349.0144
2833053,115.1224
2896841,103.6631
3300545,146.4528
2013843,75.13397
1823348,77.27183
3187284,78.49388
2851687,86.5816
4054913,114.8923
6926244,190.5468
6926244,190.5468
3088127,74.06967
4605153,180.4964
2513587,83.06365
3085541,86.5816
2811306,128.4799
2159369,83.87157
3799053,74.79972
2950098,106.0264
4123379,139.6038
3061616,138.5403
2006853,71.90204
2006853,71.90204
3458471,84.81069
3269655,71.79406
3615675,85.6461
3615675,85.6461
3615675,85.6461
2582217,71.79407
6559396,173.8761
4489966,117.7377
10357150,314.8678
5622449,212.1235
2161596,77.15905
3834659,115.1122
2936986,102.1332
2936986,102.1332
2936986,102.1332
2659040,91.97809
3140237,80.04004
3991341,112.4496
2695025,71.19935
2872485,105.1425
3400057,116.2298
7817119,248.9161
1931916,82.27224
3203177,89.76384
4536211,219.8916
3054555,88.5859
2431422,97.67313
3285866,88.31324
2671263,112.7672
8189192,312.4992
4208357,234.2077
2850541,135.1233
4513970,166.0572
5539409,239.8162
4511867,210.4004
