0,1,2,3,4,5,6
0.003181258,0.1634054,1,0.9483474,0.5620715,0.182403,0.04104476
0.002765492,0.1575911,1,0.9469746,0.5567912,0.1738953,0.03725314
0.002961642,0.1615323,0.9801454,1,0.6883099,0.2073526,0.03352727
0.002959899,0.1603335,1,0.9887384,0.6299796,0.1972165,0.03833924
0.002717892,0.1573208,1,0.9311966,0.5346068,0.1681403,0.03734905
0.003034176,0.1623241,0.9606379,1,0.7335225,0.215254,0.02924425
0.002552346,0.1546524,0.9840987,1,0.6836905,0.2020309,0.03208542
0.002624016,0.1547992,1,0.9975429,0.6483703,0.1977001,0.03584078
0.002847492,0.1591157,1,0.9101637,0.5054923,0.1610533,0.03770035
0.002847492,0.1591157,1,0.9101637,0.5054923,0.1610533,0.03770035
0.003088646,0.1639228,0.9689196,1,0.7121605,0.2112091,0.03116578
0.002533484,0.1556178,0.97798,1,0.6989676,0.2028386,0.03003904
0.003156097,0.1637972,0.9767957,1,0.6922904,0.2105394,0.03418999
0.00238294,0.1510925,1,0.9641739,0.5856579,0.1781277,0.03528611
0.003085569,0.1618451,1,0.9918303,0.6358328,0.2011075,0.03938207
0.002253762,0.1482165,0.9750545,1,0.7046896,0.201661,0.02874799
0.002778859,0.1581402,1,0.9107625,0.5052717,0.1596566,0.03695556
0.002308833,0.15025,0.9970513,1,0.6614264,0.1952812,0.03277431
0.002308833,0.15025,0.9970513,1,0.6614264,0.1952812,0.03277431
0.003086569,0.1621935,1,0.9302073,0.5323987,0.1704212,0.03899844
0.002793151,0.1595878,0.9995035,1,0.6554652,0.1992777,0.03550274
0.0029236,0.1596278,0.9583236,1,0.7400318,0.2166804,0.02871417
0.002565875,0.1536994,0.9986904,1,0.6558926,0.1988371,0.03522982
0.002637768,0.1561744,0.9966274,1,0.6601739,0.1991383,0.03465445
0.002912012,0.1615674,0.9933321,1,0.6642289,0.2009373,0.03478249
0.003144868,0.163442,1,0.9313758,0.5349706,0.1719692,0.0394578
0.003104849,0.1628144,0.9770257,1,0.6921436,0.2105085,0.03420105
0.002273727,0.1483862,0.9989134,1,0.6573839,0.1956107,0.03355361
0.002273727,0.1483862,0.9989134,1,0.6573839,0.1956107,0.03355361
0.002724564,0.1574119,0.963524,1,0.7301703,0.2113528,0.02839548
0.003171663,0.1632231,1,0.9486102,0.559964,0.1795206,0.03983697
0.002674405,0.1554985,0.9781124,1,0.69321,0.2065566,0.03239481
0.002674405,0.1554985,0.9781124,1,0.69321,0.2065566,0.03239481
0.002389559,0.1506813,1,0.9839217,0.6217751,0.1881423,0.03511062
0.00314405,0.1632104,1,0.9190774,0.519236,0.168733,0.04001563
0.002836525,0.1590996,1,0.9385905,0.5458311,0.1726444,0.03815287
0.002204929,0.1456586,0.9989016,1,0.6563738,0.1960529,0.03390801
0.002371098,0.1506236,1,0.9839145,0.621559,0.1871171,0.03466477
0.002371098,0.1506236,1,0.9839145,0.621559,0.1871171,0.03466477
0.002436656,0.1519494,1,0.9549022,0.5692733,0.1739336,0.0354829
0.003231977,0.1638104,1,0.9608171,0.5805121,0.1874164,0.04092494
0.003231977,0.1638104,1,0.9608171,0.5805121,0.1874164,0.04092494
0.002507048,0.1529461,1,0.9721099,0.5988715,0.1828622,0.03579881
0.002507048,0.1529461,1,0.9721099,0.5988715,0.1828622,0.03579881
0.002945788,0.1621728,0.9753693,1,0.6987945,0.2063101,0.03140807
0.002875037,0.1595413,0.9779908,1,0.6920828,0.2070171,0.03276779
0.002875037,0.1595413,0.9779908,1,0.6920828,0.2070171,0.03276779
0.003334655,0.1656014,1,0.9501537,0.5635149,0.1828731,0.04112413
0.002686362,0.1556256,1,0.9839197,0.6214121,0.1924228,0.03723353
0.003229686,0.1642086,1,0.9374387,0.5456802,0.1778389,0.04108071
0.002978878,0.1607197,1,0.9519708,0.5667467,0.1807323,0.03939859
0.002978878,0.1607197,1,0.9519708,0.5667467,0.1807323,0.03939859
0.002713362,0.1565964,1,0.9429239,0.5513954,0.1728423,0.03745635
0.002940056,0.1605612,0.9616013,1,0.7317959,0.2147901,0.02935081
0.0021445,0.1449071,0.994265,1,0.6650279,0.1959637,0.03249993
0.0021445,0.1449071,0.994265,1,0.6650279,0.1959637,0.03249993
0.002871914,0.1600426,1,0.9005895,0.491429,0.1554726,0.03661544
0.002348092,0.1463867,0.9828904,1,0.6826784,0.2060698,0.0339182
0.002545767,0.1539114,1,0.947439,0.5577871,0.1723739,0.03628963
0.002381112,0.1501568,0.9975244,1,0.658833,0.1975528,0.0341713
0.003115985,0.1661127,1,0.9819622,0.6182509,0.1915178,0.03724326
0.002609234,0.1547447,1,0.952483,0.5671809,0.1770398,0.03734833
0.002934201,0.1599439,0.9567041,1,0.7458254,0.218437,0.02840067
0.002693188,0.1570945,1,0.9302681,0.5320473,0.1660548,0.03661024
0.003309318,0.165157,1,0.9788936,0.6113444,0.1966629,0.04098009
0.00286737,0.1583148,0.9716686,1,0.7052155,0.211566,0.03243305
0.002380776,0.1525709,0.9910907,1,0.6728193,0.1970689,0.03175477
0.00240724,0.1522775,0.9927654,1,0.6671443,0.1956057,0.03202666
0.002684749,0.1577114,0.9720929,1,0.7104018,0.2072384,0.02994311
