0,1,2,3,4,5,6
76464,173354,471132,843673,1234887,1617589,1983445
122841,278498,756884,1355380,1983872,2598692,3186448
61651,139771,379860,680229,995653,1304215,1599194
76340,173075,470372,842312,1232894,1614980,1980245
59176,134160,364612,652924,955687,1251863,1535001
94793,214909,584066,1045908,1530897,2005336,2458890
112875,255904,695481,1245423,1822928,2387870,2927943
74404,168686,458444,820951,1201628,1574024,1930027
100845,228631,621360,1112691,1628648,2133381,2615895
100845,228631,621360,1112691,1628648,2133381,2615895
78000,176836,480595,860619,1259690,1650079,2023284
103473,234587,637548,1141680,1671079,2188961,2684047
119841,271696,738399,1322278,1935421,2535225,3108626
83405,189092,513903,920264,1346993,1764438,2163508
103786,235298,639480,1145139,1676143,2195594,2692180
102707,232852,632831,1133233,1658716,2172767,2664190
76850,174229,473510,847932,1241120,1625754,1993456
93526,212036,576259,1031928,1510436,1978533,2426025
93526,212036,576259,1031928,1510436,1978533,2426025
58659,132988,361427,647220,947337,1240926,1521590
77370,175409,476717,853675,1249525,1636764,2006957
69299,157111,426986,764619,1119174,1466016,1797591
102319,231972,630439,1128950,1652446,2164554,2654119
78776,178597,485379,869186,1272230,1666506,2043425
82168,186286,506277,906608,1327004,1738254,2131401
90766,205780,559257,1001481,1465870,1920157,2354446
59445,134771,366272,655896,960037,1257561,1541988
74919,169852,461615,826630,1209940,1584911,1943376
74919,169852,461615,826630,1209940,1584911,1943376
114155,258806,703368,1259546,1843600,2414948,2961146
101009,229001,622366,1114493,1631286,2136836,2620132
81547,184878,502450,899754,1316973,1725114,2115289
81547,184878,502450,899754,1316973,1725114,2115289
99767,226186,614716,1100795,1611235,2110572,2587927
112354,254723,692271,1239674,1814514,2376848,2914428
106555,241576,656541,1175692,1720863,2254174,2764009
88989,201751,548306,981872,1437168,1882559,2308345
115564,262000,712047,1275088,1866349,2444747,2997684
115564,262000,712047,1275088,1866349,2444747,2997684
98074,222347,604280,1082107,1583882,2074741,2543993
81573,184937,502610,900042,1317393,1725665,2115964
81573,184937,502610,900042,1317393,1725665,2115964
94700,214699,583497,1044889,1529407,2003384,2456497
94700,214699,583497,1044889,1529407,2003384,2456497
113855,258126,701519,1256234,1838753,2408599,2953361
66296,150303,408483,731486,1070677,1402490,1719696
66296,150303,408483,731486,1070677,1402490,1719696
83369,189010,513680,919866,1346410,1763674,2162571
62870,142534,387371,693679,1015340,1330003,1630815
114174,258848,703482,1259751,1843900,2415341,2961628
107660,244081,663349,1187884,1738708,2277549,2792671
107660,244081,663349,1187884,1738708,2277549,2792671
81957,185809,504981,904288,1323608,1733806,2125947
110989,251629,683862,1224616,1792473,2347976,2879026
91376,207162,563013,1008208,1475716,1933054,2370259
91376,207162,563013,1008208,1475716,1933054,2370259
71278,161596,439178,786451,1151130,1507876,1848917
66420,150585,409250,732858,1072686,1405121,1722923
79834,180995,491898,880860,1289316,1688887,2070869
105671,239571,651092,1165934,1706581,2235465,2741069
104017,235821,640901,1147684,1679868,2200474,2698163
84340,191212,519664,930580,1362092,1784217,2187760
96191,218079,592681,1061336,1553479,2034917,2495161
87291,197901,537843,963135,1409743,1846635,2264295
90133,204345,555358,994499,1455651,1906770,2338032
72224,163741,445006,796888,1166407,1527887,1873454
73498,166630,452858,810950,1186989,1554847,1906512
66128,149921,407446,729628,1067958,1398927,1715328
65265,147966,402133,720115,1054033,1380688,1692963
68742,155847,423553,758472,1110177,1454230,1783139
68742,155847,423553,758472,1110177,1454230,1783139
115108,260965,709236,1270055,1858982,2435097,2985851
74161,168133,456943,818265,1197696,1568872,1923710
84585,191767,521173,933284,1366049,1789400,2194116
77864,176529,479760,859124,1257501,1647212,2019768
95610,216762,589104,1054930,1544103,2022634,2480101
87505,198386,539162,965497,1413199,1851163,2269847
86714,196594,534291,956774,1400432,1834438,2249339
119896,271821,738739,1322887,1936313,2536394,3110059
107685,244138,663504,1188160,1739112,2278079,2793320
70863,160657,436624,781879,1144438,1499109,1838168
99732,226107,614499,1100406,1610667,2109828,2587015
85861,194660,529036,947365,1386660,1816398,2227219
84346,191224,519698,930642,1362183,1784336,2187906
70176,159100,432391,774299,1133342,1484575,1820347
108428,245822,668080,1196354,1751107,2293790,2812585
113844,258100,701450,1256112,1838574,2408364,2953072
113844,258100,701450,1256112,1838574,2408364,2953072
77880,176565,479858,859299,1257758,1647549,2020180
93437,211835,575712,1030948,1509001,1976654,2423720
77309,175270,476338,852996,1248532,1635463,2005362
94013,213141,579262,1037305,1518306,1988842,2438666
94013,213141,579262,1037305,1518306,1988842,2438666
91740,207988,565258,1012227,1481600,1940760,2379709
74457,168804,458765,821527,1202470,1575127,1931379
103922,235607,640319,1146642,1678342,2198475,2695712
103922,235607,640319,1146642,1678342,2198475,2695712
97612,221300,601436,1077013,1576427,2064975,2532018
97612,221300,601436,1077013,1576427,2064975,2532018
113266,256791,697891,1249738,1829244,2396143,2938087
106845,242233,658325,1178887,1725539,2260299,2771519
69716,158055,429553,769216,1125903,1474830,1808397
108933,246967,671191,1201926,1759262,2304473,2825683
78035,176917,480815,861012,1260265,1650833,2024208
78035,176917,480815,861012,1260265,1650833,2024208
78035,176917,480815,861012,1260265,1650833,2024208
105190,238480,648127,1160625,1698809,2225285,2728586
93803,212666,577971,1034993,1514922,1984410,2433231
100629,228140,620026,1110304,1625154,2128803,2610283
113855,258126,701519,1256236,1838755,2408602,2953364
101254,229556,623874,1117194,1635240,2142015,2626482
76572,173599,471797,844864,1236629,1619872,1986244
92812,210418,571862,1024054,1498910,1963436,2407513
68069,154321,419405,751044,1099305,1439989,1765677
103944,235656,640452,1146881,1678692,2198934,2696275
106636,241760,657040,1176585,1722170,2255886,2766108
86776,196734,534671,957455,1401429,1835744,2250941
68215,154652,420305,752655,1101662,1443077,1769463
79840,181008,491933,880922,1289408,1689007,2071016
104338,236550,642882,1151232,1685062,2207277,2706505
73271,166116,451460,808445,1183323,1550046,1900625
73271,166116,451460,808445,1183323,1550046,1900625
104313,236492,642724,1150949,1684646,2206733,2705838
89381,202640,550722,986198,1443500,1890854,2318515
67019,151941,412936,739459,1082347,1417776,1738440
112851,255849,695330,1245152,1822532,2387351,2927307
103215,234004,635962,1138840,1666922,2183516,2677370
78529,178037,483858,866462,1268243,1661283,2037021
64796,146900,399238,714929,1046443,1370745,1680772
79581,180421,490337,878063,1285223,1683526,2064295
65324,148100,402496,720765,1054985,1381935,1694492
65324,148100,402496,720765,1054985,1381935,1694492
65324,148100,402496,720765,1054985,1381935,1694492
87304,197930,537923,963278,1409952,1846908,2264630
81644,185098,503048,900825,1318540,1727167,2117807
64958,147270,400242,716727,1049075,1374193,1684999
103698,235099,638939,1144171,1674725,2193737,2689903
102446,232261,631224,1130356,1654504,2167250,2657424
90774,205798,559304,1001567,1465995,1920320,2354646
73676,167035,453957,812918,1189869,1558621,1911139
113471,257256,699154,1252000,1832555,2400481,2943406
104379,236643,643134,1151683,1685721,2208142,2707565
104379,236643,643134,1151683,1685721,2208142,2707565
113994,258440,702373,1257765,1840994,2411534,2956960
73540,166727,453120,811418,1187674,1555745,1907614
84465,191495,520433,931957,1364108,1786857,2190997
102290,231905,630258,1128626,1651972,2163933,2653358
63853,144765,393434,704536,1031231,1350818,1656338
78083,177025,481107,861536,1261033,1651838,2025440
107781,244355,664092,1189214,1740655,2280100,2795798
82244,186459,506746,907449,1328235,1739867,2133379
96847,219565,596720,1068569,1564066,2048784,2512165
68785,155945,423817,758945,1110870,1455138,1784252
92755,210290,571513,1023429,1497995,1962237,2406043
92755,210290,571513,1023429,1497995,1962237,2406043
92755,210290,571513,1023429,1497995,1962237,2406043
109684,248669,675819,1210214,1771392,2320363,2845167
95232,215904,586771,1050753,1537989,2014626,2470281
95232,215904,586771,1050753,1537989,2014626,2470281
104015,235816,640887,1147659,1679831,2200426,2698104
74161,168134,456943,818265,1197696,1568873,1923711
65222,147868,401868,719639,1053338,1379777,1691845
65222,147868,401868,719639,1053338,1379777,1691845
102275,231873,630170,1128468,1651741,2163630,2652987
92081,208760,567355,1015984,1487098,1947963,2388540
70806,160527,436270,781245,1143510,1497893,1836677
68333,154921,421036,753964,1103579,1445589,1772542
68333,154921,421036,753964,1103579,1445589,1772542
72185,163654,444770,796465,1165788,1527076,1872461
98957,224350,609725,1091856,1598152,2093434,2566913
110790,251176,682631,1222412,1789247,2343750,2873845
83335,188933,513471,919491,1345862,1762956,2161690
72993,165486,449747,805378,1178834,1544166,1893415
84485,191539,520553,932173,1364424,1787271,2191505
76516,173472,471453,844249,1235729,1618692,1984797
70355,159505,433493,776271,1136229,1488357,1824984
83867,190138,516745,925353,1354442,1774196,2175472
78241,177383,482081,863279,1263584,1655180,2029538
78241,177383,482081,863279,1263584,1655180,2029538
93814,212689,578034,1035106,1515087,1984626,2433496
112269,254529,691744,1238731,1813133,2375040,2912211
91934,208427,566451,1014365,1484728,1944858,2384734
114796,260259,707318,1266619,1853953,2428510,2977775
81300,184318,500927,897029,1312983,1719889,2108882
66518,150806,409852,733937,1074265,1407189,1725458
66518,150806,409852,733937,1074265,1407189,1725458
89450,202796,551147,986958,1444613,1892311,2320302
64326,145835,396342,709744,1038855,1360805,1668583
107639,244033,663219,1187650,1738365,2277100,2792120
82486,187008,508240,910124,1332151,1744997,2139669
103621,234923,638459,1143311,1673467,2192089,2687881
103621,234923,638459,1143311,1673467,2192089,2687881
74009,167789,456007,816587,1195241,1565657,1919767
104237,236321,642258,1150115,1683426,2205135,2703879
91492,207426,563729,1009490,1477593,1935512,2373274
76319,173026,470240,842076,1232548,1614526,1979689
85523,193893,526951,943631,1381195,1809240,2218442
88888,201522,547685,980759,1435539,1880426,2305728
85945,194850,529553,948290,1388014,1818171,2229394
108599,246209,669132,1198240,1753866,2297405,2817017
101215,229469,623638,1116771,1634619,2141203,2625486
101215,229469,623638,1116771,1634619,2141203,2625486
100683,228262,620357,1110896,1626021,2129939,2611675
118122,267800,727812,1303320,1907672,2498876,3064056
80483,182467,495899,888024,1299802,1702623,2087711
101340,229752,624408,1118149,1636637,2143846,2628727
88279,200140,543928,974033,1425693,1867529,2289914
117849,267181,726129,1300305,1903259,2493096,3056968
81007,183654,499124,893799,1308256,1713696,2101289
79116,179368,487476,872940,1277725,1673703,2052250
79116,179368,487476,872940,1277725,1673703,2052250
84320,191166,519541,930360,1361770,1783795,2187242
79876,181091,492157,881324,1289996,1689777,2071960
74117,168034,456673,817781,1196987,1567944,1922572
90713,205659,558928,1000892,1465008,1919027,2353061
61750,139996,380473,681327,997260,1306320,1601775
66387,150508,409043,732487,1072143,1404410,1722051
112512,255081,693243,1241415,1817061,2380185,2918520
78807,178666,485567,869522,1272722,1667150,2044215
77860,176520,479736,859080,1257437,1647128,2019665
91639,207758,564633,1011109,1479963,1938616,2377080
67803,153720,417771,748118,1095021,1434378,1758797
67803,153720,417771,748118,1095021,1434378,1758797
84496,191566,520626,932303,1364614,1787520,2191810
66468,150692,409542,733381,1073452,1406125,1724153
66468,150692,409542,733381,1073452,1406125,1724153
77955,176735,480321,860127,1258970,1649137,2022128
77955,176735,480321,860127,1258970,1649137,2022128
109730,248773,676100,1210717,1772129,2321328,2846351
81788,185425,503938,902420,1320874,1730225,2121556
81788,185425,503938,902420,1320874,1730225,2121556
97478,220997,600614,1075540,1574271,2062152,2528556
111299,252332,685772,1228037,1797480,2354535,2887069
99969,226644,615959,1103019,1614492,2114838,2593158
102896,233280,633996,1135319,1661769,2176766,2669093
102896,233280,633996,1135319,1661769,2176766,2669093
64002,145101,394348,706173,1033627,1353957,1660186
102196,231693,629680,1127591,1650458,2161950,2650926
85091,192912,524286,938858,1374209,1800088,2207221
82939,188035,511031,915121,1339465,1754577,2151415
84364,191265,519810,930842,1362475,1784718,2188374
115721,262356,713015,1276821,1868886,2448071,3001760
65832,149250,405622,726362,1063177,1392666,1707650
101195,229422,623511,1116543,1634286,2140767,2624951
101195,229422,623511,1116543,1634286,2140767,2624951
96836,219541,596657,1068455,1563900,2048566,2511898
101846,230898,627522,1123726,1644800,2154539,2641839
116140,263305,715596,1281443,1875651,2456932,3012625
82162,186273,506241,906544,1326910,1738131,2131251
82162,186273,506241,906544,1326910,1738131,2131251
75876,172021,467508,837184,1225387,1605146,1968188
107564,243863,662756,1186820,1737151,2275510,2790170
108294,245517,667251,1194871,1748935,2290946,2809097
80760,183095,497605,891080,1304276,1708482,2094896
102793,233045,633357,1134176,1660096,2174574,2666405
112327,254662,692106,1239380,1814083,2376283,2913736
72762,164962,448325,802832,1175107,1539283,1887428
65373,148209,402793,721297,1055764,1382954,1695742
96854,219582,596766,1068650,1564186,2048941,2512357
109024,247173,671751,1202929,1760730,2306396,2828042
120467,273115,742256,1329184,1945529,2548466,3124862
120467,273115,742256,1329184,1945529,2548466,3124862
77466,175625,477304,854726,1251064,1638780,2009429
108668,246365,669557,1199000,1754978,2298862,2818804
72409,164162,446149,798936,1169404,1531813,1878269
75598,171390,465795,834116,1220897,1599264,1960975
64302,145782,396199,709487,1038478,1360311,1667978
102753,232956,633115,1133742,1659461,2173743,2665386
85655,194193,527766,945090,1383331,1812037,2221872
