EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"4/18/2024 3:49:26 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,(none)
StartYear,0


MSY run,MSY
Assessment,full_compensation
Fleet,F.menhaden

,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus
FmsyFound,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0

F,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus
0.8428568,3.732266E-06,0.001071734,0.01128749,0.004503072,0.05623493,0.1420754,0.03955085,0.02989819,0.006832503,0.003557206,0.005559366,0.0002839617,0.01602418,1.517724E-05,0.001619243,0.003676764,0.1038319,0,0,0,0,0
0.8571426,3.715186E-06,0.001069896,0.01123636,0.004577256,0.05715524,0.1442293,0.04008354,0.03025318,0.006901348,0.003592911,0.005562069,0.0002841465,0.01603326,1.519687E-05,0.001620767,0.003685738,0.1041112,0,0,0,0,0
0.8714283,3.698234E-06,0.001068069,0.01118565,0.004651243,0.05807348,0.1463731,0.04061142,0.03060319,0.006968691,0.003627812,0.00556477,0.0002843291,0.01604223,1.521639E-05,0.001622277,0.003694697,0.1043902,0,0,0,0,0
0.8857141,3.681416E-06,0.001066254,0.01113534,0.004725029,0.05898961,0.1485069,0.04113452,0.03094824,0.007034533,0.003661907,0.005567472,0.0002845101,0.01605106,1.523579E-05,0.001623773,0.003703651,0.104669,0,0,0,0,0
0.8999998,3.664729E-06,0.001064451,0.01108545,0.004798607,0.05990362,0.1506305,0.04165282,0.0312883,0.007098879,0.003695199,0.005570174,0.0002846893,0.01605976,1.525507E-05,0.001625257,0.003712586,0.1049473,0,0,0,0,0
0.9142855,3.648171E-06,0.001062659,0.01103593,0.004871964,0.06081538,0.1527438,0.04216634,0.03162342,0.007161741,0.003727697,0.005572873,0.0002848662,0.01606832,1.527422E-05,0.001626726,0.003721514,0.1052254,0,0,0,0,0
0.9285713,3.631747E-06,0.001060879,0.01098684,0.0049451,0.06172488,0.1548467,0.04267502,0.03195357,0.007223115,0.003759393,0.005575573,0.0002850417,0.01607677,1.529326E-05,0.001628183,0.003730439,0.1055035,0,0,0,0,0
0.942857,3.615437E-06,0.001059108,0.01093811,0.005018008,0.06263201,0.156939,0.04317883,0.03227874,0.007283004,0.003790293,0.005578269,0.0002852147,0.01608508,1.531217E-05,0.001629624,0.003739341,0.1057809,0,0,0,0,0
0.9571428,3.599264E-06,0.00105735,0.01088979,0.005090677,0.06353681,0.1590209,0.04367788,0.03259901,0.007341431,0.003820405,0.005580969,0.0002853864,0.01609327,1.533097E-05,0.001631054,0.003748242,0.1060583,0,0,0,0,0
0.9714285,3.583215E-06,0.001055603,0.01084187,0.005163106,0.06443918,0.1610922,0.04417204,0.03291431,0.007398379,0.003849721,0.005583666,0.0002855561,0.01610132,1.534965E-05,0.00163247,0.003757128,0.1063354,0,0,0,0,0
0.9857143,3.567291E-06,0.001053866,0.01079431,0.005235283,0.06533907,0.1631528,0.04466136,0.03322469,0.007453866,0.003878251,0.005586362,0.0002857237,0.01610924,1.536821E-05,0.001633874,0.003766007,0.1066122,0,0,0,0,0
