EwEVersion,6.6.5.17207 (compiled 12/14/2020),,,,,,,,,,,,,,,,,,,,,
Date,4/18/2024 15:51,,,,,,,,,,,,,,,,,,,,,
ModelName,NWACS AM 7ages,,,,,,,,,,,,,,,,,,,,,
EcosimScenario,base_run,,,,,,,,,,,,,,,,,,,,,
TimeSeries,(none),,,,,,,,,,,,,,,,,,,,,
StartYear,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
MSY run,MSY,,,,,,,,,,,,,,,,,,,,,
Assessment,stationary_stock,,,,,,,,,,,,,,,,,,,,,
Fleet,F.menhaden,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,striped bass 0,striped bass 2-5,striped bass 6+,menhaden 0,menhaden 1,menhaden 2,menhaden 3,menhaden 4,menhaden 5,menhaden 6+,spiny dogfish,bluefish juv,bluefish adult,weakfish juv,weakfish adult,Atlantic herring 0-1,Atlantic herring 2+,anchovies,benthos,zooplankton,phytoplankton,Detritus
FmsyFound,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
F,striped bass 0,striped bass 2-5,striped bass 6+,menhaden 0,menhaden 1,menhaden 2,menhaden 3,menhaden 4,menhaden 5,menhaden 6+,spiny dogfish,bluefish juv,bluefish adult,weakfish juv,weakfish adult,Atlantic herring 0-1,Atlantic herring 2+,anchovies,benthos,zooplankton,phytoplankton,Detritus
7.54283,1.58E-06,0.000737796,0.00316403,5.54E-28,1.06E-26,1.52E-26,1.21E-27,2.64E-28,1.09E-29,2.45E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.557116,1.58E-06,0.000737796,0.00316403,5.48E-28,1.05E-26,1.50E-26,1.19E-27,2.59E-28,1.07E-29,2.42E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.571401,1.58E-06,0.000737796,0.00316403,5.41E-28,1.04E-26,1.48E-26,1.18E-27,2.54E-28,1.05E-29,2.39E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.585687,1.58E-06,0.000737796,0.00316403,5.35E-28,1.03E-26,1.46E-26,1.16E-27,2.50E-28,1.03E-29,2.36E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.599972,1.58E-06,0.000737796,0.00316403,5.29E-28,1.02E-26,1.45E-26,1.14E-27,2.46E-28,1.02E-29,2.33E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.614258,1.58E-06,0.000737796,0.00316403,5.24E-28,1.01E-26,1.43E-26,1.13E-27,2.41E-28,9.97E-30,2.30E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.628543,1.58E-06,0.000737796,0.00316403,5.18E-28,9.97E-27,1.41E-26,1.11E-27,2.37E-28,9.79E-30,2.28E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.642829,1.58E-06,0.000737796,0.00316403,5.13E-28,9.87E-27,1.40E-26,1.09E-27,2.33E-28,9.62E-30,2.25E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.657115,1.58E-06,0.000737796,0.00316403,5.07E-28,9.77E-27,1.38E-26,1.08E-27,2.30E-28,9.46E-30,2.23E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.6714,1.58E-06,0.000737796,0.00316403,5.02E-28,9.67E-27,1.37E-26,1.06E-27,2.26E-28,9.30E-30,2.20E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.685686,1.58E-06,0.000737796,0.00316403,4.97E-28,9.58E-27,1.35E-26,1.05E-27,2.22E-28,9.14E-30,2.18E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.699971,1.58E-06,0.000737796,0.00316403,4.92E-28,9.49E-27,1.34E-26,1.03E-27,2.19E-28,8.99E-30,2.16E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.714257,1.58E-06,0.000737796,0.00316403,4.87E-28,9.40E-27,1.32E-26,1.02E-27,2.15E-28,8.84E-30,2.13E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.728542,1.58E-06,0.000737796,0.00316403,4.83E-28,9.32E-27,1.31E-26,1.01E-27,2.12E-28,8.69E-30,2.11E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.742828,1.58E-06,0.000737796,0.00316403,4.78E-28,9.23E-27,1.29E-26,9.92E-28,2.09E-28,8.55E-30,2.09E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.757113,1.58E-06,0.000737796,0.00316403,4.74E-28,9.15E-27,1.28E-26,9.79E-28,2.05E-28,8.42E-30,2.07E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.771399,1.58E-06,0.000737796,0.00316403,4.69E-28,9.07E-27,1.27E-26,9.66E-28,2.02E-28,8.28E-30,2.05E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.785685,1.58E-06,0.000737796,0.00316403,4.65E-28,8.99E-27,1.25E-26,9.54E-28,1.99E-28,8.16E-30,2.03E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.79997,1.58E-06,0.000737796,0.00316403,4.61E-28,8.92E-27,1.24E-26,9.42E-28,1.96E-28,8.03E-30,2.01E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.814256,1.58E-06,0.000737796,0.00316403,4.57E-28,8.84E-27,1.23E-26,9.30E-28,1.93E-28,7.91E-30,2.00E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.828541,1.58E-06,0.000737796,0.00316403,4.53E-28,8.77E-27,1.22E-26,9.18E-28,1.90E-28,7.79E-30,1.98E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.842827,1.58E-06,0.000737796,0.00316403,4.49E-28,8.70E-27,1.21E-26,9.07E-28,1.87E-28,7.67E-30,1.96E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.857112,1.58E-06,0.000737796,0.00316403,4.45E-28,8.63E-27,1.20E-26,8.96E-28,1.85E-28,7.56E-30,1.95E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.871398,1.58E-06,0.000737796,0.00316403,4.41E-28,8.56E-27,1.18E-26,8.85E-28,1.82E-28,7.45E-30,1.93E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.885684,1.58E-06,0.000737796,0.00316403,4.38E-28,8.49E-27,1.17E-26,8.74E-28,1.79E-28,7.34E-30,1.92E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.899969,1.58E-06,0.000737796,0.00316403,4.34E-28,8.43E-27,1.16E-26,8.64E-28,1.77E-28,7.24E-30,1.90E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.914255,1.58E-06,0.000737796,0.00316403,4.31E-28,8.36E-27,1.15E-26,8.53E-28,1.74E-28,7.13E-30,1.89E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.92854,1.58E-06,0.000737796,0.00316403,4.27E-28,8.30E-27,1.14E-26,8.43E-28,1.72E-28,7.03E-30,1.87E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.942826,1.58E-06,0.000737796,0.00316403,4.24E-28,8.24E-27,1.13E-26,8.33E-28,1.70E-28,6.94E-30,1.86E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.957111,1.58E-06,0.000737796,0.00316403,4.21E-28,8.18E-27,1.12E-26,8.24E-28,1.67E-28,6.84E-30,1.85E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.971397,1.58E-06,0.000737796,0.00316403,4.17E-28,8.12E-27,1.11E-26,8.14E-28,1.65E-28,6.75E-30,1.84E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.985682,1.58E-06,0.000737796,0.00316403,4.14E-28,8.06E-27,1.10E-26,8.05E-28,1.63E-28,6.66E-30,1.82E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
7.999968,1.58E-06,0.000737796,0.00316403,4.11E-28,8.01E-27,1.09E-26,7.96E-28,1.60E-28,6.57E-30,1.81E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.014254,1.58E-06,0.000737796,0.00316403,4.08E-28,7.95E-27,1.08E-26,7.87E-28,1.58E-28,6.48E-30,1.80E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.02854,1.58E-06,0.000737796,0.00316403,4.05E-28,7.90E-27,1.07E-26,7.78E-28,1.56E-28,6.40E-30,1.79E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.042826,1.58E-06,0.000737796,0.00316403,4.02E-28,7.84E-27,1.07E-26,7.70E-28,1.54E-28,6.32E-30,1.78E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.057112,1.58E-06,0.000737796,0.00316403,3.99E-28,7.79E-27,1.06E-26,7.61E-28,1.52E-28,6.24E-30,1.77E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.071398,1.58E-06,0.000737796,0.00316403,3.97E-28,7.74E-27,1.05E-26,7.53E-28,1.50E-28,6.16E-30,1.76E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.085684,1.58E-06,0.000737796,0.00316403,3.94E-28,7.69E-27,1.04E-26,7.45E-28,1.48E-28,6.08E-30,1.75E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.09997,1.58E-06,0.000737796,0.00316403,3.91E-28,7.64E-27,1.03E-26,7.37E-28,1.46E-28,6.01E-30,1.74E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.114256,1.58E-06,0.000737796,0.00316403,3.88E-28,7.59E-27,1.02E-26,7.29E-28,1.44E-28,5.93E-30,1.73E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.128542,1.58E-06,0.000737796,0.00316403,3.86E-28,7.55E-27,1.02E-26,7.21E-28,1.42E-28,5.86E-30,1.72E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.142828,1.58E-06,0.000737796,0.00316403,3.83E-28,7.50E-27,1.01E-26,7.14E-28,1.41E-28,5.79E-30,1.71E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.157114,1.58E-06,0.000737796,0.00316403,3.81E-28,7.45E-27,1.00E-26,7.06E-28,1.39E-28,5.72E-30,1.70E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.1714,1.58E-06,0.000737796,0.00316403,3.78E-28,7.41E-27,9.93E-27,6.99E-28,1.37E-28,5.66E-30,1.69E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.185686,1.58E-06,0.000737796,0.00316403,3.76E-28,7.36E-27,9.86E-27,6.92E-28,1.35E-28,5.59E-30,1.69E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.199972,1.58E-06,0.000737796,0.00316403,3.73E-28,7.32E-27,9.79E-27,6.85E-28,1.34E-28,5.53E-30,1.68E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.214258,1.58E-06,0.000737796,0.00316403,3.71E-28,7.28E-27,9.72E-27,6.78E-28,1.32E-28,5.46E-30,1.67E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.228544,1.58E-06,0.000737796,0.00316403,3.69E-28,7.24E-27,9.65E-27,6.71E-28,1.30E-28,5.40E-30,1.66E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.24283,1.58E-06,0.000737796,0.00316403,3.67E-28,7.19E-27,9.58E-27,6.64E-28,1.29E-28,5.34E-30,1.66E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.257116,1.58E-06,0.000737796,0.00316403,3.64E-28,7.15E-27,9.51E-27,6.58E-28,1.27E-28,5.28E-30,1.65E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.271402,1.58E-06,0.000737796,0.00316403,3.62E-28,7.11E-27,9.44E-27,6.51E-28,1.26E-28,5.23E-30,1.64E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.285688,1.58E-06,0.000737796,0.00316403,3.60E-28,7.07E-27,9.38E-27,6.45E-28,1.24E-28,5.17E-30,1.64E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.299974,1.58E-06,0.000737796,0.00316403,3.58E-28,7.04E-27,9.31E-27,6.39E-28,1.23E-28,5.11E-30,1.63E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.31426,1.58E-06,0.000737796,0.00316403,3.56E-28,7.00E-27,9.25E-27,6.32E-28,1.21E-28,5.06E-30,1.62E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.328547,1.58E-06,0.000737796,0.00316403,3.54E-28,6.96E-27,9.19E-27,6.26E-28,1.20E-28,5.01E-30,1.62E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.342833,1.58E-06,0.000737796,0.00316403,3.52E-28,6.92E-27,9.12E-27,6.20E-28,1.18E-28,4.96E-30,1.61E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.357119,1.58E-06,0.000737796,0.00316403,3.50E-28,6.89E-27,9.06E-27,6.14E-28,1.17E-28,4.91E-30,1.61E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.371405,1.58E-06,0.000737796,0.00316403,3.48E-28,6.85E-27,9.00E-27,6.09E-28,1.16E-28,4.86E-30,1.60E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.385691,1.58E-06,0.000737796,0.00316403,3.46E-28,6.82E-27,8.94E-27,6.03E-28,1.14E-28,4.81E-30,1.60E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.399977,1.58E-06,0.000737796,0.00316403,3.44E-28,6.78E-27,8.89E-27,5.97E-28,1.13E-28,4.76E-30,1.59E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.414263,1.58E-06,0.000737796,0.00316403,3.42E-28,6.75E-27,8.83E-27,5.92E-28,1.12E-28,4.71E-30,1.59E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.428549,1.58E-06,0.000737796,0.00316403,3.40E-28,6.71E-27,8.77E-27,5.86E-28,1.11E-28,4.67E-30,1.58E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.442835,1.58E-06,0.000737796,0.00316403,3.39E-28,6.68E-27,8.72E-27,5.81E-28,1.09E-28,4.62E-30,1.58E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.457121,1.58E-06,0.000737796,0.00316403,3.37E-28,6.65E-27,8.66E-27,5.75E-28,1.08E-28,4.58E-30,1.57E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.471407,1.58E-06,0.000737796,0.00316403,3.35E-28,6.62E-27,8.61E-27,5.70E-28,1.07E-28,4.54E-30,1.57E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.485693,1.58E-06,0.000737796,0.00316403,3.33E-28,6.59E-27,8.55E-27,5.65E-28,1.06E-28,4.49E-30,1.56E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.499979,1.58E-06,0.000737796,0.00316403,3.32E-28,6.56E-27,8.50E-27,5.60E-28,1.04E-28,4.45E-30,1.56E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.514265,1.58E-06,0.000737796,0.00316403,3.30E-28,6.52E-27,8.45E-27,5.55E-28,1.03E-28,4.41E-30,1.56E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.528551,1.58E-06,0.000737796,0.00316403,3.28E-28,6.49E-27,8.40E-27,5.50E-28,1.02E-28,4.37E-30,1.55E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.542837,1.58E-06,0.000737796,0.00316403,3.27E-28,6.46E-27,8.35E-27,5.45E-28,1.01E-28,4.33E-30,1.55E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.557123,1.58E-06,0.000737796,0.00316403,3.25E-28,6.44E-27,8.30E-27,5.40E-28,9.99E-29,4.30E-30,1.55E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.571409,1.58E-06,0.000737796,0.00316403,3.23E-28,6.41E-27,8.25E-27,5.36E-28,9.88E-29,4.26E-30,1.54E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.585695,1.58E-06,0.000737796,0.00316403,3.22E-28,6.38E-27,8.20E-27,5.31E-28,9.77E-29,4.22E-30,1.54E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.599981,1.58E-06,0.000737796,0.00316403,3.20E-28,6.35E-27,8.15E-27,5.26E-28,9.67E-29,4.19E-30,1.54E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.614267,1.58E-06,0.000737796,0.00316403,3.19E-28,6.32E-27,8.11E-27,5.22E-28,9.56E-29,4.15E-30,1.53E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.628553,1.58E-06,0.000737796,0.00316403,3.17E-28,6.30E-27,8.06E-27,5.17E-28,9.46E-29,4.12E-30,1.53E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.642839,1.58E-06,0.000737796,0.00316403,3.16E-28,6.27E-27,8.01E-27,5.13E-28,9.36E-29,4.08E-30,1.53E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.657125,1.58E-06,0.000737796,0.00316403,3.14E-28,6.24E-27,7.97E-27,5.08E-28,9.26E-29,4.05E-30,1.52E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.671412,1.58E-06,0.000737796,0.00316403,3.13E-28,6.22E-27,7.92E-27,5.04E-28,9.16E-29,4.02E-30,1.52E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.685698,1.58E-06,0.000737796,0.00316403,3.12E-28,6.19E-27,7.88E-27,5.00E-28,9.07E-29,3.99E-30,1.52E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.699984,1.58E-06,0.000737796,0.00316403,3.10E-28,6.16E-27,7.83E-27,4.96E-28,8.97E-29,3.96E-30,1.52E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.71427,1.58E-06,0.000737796,0.00316403,3.09E-28,6.14E-27,7.79E-27,4.92E-28,8.88E-29,3.92E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.728556,1.58E-06,0.000737796,0.00316403,3.08E-28,6.12E-27,7.75E-27,4.87E-28,8.79E-29,3.89E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.742842,1.58E-06,0.000737796,0.00316403,3.06E-28,6.09E-27,7.71E-27,4.83E-28,8.69E-29,3.87E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.757128,1.58E-06,0.000737796,0.00316403,3.05E-28,6.07E-27,7.66E-27,4.79E-28,8.60E-29,3.84E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.771414,1.58E-06,0.000737796,0.00316403,3.04E-28,6.04E-27,7.62E-27,4.75E-28,8.52E-29,3.81E-30,1.51E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.7857,1.58E-06,0.000737796,0.00316403,3.02E-28,6.02E-27,7.58E-27,4.72E-28,8.43E-29,3.78E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.799986,1.58E-06,0.000737796,0.00316403,3.01E-28,6.00E-27,7.54E-27,4.68E-28,8.34E-29,3.75E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.814272,1.58E-06,0.000737796,0.00316403,3.00E-28,5.97E-27,7.50E-27,4.64E-28,8.26E-29,3.73E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.828558,1.58E-06,0.000737796,0.00316403,2.99E-28,5.95E-27,7.46E-27,4.60E-28,8.17E-29,3.70E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.842844,1.58E-06,0.000737796,0.00316403,2.97E-28,5.93E-27,7.43E-27,4.56E-28,8.09E-29,3.67E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.85713,1.58E-06,0.000737796,0.00316403,2.96E-28,5.91E-27,7.39E-27,4.53E-28,8.01E-29,3.65E-30,1.50E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.871416,1.58E-06,0.000737796,0.00316403,2.95E-28,5.88E-27,7.35E-27,4.49E-28,7.93E-29,3.62E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.885702,1.58E-06,0.000737796,0.00316403,2.94E-28,5.86E-27,7.31E-27,4.46E-28,7.85E-29,3.60E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.899988,1.58E-06,0.000737796,0.00316403,2.93E-28,5.84E-27,7.27E-27,4.42E-28,7.77E-29,3.58E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.914274,1.58E-06,0.000737796,0.00316403,2.91E-28,5.82E-27,7.24E-27,4.39E-28,7.70E-29,3.55E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.92856,1.58E-06,0.000737796,0.00316403,2.90E-28,5.80E-27,7.20E-27,4.35E-28,7.62E-29,3.53E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.942846,1.58E-06,0.000737796,0.00316403,2.89E-28,5.78E-27,7.17E-27,4.32E-28,7.54E-29,3.51E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.957132,1.58E-06,0.000737796,0.00316403,2.88E-28,5.76E-27,7.13E-27,4.28E-28,7.47E-29,3.48E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.971418,1.58E-06,0.000737796,0.00316403,2.87E-28,5.74E-27,7.10E-27,4.25E-28,7.40E-29,3.46E-30,1.49E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.985704,1.58E-06,0.000737796,0.00316403,2.86E-28,5.72E-27,7.06E-27,4.22E-28,7.32E-29,3.44E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
8.99999,1.58E-06,0.000737796,0.00316403,2.85E-28,5.70E-27,7.03E-27,4.18E-28,7.25E-29,3.42E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.014277,1.58E-06,0.000737796,0.00316403,2.84E-28,5.68E-27,6.99E-27,4.15E-28,7.18E-29,3.40E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
9.028563,1.58E-06,0.000737796,0.00316403,2.83E-28,5.66E-27,6.96E-27,4.12E-28,7.11E-29,3.38E-30,1.48E-30,0.005142,0.000749268,0.03243504,2.69E-05,0.002820641,0.002065392,0.05915061,0,0,0,0,0
