Timestep,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus,
129,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
130,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
131,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
132,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
133,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
134,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
135,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
136,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
137,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
138,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
139,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
140,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
141,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
142,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
143,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
144,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
145,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
146,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
147,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
148,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
149,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
150,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
151,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
152,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
153,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
154,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
155,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
156,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
157,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
158,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
159,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
160,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
161,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
162,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
163,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
164,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
165,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
166,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
167,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
168,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
169,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
170,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
171,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
172,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
173,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
174,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
175,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
176,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
177,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
178,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
179,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
180,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
181,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
182,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
183,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
184,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
185,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
186,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
187,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
188,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
189,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
190,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
191,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
192,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
193,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
194,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
195,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
196,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
197,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
198,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
199,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
200,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
201,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
202,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
203,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
204,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
205,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
206,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
207,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
208,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
209,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
210,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
211,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
212,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
213,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
214,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
215,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
216,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
217,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
218,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
219,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
220,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
221,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
222,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
223,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
224,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
225,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
226,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
227,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
228,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
229,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
230,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
231,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
232,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
233,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
234,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
235,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
236,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
237,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
238,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
239,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
240,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
241,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
242,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
243,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
244,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
245,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
246,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
247,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
248,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
249,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
250,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
251,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
252,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
253,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
254,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
255,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
256,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
257,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
258,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
259,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
