Timestep,"striped bass 0","striped bass 2-5","striped bass 6+","menhaden 0","menhaden 1","menhaden 2","menhaden 3","menhaden 4","menhaden 5","menhaden 6+","spiny dogfish","bluefish juv","bluefish adult","weakfish juv","weakfish adult","Atlantic herring 0-1","Atlantic herring 2+",anchovies,benthos,zooplankton,phytoplankton,Detritus,
260,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
261,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
262,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
263,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
264,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
265,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
266,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
267,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
268,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
269,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
270,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
271,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
272,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
273,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
274,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
275,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
276,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
277,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
278,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
279,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
280,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
281,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
282,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
283,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
284,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
285,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
286,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
287,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
288,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
289,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
290,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
291,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
292,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
293,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
294,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
295,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
296,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
297,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
298,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
299,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
300,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
301,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
302,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
303,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
304,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
305,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
306,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
307,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
308,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
309,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
310,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
311,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
312,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
313,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
314,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
315,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
316,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
317,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
318,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
319,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
320,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
321,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
322,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
323,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
324,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
325,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
326,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
327,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
328,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
329,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
330,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
331,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
332,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
333,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
334,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
335,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
336,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
337,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
338,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
339,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
340,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
341,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
342,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
343,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
344,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
345,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
346,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
347,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
348,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
349,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
350,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
351,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
352,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
353,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
354,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
355,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
356,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
357,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
358,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
359,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
360,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
361,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
362,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
363,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
364,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
365,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
366,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
367,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
368,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
369,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
370,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
371,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
372,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
373,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
374,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
375,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
376,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
377,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
378,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
379,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
380,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
381,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
382,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
383,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
384,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
385,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
386,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
387,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
388,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
389,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
390,-9999,-9999,-9999,0.01929656,0.04262585,0.1486765,0.1042291,0.2424774,0.1664599,0.1931392,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,
