"","projection_year_id","variable","fmort","fmsy_0","fmsy_1","fmsy_2","fmsy_3","fmsy_4","fmsy_5","fmsy_6"
"1","2013","DBSRA",0.489645672437167,0.038192362450099,0.0832397643143184,0.450474018642194,0.26440866311607,0.489645672437167,0.249719292942955,0.38192362450099
"2","2014","DBSRA",0.499477173266049,0.0389592195147518,0.0849111194552284,0.459518999404765,0.269717673563667,0.499477173266049,0.254733358365685,0.389592195147518
"3","2015","DBSRA",0.499080279400913,0.0389282617932712,0.0848436474981552,0.45915385704884,0.269503350876493,0.499080279400913,0.254530942494466,0.389282617932712
"4","2016","DBSRA",0.503483939614061,0.0392717472898967,0.0855922697343903,0.463205224444936,0.271881327391593,0.503483939614061,0.256776809203171,0.392717472898967
"5","2017","DBSRA",0.491469688127178,0.0383346356739199,0.0835498469816202,0.452152113077004,0.265393631588676,0.491469688127178,0.250649540944861,0.383346356739199
"6","2013","amo",0.0483328762537343,0.00376996434779128,0.00821658896313483,0.0444662461534356,0.0260997531770165,0.0483328762537343,0.0246497668894045,0.0376996434779128
"7","2014","amo",0.209355840015953,0.0163297555212443,0.035590492802712,0.192607372814677,0.113052153608615,0.209355840015953,0.106771478408136,0.163297555212443
"8","2015","amo",0.0598185344716062,0.00466584568878528,0.0101691508601731,0.0550330517138777,0.0323020086146673,0.0598185344716062,0.0305074525805192,0.0466584568878528
"9","2016","amo",0.209520562370753,0.0163426038649187,0.0356184956030279,0.192758917381092,0.113141103680206,0.209520562370753,0.106855486809084,0.163426038649187
"10","2017","amo",0.163878426146395,0.0127825172394188,0.0278593324448872,0.150768152054684,0.0884943501190535,0.163878426146395,0.0835779973346617,0.127825172394188
"11","2013","pdsi",0.212807486893077,0.01659898397766,0.0361772727718231,0.195782887941631,0.114916042922262,0.212807486893077,0.108531818315469,0.1659898397766
"12","2014","pdsi",0.247027122916523,0.0192681155874888,0.0419946108958089,0.227264953083201,0.133394646374922,0.247027122916523,0.125983832687427,0.192681155874888
"13","2015","pdsi",0.214589004604077,0.016737942359118,0.0364801307826931,0.197421884235751,0.115878062486202,0.214589004604077,0.109440392348079,0.16737942359118
"14","2016","pdsi",0.22558113135001,0.0175953282453008,0.0383487923295017,0.207534640842009,0.121813810929005,0.22558113135001,0.115046376988505,0.175953282453008
"15","2017","pdsi",0.263645704279837,0.0205643649338273,0.0448197697275723,0.24255404793745,0.142368680311112,0.263645704279837,0.134459309182717,0.205643649338273
"16","2013","bassB",0,0,0,0,0,0,0,0
"17","2014","bassB",0.0824469541748769,0.0064308624256404,0.0140159822097291,0.0758511978408867,0.0445213552544335,0.0824469541748769,0.0420479466291872,0.064308624256404
"18","2015","bassB",0.113400895452334,0.00884526984528207,0.0192781522268968,0.104328823816148,0.0612364835442605,0.113400895452334,0.0578344566806905,0.0884526984528207
"19","2016","bassB",0.125788227351119,0.00981148173338725,0.0213839986496902,0.115725169163029,0.067925642769604,0.125788227351119,0.0641519959490705,0.0981148173338725
"20","2017","bassB",0.157534871159076,0.0122877199504079,0.0267809280970429,0.14493208146635,0.0850688304259009,0.157534871159076,0.0803427842911286,0.122877199504079
"21","2013","menhadenC",0.272206214959904,0.0212320847668725,0.0462750565431836,0.250429717763111,0.146991356078348,0.272206214959904,0.138825169629551,0.212320847668725
"22","2014","menhadenC",0.395565427402686,0.0308541033374095,0.0672461226584566,0.363920193210471,0.21360533079745,0.395565427402686,0.20173836797537,0.308541033374095
