"","case","projection_year","amo","pdsi","bassB","menhadenC","menhadenE","menhadenCPUE","bassCPUE","herringCPUE","menhadenV"
"1","scenario C",2013,"-1.4*~lm","-0.44~lm","-2.95403994254439e-06~lm","-2.90150648354698e-07~lm","-0.01*~lm","0.0000268766178805404*^lm","-0.000186184080536338*~lm","-4.51749577363195e-06*lm","-7.81257445598303e-10~lm"
"2","scenario C",2014,"-1.23*~lm","-0.56~lm","-2.45334499105909e-06~lm","-2.75116140251877e-07~lm","-0.01*~lm","0.0000236575181555933*lm","-0.00014285832730643~lm","-4.62000924948801e-06*~lm","-7.36041749529826e-10~lm"
"3","scenario C",2015,"-1.28*~lm","-0.29~lm","-2.12527081714333e-06~lm","-2.0793253948901e-07~lm","-0.01*~lm","0.0000246284266149071*^lm","-0.000160557834817018*~lm","-4.03147715664648e-06*~lm","-5.87717757683979e-10~lm"
"4","scenario C",2016,"-0.69*lm","0.02~lm","2.16705312291998e-06~lm","7.51685175638862e-07*~lm","-0.01*lm","8.61642643433072e-06lm","6.8579218748617e-06~lm","4.14827420616682e-06*~lm","1.16171121231616e-09~lm"
"5","scenario C",2017,"-1.32*~lm","-0.36~lm","-1.79586703794368e-06~lm","-5.86659452563516e-08lm","-0.01*~lm","0.0000252980601377657*^lm","-0.000152372711764025*~lm","-3.75084460368537e-06*lm","-2.92131121014362e-10lm"
