"","V1","V2","V3","V4","V5"
"45",0.102978284144489,0.131001744205765,0.178462252198181,0.162586486643558,0.113677104433708
"46",0.182992878497907,0.177775952482372,0.168641191674597,0.129145475079845,0.0757615278545133
"47",0.185202257278624,0.188841920576507,0.130874053267027,0.13701605088687,0.154387580278296
"48",0.210992713611468,0.188181444629726,0.14814081291543,0.120006711199599,0.147916009985608
"49",0.151607388508274,0.0998961731754123,0.199099396521295,0.167122815251348,0.150165073809768
"50",0.144209005210987,0.111810477051354,0.164572480098681,0.143939716805195,0.104536383612357
"51",0.114815671322304,0.12065100864985,0.125471216641824,0.195160727762268,0.131840452354955
"52",0.132353287425355,0.131614011973403,0.134057007146689,0.156063685689441,0.135479781705892
"53",0.12357123423846,0.111974515743168,0.110351326871935,0.0879709718390105,0.12144790065189
"54",0.137662861106883,0.155792029478104,0.152780124588313,0.132133844973677,0.204502578553624
"55",0.172981115773043,0.121190046291112,0.130794981021577,0.164865269906567,0.124983482554981
"56",0.133979323785923,0.128448986944578,0.161984481729841,0.158209176269617,0.1382777641205
"57",0.168330609994196,0.0981196469587732,0.134262785477381,0.123818326763868,0.16479959875025
"58",0.155122638597149,0.100439364559168,0.102342514085772,0.0970413296366942,0.126753346852203
"59",0.151766042735402,0.259945258174294,0.194792798978381,0.131814273842835,0.1887620418263
"60",0.163364364508806,0.174663188520753,0.200231676000612,0.104034713447637,0.181631826580534
"61",0.182739549099824,0.181861853226502,0.0999603678692066,0.196246540430373,0.169890350555324
"62",0.151014038691981,0.173926481834689,0.127550821332255,0.0893006830881047,0.132511248173689
"63",0.141876922113513,0.130154318606589,0.220149628061362,0.20416402947548,0.161542097095124
"64",0.16692619847638,0.139262510933066,0.180683013188068,0.124684747130976,0.212004057479874
"65",0.105706849701991,0.106705746747998,0.136340687599584,0.120156628743032,0.147252174793709
"66",0.156258738415662,0.23331383641885,0.102332771961198,0.202457635984708,0.136964310228394
"67",0.092282810821743,0.103370539953056,0.152604920713178,0.122486287038658,0.10546835613927
"68",0.16766427827033,0.181504085962269,0.134690141415089,0.10397982652635,0.168749070584738
"69",0.119661998073469,0.141063794484105,0.162526453030665,0.18900253863263,0.118082792953961
"70",0.188609439951968,0.175231509311234,0.131527078234148,0.158639956707076,0.0877086781385285
"71",0.149405092833221,0.135085042321991,0.107299770098174,0.160710077022503,0.0930311991998004
"72",0.125667918521801,0.22761336308064,0.174613354544337,0.15782474129639,0.134697786747655
"73",0.142894441982557,0.153646510182079,0.120990916151747,0.176629961527799,0.247020302492649
"74",0.152802322915167,0.155562621182488,0.125649462951185,0.0846085099548969,0.182303142693914
"75",0.166505494044349,0.129575464801366,0.124322965985335,0.112107871847469,0.120275783629269
"76",0.159554185410463,0.121692648562917,0.121453706263572,0.155682592101677,0.16445719553217
"77",0.169146163980123,0.132397224637352,0.176978642426658,0.16784393542828,0.153938978043289
"78",0.134152428365588,0.13717943139081,0.124347011923865,0.100150485022545,0.115171922577335
"79",0.167840847760841,0.129408023982258,0.115732438965644,0.191667557681718,0.200971646765967
"80",0.128343537132257,0.117535976267221,0.10690072859151,0.0934132389387936,0.105223807246783
"81",0.119662510933776,0.115814677977241,0.129911280430674,0.110191744110349,0.0761487067316655
"82",0.148300165998855,0.147063525713813,0.176585213518006,0.109718948221648,0.217312082221274
"83",0.131754008973419,0.161876374663219,0.169376562612094,0.195104490465429,0.160400491176686
"84",0.114726389642502,0.143527436594402,0.217878641985445,0.11484209043615,0.204905387609391
"85",0.132837142070775,0.236687667704878,0.118326395556064,0.204947542199101,0.106139345743896
"86",0.135554451514739,0.107806777506452,0.108546282619647,0.147984473473234,0.248396848647521
"87",0.104143399003243,0.224502633192491,0.182367550974497,0.186425736862846,0.132168287523393
"88",0.188715549039663,0.182809672481217,0.156752836251746,0.108867664612994,0.140320661156764
"89",0.170372833761284,0.0926623556752541,0.115688802070951,0.12548168073478,0.18395108152851
"90",0.17139471167666,0.129829935911156,0.15030690148599,0.151751295572063,0.227528003471122
"91",0.148514641213302,0.155017950940638,0.103181271315649,0.17862240976269,0.101555240940881
"92",0.197008676259409,0.0876551578143629,0.106486861039802,0.140128457305935,0.127703660527872
"93",0.0845105515278191,0.132389904108372,0.0791527860565932,0.215687651686675,0.129342324071118
"94",0.165034697020948,0.121720197710186,0.124700255108771,0.138651022021108,0.0659519901220092
"95",0.192698884128651,0.137670192054212,0.146026355653806,0.0814933580364716,0.0936408030583493
"96",0.160893815025758,0.15061364890724,0.114503999990676,0.107719244316835,0.109145792082402
"97",0.217264998226944,0.146129778880905,0.198595000087167,0.175918444402318,0.0965460983031066
"98",0.124169320632977,0.0890305972973562,0.189553397755991,0.186773710939264,0.120718166289283
"99",0.211355285123604,0.0860057383706803,0.153318740244289,0.0931949865522874,0.152600989320117
"100",0.183363351210322,0.0861897006547355,0.155667874613109,0.117307404656424,0.102757350241544
