"","V1","V2","V3","V4","V5"
"1",0.185636090313526,0.160295764396176,0.105065196925395,0.133435369856494,0.153998824747304
"2",0.154747560701966,0.159745235909997,0.100079468168893,0.140872631041515,0.16427687545457
"3",0.107591177674703,0.109784878927377,0.272908440190142,0.121618048092371,0.132161362991085
"4",0.164395591423322,0.239252928055243,0.171242037322297,0.208865200530145,0.163306961429251
"5",0.104663792943403,0.109645103216965,0.177944801986818,0.123727388003257,0.192412686513187
"6",0.121627444057164,0.16833863731932,0.0999545535091027,0.15672704165705,0.208910763499591
"7",0.101374562417257,0.109081324548862,0.189594002846867,0.164825761088173,0.171085727469676
"8",0.212091383055583,0.144243783328108,0.158319829599048,0.0931931009787317,0.121759080326833
"9",0.128816748258389,0.180386565034721,0.131800888070095,0.123908214583991,0.178264357568055
"10",0.0993233504071044,0.10309397228116,0.167774408162837,0.158940664727025,0.150286371622188
"11",0.17865489457489,0.109662282718224,0.158227045242955,0.130918720817381,0.117348548215741
"12",0.161449701231279,0.173566969279277,0.142635927013432,0.226220974523294,0.128756801590786
"13",0.12640351554196,0.122544695135053,0.187069253600115,0.0875928159215113,0.165728818449216
"14",0.117926590293103,0.155853550785939,0.150913577797819,0.147135377292449,0.147999874838702
"15",0.2703932702797,0.141813958745204,0.18257139863933,0.1697944700135,0.0989537866275099
"16",0.0860125423128829,0.129582161944079,0.174845815994328,0.134728924429126,0.165824066666313
"17",0.0957344416334646,0.114389033976354,0.165086508181088,0.089608604707926,0.141534061514449
"18",0.108238885069634,0.142841311130804,0.163113155985154,0.0912707199042344,0.168685692869773
"19",0.103064805412309,0.120198149404181,0.158409989311057,0.166815294154154,0.112523918838684
"20",0.22658378039562,0.141489196668829,0.154036816980627,0.0974707468716295,0.166910209932458
"21",0.13502933647718,0.107091740369652,0.140281322869995,0.162076562857357,0.165689534986692
"22",0.183237585853811,0.175697717229267,0.111344093956298,0.0737924135977539,0.157456542732294
"23",0.221637133703407,0.140423226556419,0.138299214252636,0.157270329607642,0.223317664096816
"24",0.222571655428224,0.148597695475112,0.143187969952043,0.0569486778339647,0.161089806616508
"25",0.147641524820957,0.126733252423526,0.118040556434816,0.163610996764385,0.0882717289855549
"26",0.131316513419785,0.125361787409736,0.159091248602225,0.2025733352224,0.149680196626253
"27",0.123631595541664,0.168915776662814,0.194621951633327,0.137886878893546,0.111469729279053
"28",0.145815954087942,0.158863520188906,0.160735873413293,0.158340600076047,0.167677539789165
"29",0.105854017367764,0.104106152979202,0.123191945579771,0.0640056565268807,0.142786242036294
"30",0.136962474570383,0.106842886488148,0.216242029835595,0.0793157092018278,0.151154914950187
"31",0.15935924506398,0.171804622165774,0.146942272600754,0.154102808916601,0.112587726042678
"32",0.139323236156089,0.121825412198914,0.149669614406017,0.283960524055005,0.110493936959032
"33",0.0779006058339556,0.111293029691957,0.118984127303814,0.124015319793883,0.115256189606174
"34",0.0836680499192931,0.150556922032607,0.160809030915504,0.16779942054063,0.138375970767604
"35",0.137683307059695,0.202729468732308,0.162617798684247,0.174664921743477,0.152841671780963
"36",0.0966668785169355,0.13497468221428,0.148631186367548,0.200719751480699,0.15189493774614
"37",0.142048734816657,0.13391408571547,0.110966117756254,0.114816364603585,0.0955415723340718
"38",0.182877295393897,0.109812842620525,0.138076459616592,0.144485299596123,0.107227665738699
"39",0.162919217786285,0.149280553267298,0.143284833576674,0.0984713623585405,0.158859537225536
"40",0.111265709838898,0.20896894476386,0.154801201429344,0.181099445610539,0.094809039067088
"41",0.142779281853483,0.178998136748296,0.147378374311795,0.161097683113615,0.176974992606008
"42",0.126481439979499,0.166397848380068,0.15258277703384,0.106602257598911,0.132747141640379
"43",0.190927410033341,0.117086005022922,0.164032525696776,0.117668631219358,0.1784039352749
"44",0.118842467153145,0.176261673028829,0.0816775349425572,0.171525084476829,0.0743908415241269
