EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/15/2022 8:31:58 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,ShannonDiversity

year,value
1985,1.454637
1986,1.451762
1987,1.456692
1988,1.46058
1989,1.467213
1990,1.476044
1991,1.484107
1992,1.494716
1993,1.507805
1994,1.520542
1995,1.525588
1996,1.525924
1997,1.523195
1998,1.516784
1999,1.514089
2000,1.515142
2001,1.512432
2002,1.508829
2003,1.505109
2004,1.49956
2005,1.49427
2006,1.488638
2007,1.483156
2008,1.480932
2009,1.477444
2010,1.475625
2011,1.477922
2012,1.481696
2013,1.486378
2014,1.489267
2015,1.490178
2016,1.491987
2017,1.494773
