EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/15/2022 8:31:58 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TL

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,3.366169,3.58866,3.841321,2.579826,2.745442,2.745442,2.91105,2.91105,2.91105,2.915843,3.448122,3.999175,3.949871,3.672687,3.732084,3.368629,3.36847,3.063345,2.180356,2.380178,1,1
1986,3.370742,3.602018,3.870283,2.576307,2.745656,2.745656,2.911264,2.911264,2.911264,2.922991,3.470253,4.003813,3.999212,3.680682,3.73878,3.369696,3.369527,3.063501,2.180276,2.380301,1,1
1987,3.376638,3.626527,3.907682,2.579015,2.745206,2.745206,2.91081,2.91081,2.91081,2.919526,3.505295,4.006686,4.049822,3.689861,3.744948,3.370611,3.369724,3.063064,2.180022,2.38003,1,1
1988,3.38249,3.6588,3.94929,2.578864,2.744871,2.744871,2.910472,2.910472,2.910472,2.934099,3.544913,4.009217,4.087577,3.694757,3.751887,3.371525,3.370716,3.062708,2.179698,2.379821,1,1
1989,3.379706,3.702547,3.997897,2.57836,2.744629,2.744629,2.910226,2.910226,2.910226,2.944912,3.593879,4.008415,4.101298,3.701304,3.749174,3.371781,3.370822,3.062426,2.179271,2.379665,1,1
1990,3.363175,3.767203,4.062714,2.574995,2.744535,2.744534,2.910128,2.910128,2.910128,2.956651,3.652842,4.001982,4.114361,3.684458,3.732072,3.371053,3.369524,3.062276,2.178773,2.379592,1,1
1991,3.334932,3.836922,4.122549,2.573168,2.744548,2.744547,2.910138,2.910138,2.910138,2.981375,3.710795,3.987788,4.128252,3.644206,3.699468,3.3692,3.367647,3.062228,2.178246,2.379581,1,1
1992,3.30464,3.897654,4.160872,2.574244,2.744393,2.744393,2.909981,2.909981,2.909981,3.001077,3.756701,3.964283,4.144339,3.601818,3.654309,3.366776,3.365382,3.062041,2.177685,2.379477,1,1
1993,3.278228,3.947783,4.180944,2.577008,2.743884,2.743884,2.909467,2.909467,2.909467,2.991285,3.79251,3.930421,4.156927,3.549897,3.601649,3.364103,3.362819,3.061549,2.177095,2.379165,1,1
1994,3.258483,3.987345,4.190664,2.579201,2.743282,2.743282,2.908859,2.908859,2.908859,2.955357,3.820392,3.892663,4.161414,3.494908,3.548446,3.361597,3.360456,3.060971,2.176495,2.378797,1,1
1995,3.244542,4.004463,4.189109,2.579313,2.743039,2.743039,2.908613,2.908613,2.908613,2.913503,3.826758,3.861538,4.155957,3.44836,3.499374,3.359506,3.358759,3.060709,2.176019,2.378641,1,1
1996,3.234801,4.011286,4.183828,2.577254,2.743318,2.743317,2.908892,2.908892,2.908892,2.888097,3.822769,3.845161,4.144215,3.413526,3.457103,3.358216,3.357602,3.060929,2.175806,2.3788,1,1
1997,3.228163,4.014557,4.177418,2.576704,2.743689,2.743689,2.909264,2.909264,2.909264,2.88265,3.816468,3.834558,4.141408,3.390337,3.422471,3.357386,3.356801,3.06124,2.175704,2.379016,1,1
1998,3.223809,4.012217,4.170345,2.576831,2.744177,2.744177,2.909755,2.909755,2.909755,2.884981,3.806747,3.824804,4.137093,3.375274,3.396652,3.356893,3.356444,3.061669,2.175738,2.379306,1,1
1999,3.222586,4.004933,4.157684,2.577948,2.744443,2.744443,2.910024,2.910024,2.910024,2.884158,3.794504,3.812338,4.112233,3.365738,3.378593,3.35646,3.35608,3.061925,2.175856,2.379469,1,1
2000,3.223053,3.997324,4.142235,2.57889,2.74437,2.74437,2.909953,2.909953,2.909953,2.885011,3.783051,3.781081,4.088902,3.359354,3.365706,3.356029,3.355574,3.061913,2.176082,2.379436,1,1
2001,3.222536,3.984178,4.126119,2.578251,2.744417,2.744417,2.91,2.910001,2.91,2.899686,3.766809,3.752339,4.074444,3.354656,3.358055,3.355655,3.355315,3.062013,2.176393,2.379468,1,1
