EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/15/2022 8:31:58 AM"
ModelName,"NWACS AM 7ages updateF"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,TotalCatch

year,value
1985,0.766641
1986,0.4907701
1987,0.5625972
1988,0.6762144
1989,0.6921201
1990,0.62902
1991,0.6069239
1992,0.498707
1993,0.4584047
1994,0.4425325
1995,0.6043462
1996,0.5231086
1997,0.5791448
1998,0.6318851
1999,0.5181053
2000,0.4253033
2001,0.5019376
2002,0.4349999
2003,0.4440321
2004,0.4655566
2005,0.4659531
2006,0.4791068
2007,0.4417445
2008,0.3787143
2009,0.444221
2010,0.3960634
2011,0.3797313
2012,0.3383551
2013,0.3122982
2014,0.3699549
2015,0.4201288
2016,0.4122603
2017,0.3830207
